,Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia,Start_b,End_b,name2,Distance
1450,chr8,38606185,38607185,0.00662,0.1601,0.00022,0.00935,0.02473,0.00171,0.19008,0.00454,0.00024,0.04441,0.00988,0.17143,0.20757,0.06238,0.12111,0.00678,0.0297,0.00313,0.05211,0.01295,0.01266,38546658,38659240,NSD3,0
1451,chr8,39435027,39437786,0.15925,0.03039,0.04319,0.00889,0.03244,0.05363,0.27692,0.03362,0.09496,0.03462,0.0152,0.09677,0.07493,0.0776,0.08906,0.0122,0.00018,0.0022,0.00834,0.01836,0.00317,39384663,39438016,ADAM32,0
1452,chr8,39645371,39652459,0.24361,0.07168,0.00111,0.00071,0.11968,0.16977,0.06459,0.20879,0.23495,0.0281,0.00142,0.05455,0.05707,0.00651,0.03062,3e-05,0.09945,0.15448,0.09268,0.12,0.01318,39591683,39694643,ADAM5,0
1453,chr8,39652459,39653847,0.33234,0.09017,0.00111,0.00492,0.1504,0.16618,0.09799,0.30479,0.24824,0.03077,0.00495,0.07407,0.0458,0.01381,0.0311,0.0016,0.13578,0.15852,0.0879,0.09622,0.00696,39591683,39694643,ADAM5,0
1454,chr8,39653847,39655490,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1455,chr8,39655490,39656823,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1456,chr8,39656823,39658065,0.33234,0.09017,0.00111,0.00492,0.1504,0.20458,0.09799,0.30479,0.24824,0.03077,0.00259,0.07407,0.0458,0.01381,0.04462,0.0016,0.13578,0.19593,0.0879,0.12236,0.01306,39591683,39694643,ADAM5,0
1457,chr8,39658065,39668272,0.33234,0.09017,0.00111,0.00492,0.1504,0.20458,0.09799,0.30479,0.24824,0.03077,0.00259,0.07407,0.0458,0.01381,0.04462,0.0016,0.13578,0.19593,0.0879,0.12236,0.01306,39591683,39694643,ADAM5,0
1458,chr8,39668272,39669751,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1459,chr8,39669751,39670751,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1460,chr8,39670751,39674207,0.28872,0.07982,0.00066,0.01065,0.13559,0.17732,0.08352,0.30479,0.19351,0.02546,0.00259,0.09228,0.0291,0.01228,0.03587,0.01576,0.15112,0.19593,0.06518,0.09108,0.00956,39591683,39694643,ADAM5,0
1461,chr8,39674207,39676067,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1462,chr8,39676067,39678974,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1463,chr8,39678974,39680209,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1464,chr8,39680209,39693969,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1465,chr8,39693969,39695616,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39591683,39694643,ADAM5,0
1466,chr8,39724043,39729199,0.33234,0.09017,0.00111,0.00492,0.1504,0.18011,0.09799,0.30479,0.24824,0.03077,0.00416,0.07407,0.0458,0.01381,0.03559,0.0016,0.13578,0.17202,0.0879,0.1055,0.00881,39728310,39800113,ADAM3A,0
1467,chr8,39729199,39731467,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39728310,39800113,ADAM3A,0
1468,chr8,39731467,39732980,0.33234,0.09017,0.00111,0.00492,0.1504,0.18011,0.09799,0.30479,0.24824,0.03077,0.00416,0.07407,0.0458,0.01381,0.03559,0.0016,0.13578,0.17202,0.0879,0.1055,0.00881,39728310,39800113,ADAM3A,0
1469,chr8,39732980,39743549,0.33234,0.09017,0.00111,0.00492,0.1504,0.21414,0.09799,0.30479,0.24824,0.03077,0.00188,0.07407,0.0458,0.01381,0.04882,0.0016,0.13578,0.20539,0.0879,0.1292,0.01535,39728310,39800113,ADAM3A,0
1470,chr8,39743549,39745075,0.33234,0.09017,0.00111,0.00492,0.1504,0.21414,0.09799,0.30479,0.24824,0.03077,0.00188,0.07407,0.0458,0.01381,0.04882,0.0016,0.13578,0.20539,0.0879,0.1292,0.01535,39728310,39800113,ADAM3A,0
1471,chr8,39745075,39750869,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39728310,39800113,ADAM3A,0
1472,chr8,39750869,39751869,0.32452,0.10195,0.00016,0.00435,0.10829,0.1447,0.09799,0.29424,0.254,0.04376,0.00751,0.09468,0.05694,0.0033,0.02046,0.00507,0.10704,0.14908,0.06133,0.08315,0.00946,39728310,39800113,ADAM3A,0
1473,chr8,39751869,39755827,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39728310,39800113,ADAM3A,0
1474,chr8,39755827,39757701,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39728310,39800113,ADAM3A,0
1475,chr8,39757701,39763192,0.33234,0.09017,0.00111,0.00492,0.1504,0.20458,0.09799,0.30479,0.24824,0.03077,0.00259,0.07407,0.0458,0.01381,0.04462,0.0016,0.13578,0.19593,0.0879,0.12236,0.01306,39728310,39800113,ADAM3A,0
1476,chr8,39763192,39765843,0.33234,0.09017,0.00111,0.00492,0.1504,0.20458,0.09799,0.30479,0.24824,0.03077,0.00259,0.07407,0.0458,0.01381,0.04462,0.0016,0.13578,0.19593,0.0879,0.12236,0.01306,39728310,39800113,ADAM3A,0
1477,chr8,39765843,39768924,0.21414,0.06068,0.00355,0.00111,0.10673,0.19622,0.05911,0.17467,0.15684,0.04118,5e-05,0.0375,0.03478,0.00364,0.04888,0.00029,0.07467,0.16955,0.06331,0.12425,0.03757,39728310,39800113,ADAM3A,0
1478,chr8,39768924,39770483,0.32452,0.10195,0.00108,0.00019,0.12028,0.19431,0.09799,0.29717,0.26867,0.03783,0.00416,0.08417,0.08056,0.00564,0.03559,0.00161,0.10697,0.18457,0.09215,0.14068,0.01492,39728310,39800113,ADAM3A,0
1479,chr8,39770483,39777191,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39728310,39800113,ADAM3A,0
1480,chr8,39777191,39778191,0.33234,0.09017,3e-05,0.00492,0.12716,0.18011,0.09799,0.30027,0.24824,0.03427,0.00416,0.07907,0.0458,0.00913,0.03559,0.00359,0.11975,0.17827,0.07228,0.1055,0.01172,39728310,39800113,ADAM3A,0
1481,chr8,39778191,39781576,0.33234,0.09017,0.00111,0.00051,0.1504,0.18011,0.09799,0.30479,0.254,0.03077,0.00416,0.07407,0.05694,0.01381,0.03559,2e-05,0.13578,0.17202,0.09993,0.11699,0.00881,39728310,39800113,ADAM3A,0
1482,chr8,39781576,39782988,0.33234,0.09017,0.00111,0.00492,0.1504,0.18011,0.09799,0.30479,0.24824,0.03077,0.00416,0.07407,0.0458,0.01381,0.03559,0.0016,0.13578,0.17202,0.0879,0.1055,0.00881,39728310,39800113,ADAM3A,0
1483,chr8,39782988,39788788,0.33234,0.09017,0.00111,0.00051,0.1504,0.19535,0.09799,0.30479,0.254,0.03077,0.00341,0.07407,0.05694,0.01381,0.04066,2e-05,0.13578,0.18678,0.09993,0.1277,0.01098,39728310,39800113,ADAM3A,0
1484,chr8,39788788,39791311,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39728310,39800113,ADAM3A,0
1485,chr8,39791311,39795248,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39728310,39800113,ADAM3A,0
1486,chr8,39795248,39799345,0.33234,0.09017,0.00111,0.00492,0.1504,0.18011,0.09799,0.30479,0.24824,0.03077,0.00416,0.07407,0.0458,0.01381,0.03559,0.0016,0.13578,0.17202,0.0879,0.1055,0.00881,39728310,39800113,ADAM3A,0
1487,chr8,39799345,39800470,0.33234,0.09017,0.00111,0.01304,0.1504,0.19535,0.09799,0.30479,0.21991,0.03077,0.00341,0.07407,0.03134,0.01381,0.04066,0.00696,0.13578,0.18678,0.07093,0.10009,0.01098,39728310,39800113,ADAM3A,0
1488,chr8,39800470,39808572,0.33234,0.09017,0.00111,0.00492,0.1504,0.19535,0.09799,0.30479,0.24824,0.03077,0.00341,0.07407,0.0458,0.01381,0.04066,0.0016,0.13578,0.18678,0.0879,0.11582,0.01098,39800240,39857364,AC123767.1,0
1489,chr8,43613962,43616364,0.00016,0.03987,0.00036,0.05946,0.02282,0.00286,0.04694,3e-05,0.0613,0.01762,0.00123,0.04644,0.20185,0.1203,0.04456,0.04963,0.01734,0.00139,0.01131,0.02153,0.00593,43566661,43637707,POTEA,0
1490,chr8,50685883,50688567,0.11225,0.00015,0.00111,0.00677,0.0051,0.10359,0.12181,0.09174,0.16459,0.05558,0.36178,0.00195,0.00554,0.00618,0.10223,0.0122,0.0018,0.1206,0.01774,0.06179,0.11118,50290781,51166401,SNTG1,0
1491,chr8,50688567,50689703,0.11885,0.00034,0.00417,0.01337,0.00031,0.08889,0.1115,0.07716,0.21096,0.10874,0.35857,0.00195,0.01991,0.0,0.0998,0.02818,0.0022,0.1227,0.01766,0.0333,0.09866,50290781,51166401,SNTG1,0
1492,chr8,52164604,52165918,0.63744,0.40472,0.37337,0.55647,0.63997,0.65654,0.13328,0.09834,0.00783,0.0015,0.00015,3e-05,0.07016,0.11213,0.12091,0.05827,0.09974,0.12372,0.00256,0.00485,0.00063,51692629,52185430,PXDNL,0
1493,chr8,52165918,52166918,0.63744,0.40472,0.37337,0.55647,0.63997,0.62255,0.13328,0.09834,0.00783,0.0015,0.00046,3e-05,0.07016,0.11213,0.11785,0.05827,0.09974,0.12654,0.00256,0.00861,0.00347,51692629,52185430,PXDNL,0
1494,chr8,54349175,54350322,0.08582,0.01117,0.07588,0.11044,0.04821,0.04323,0.16984,0.00161,0.00148,0.00895,0.00732,0.13643,0.20185,0.10254,0.08238,0.00588,0.00327,0.00367,0.01756,0.01431,3e-05,54343946,54399849,TCEA1,0
1495,chr8,56139036,56140159,0.03925,0.06892,0.03365,0.04188,0.03374,0.00035,0.2235,0.00071,1e-05,0.14128,0.025,0.18032,0.22571,0.00832,0.06257,0.00086,0.12893,0.02548,0.14696,0.02758,0.03618,56116018,56141118,TMEM68,0
1496,chr8,56450438,56451438,0.09146,0.07555,0.01474,0.00035,0.00266,0.03017,0.33831,0.03317,0.087,0.06513,0.01224,0.13184,0.10336,0.1028,0.13291,0.00917,0.00494,0.0037,0.00096,0.01892,0.01565,56444296,56451511,RPS20,0
1497,chr8,59026311,59028332,0.23941,0.04632,0.02447,0.00889,0.01775,0.02337,0.08401,0.11045,0.16109,0.13236,0.07403,0.00296,0.01418,0.00668,0.00084,0.0037,0.0007,0.00039,0.00141,0.00448,0.00181,59004665,59081032,NSMAF,0
1498,chr8,61374644,61376605,0.02827,0.03495,0.11118,0.06312,0.00062,7e-05,0.12832,0.02437,0.00883,0.02202,0.01805,0.26276,0.19485,0.04512,0.02121,0.00418,0.09772,0.07875,0.05439,0.03931,0.00086,61333825,61390222,AC022182.1,0
1499,chr8,62632012,62641698,0.12756,0.0059,0.23412,0.04657,0.00016,0.00793,0.08155,0.02062,0.02193,0.1196,0.04828,0.16172,0.01973,0.00414,0.00044,0.07836,0.22141,0.15341,0.0415,0.00932,0.00598,62615097,62673947,AC023095.1,0
1500,chr8,63279634,63280634,0.0462,0.10045,0.01068,0.03361,0.0237,0.01542,0.02935,0.08181,0.16238,0.00876,0.00988,0.14483,0.25769,0.04659,0.0375,0.00643,0.06193,0.05191,0.1146,0.08473,0.00085,62672658,63424250,NKAIN3,0
1501,chr8,65606560,65608728,0.02976,0.00488,0.11333,0.17578,0.03916,0.05742,0.06,0.03501,0.11089,7e-05,0.00614,0.12,0.25769,0.04659,0.04186,0.01629,0.04156,0.00868,0.1146,0.03703,0.00767,65593510,65609985,LINC00251,0
1502,chr8,70372450,70374388,0.11639,0.02258,0.00077,2e-05,0.02403,0.00395,0.0484,0.09653,0.13882,0.23666,0.12345,0.01488,0.02478,0.09188,0.03822,0.00092,0.0329,0.00822,0.02197,0.00276,0.00731,70372533,70374234,SDCBPP2,0
1503,chr8,71731515,71733956,0.0,0.23164,0.22448,0.36998,0.36574,0.17018,0.17544,0.15741,0.29891,0.27701,0.10943,0.00201,0.02174,0.0366,0.00067,0.00933,0.02217,0.00028,0.00217,0.01059,0.02536,71626529,71791526,EYA1,0
1504,chr8,71733956,71735233,0.0,0.21208,0.21146,0.35652,0.31838,0.14965,0.15964,0.14754,0.28687,0.23684,0.09538,0.0007,0.05846,0.04108,1e-05,0.04928,0.03593,0.00051,0.00198,0.05043,0.04161,71626529,71791526,EYA1,0
1505,chr8,72493966,72494966,0.08443,0.00173,0.01287,0.03361,0.00193,0.00016,0.08818,0.0452,0.23018,0.07224,0.04668,0.00487,0.05235,0.0,0.00059,0.08664,0.00486,0.0081,0.05206,0.02927,0.00074,72279362,72553420,MSC-AS1,0
1506,chr8,74496928,74507540,0.18681,0.0517,0.19417,0.05154,0.24744,0.17368,0.05543,0.00031,0.05548,0.00202,0.00066,0.04772,1e-05,0.08152,0.03704,0.04477,0.00428,0.00015,0.07851,0.03355,0.00539,74481591,74529115,AC087672.2,0
1507,chr8,87299917,87302963,0.07363,0.06442,0.05961,0.03092,0.00263,0.009,0.0161,0.02151,0.23018,0.07654,0.04267,0.00392,0.21424,0.06024,0.03304,0.20088,0.04865,0.02735,0.05882,0.07504,0.00201,87300527,87332339,AC084128.1,0
1508,chr8,88377645,88386330,0.09854,0.02797,0.0369,0.04542,0.04584,0.01925,0.05938,0.04785,0.24477,0.04627,0.04459,0.0002,0.14567,0.00193,0.00129,0.16232,0.00086,0.00283,0.18227,0.11331,0.00598,87987206,88506181,CNBD1,0
1509,chr8,94770543,94771543,0.0003,0.0274,0.0819,0.01132,0.00352,0.00065,0.03343,0.07293,0.00892,0.00154,5e-05,0.20029,0.07519,0.05063,0.02909,0.03219,0.05376,0.05257,0.00265,0.0046,0.00083,94471243,94825501,LINC00535,0
1510,chr8,94772915,94779592,0.00118,0.00031,0.00227,0.09617,0.03207,0.00529,0.00034,0.00011,0.08747,0.04335,0.00866,0.00082,0.0956,0.03844,0.00701,0.06892,0.05042,0.01438,0.22903,0.11389,0.00977,94471243,94825501,LINC00535,0
1511,chr8,98806934,98812094,0.04355,0.08593,0.02004,0.01669,0.00069,0.00181,0.2002,0.01411,0.0207,0.03899,0.03772,0.17926,0.15468,0.10099,0.05619,0.0,0.01369,0.02812,0.01192,0.01986,0.00433,98769666,98855740,MTDH,0
1512,chr8,98925724,98930759,0.01626,0.04426,0.00022,0.01195,0.09954,0.04847,0.00644,0.0194,0.06169,0.198,0.09796,0.04947,0.1053,0.26903,0.16093,0.00881,0.08928,0.04294,0.04437,0.00951,0.00895,98900535,98978513,LAPTM4B,0
1513,chr8,101147443,101151017,1e-05,0.22923,0.01296,0.02131,0.05907,0.00021,0.19008,0.00949,0.01908,0.04441,0.0001,0.14439,0.11663,0.06238,0.22139,0.00081,0.01857,0.01029,0.01019,0.01507,0.05587,101085829,101230841,RGS22,0
1514,chr8,101712778,101722614,2e-05,0.1093,0.00278,0.02501,0.00026,7e-05,0.09753,0.00298,0.03346,0.00011,1e-05,0.14439,0.20757,0.09958,0.09461,0.01273,0.00473,0.00348,0.03027,0.01986,5e-05,101698927,101775712,SNX31,0
1515,chr8,101769900,101773866,7e-05,0.12576,0.01139,0.00144,0.00305,0.00446,0.12373,0.01185,0.00236,0.00192,0.00428,0.20339,0.15872,0.09292,0.15071,0.00413,0.02606,0.00135,0.00832,0.00064,0.01426,101698927,101775712,SNX31,0
1516,chr8,102646020,102654051,0.00128,0.05089,0.09725,0.01156,0.00676,0.00398,0.03393,0.14754,0.00516,0.00176,0.00789,0.26882,0.01369,0.02093,0.077,0.18934,0.14403,0.05208,0.00073,0.02548,0.02067,102618139,102795622,GRHL2,0
1517,chr8,103330875,103331993,0.03076,0.13577,0.09003,0.03294,0.00011,0.00124,0.31616,0.01185,1e-05,0.02823,0.01538,0.38965,0.31562,0.14597,0.12564,0.01188,0.08428,0.06432,0.03013,0.01709,0.00063,103330401,103364861,RRM2B,0
1518,chr8,103520455,103523071,0.00211,0.19194,0.00016,0.00346,0.01775,0.04994,0.13867,0.00333,0.01225,0.00637,0.06792,0.20281,0.20757,0.09958,0.35024,0.00217,0.02137,0.04531,0.03027,0.02868,0.10837,103378172,103538611,UBR5,0
1519,chr8,112833838,112835000,0.01785,0.13958,0.00077,2e-05,0.04821,0.00117,0.26902,0.02437,0.01934,0.11631,0.00698,0.1181,0.15571,0.02986,0.12473,0.00092,0.03674,0.00369,0.04781,0.00071,0.05489,112541619,112881780,LINC02237,0
1520,chr8,120897170,120903715,0.40196,0.12052,0.02169,0.0,0.01383,0.00101,0.1115,0.29368,0.34848,0.32984,0.29275,0.05289,0.09465,0.07315,0.0791,0.01549,0.00234,0.01348,0.01009,0.00067,0.0067,120859647,120961735,MSTRG.5505,0
1521,chr8,121065455,121071690,0.03293,0.15973,0.00017,0.05469,0.00045,0.00548,0.04775,0.02778,0.00259,0.0417,0.05765,0.14946,0.02937,0.17576,0.21065,0.04813,0.00115,0.00765,0.0655,0.08667,0.00275,121002527,121178840,DEPTOR,0
1522,chr8,126245851,126250227,0.00423,0.04962,0.07308,0.04063,0.0066,0.00052,0.08405,0.03931,0.02216,0.00012,0.00577,0.23297,0.18143,0.09188,0.03333,0.00294,0.03716,0.07498,0.01692,0.03796,0.00977,126225517,126316099,NSMCE2,0
1523,chr8,129247794,129251539,4e-05,0.01844,0.00659,0.10388,0.01167,0.0175,0.0163,0.00694,0.15132,0.00895,0.01539,0.04636,0.21296,0.00085,0.06593,0.06815,0.03547,0.00275,0.16393,0.03758,0.05647,128922029,129314769,PVT1,0
1524,chr8,129849286,129852065,0.03423,0.02403,0.0243,0.03159,0.15077,0.23077,0.07843,0.06536,0.07945,0.17104,0.21382,-0.0,0.00123,0.06202,0.11548,0.00125,0.07158,0.14479,0.04199,0.08554,0.01234,129755767,130091620,CCDC26,0
1525,chr8,131042016,131045004,0.05606,0.07906,0.03055,0.01831,0.01143,0.09287,0.24695,0.00949,0.01908,0.02478,0.00028,0.20026,0.16672,0.14826,0.3171,0.00081,0.00473,0.01792,0.00141,0.02444,0.04066,130965554,131066163,CYRIB,0
1526,chr8,134579410,134580410,0.01503,0.0214,0.0118,0.04051,0.008,0.07671,0.00035,0.04601,0.11023,0.00176,0.01707,0.05926,0.12538,0.00383,0.01441,0.00894,0.03816,0.14464,0.08445,0.20667,0.03546,134578689,134695829,ST3GAL1,0
1527,chr8,140215773,140216773,0.00211,0.16358,0.00082,0.02759,0.00936,0.00315,0.11545,0.00031,0.0561,0.00212,0.00018,0.14417,0.24027,0.09957,0.09934,0.03194,0.00468,0.00107,0.05404,0.02307,0.00077,140215914,140222444,AC027541.1,0
1528,chr8,141080789,141083238,0.12744,0.21038,0.05251,0.01326,0.10846,0.17755,0.01358,0.02546,0.07806,0.00454,0.00173,0.07717,0.14389,0.0362,0.00539,0.01248,0.01165,0.05074,0.0483,0.08942,0.01447,140847841,141578742,TRAPPC9,0
1529,chr8,141789041,141790643,0.03423,0.10898,0.01084,0.00935,0.00718,0.00058,0.2002,0.01411,0.0207,0.0188,0.01938,0.17926,0.15468,0.16287,0.12061,0.0,0.00036,0.00562,0.00042,0.00427,0.00316,141777901,142121304,PTK2,0
1530,chr8,142076090,142082965,0.00013,0.18724,0.00433,0.03177,0.03065,0.01537,0.23325,0.00521,0.03984,0.03256,0.01378,0.1375,0.08924,0.08396,0.08057,0.01317,0.01202,0.00373,0.00014,0.00261,0.00205,141777901,142121304,PTK2,0
1531,chr8,142179474,142182903,0.0369,0.09197,0.0369,0.00582,0.00037,0.00393,0.21761,0.00102,0.08117,0.04441,0.04153,0.23333,0.05131,0.08152,0.04941,0.07351,0.04468,0.05402,0.00337,0.00011,0.00195,142175378,142180684,AC100860.1,0
1532,chr8,143457154,143459559,0.26574,0.12052,0.06833,0.2917,0.01383,0.01553,0.03493,0.0625,0.00182,0.19907,0.16695,0.00487,0.05235,0.07315,0.055,0.08664,0.03681,0.02801,0.2283,0.20325,0.00152,143351849,143544601,TSNARE1,0
1533,chr8,144702492,144704178,0.0,0.12128,0.32229,0.0258,0.15336,0.1298,0.11311,0.25127,0.02277,0.12606,0.08793,0.11508,0.01418,0.0043,0.00948,0.14985,0.09334,0.06426,0.02907,0.03231,0.00232,144702541,144712453,GSDMD,0
1534,chr8,144767201,144782295,0.00597,0.08607,0.11986,0.29754,0.00822,0.0062,0.04321,0.06088,0.21897,0.00011,0.02159,0.00444,0.07582,0.04211,0.13417,0.03913,0.07079,0.18392,0.2166,0.36557,0.02865,144764237,144767465,TSTA3,0
1535,chr8,145075546,145076546,0.17711,0.03735,0.00631,0.03361,0.03624,0.00244,0.37315,0.11574,0.06663,0.05895,0.11181,0.06558,0.14567,0.12929,0.04276,0.01073,0.01244,0.00074,1e-05,0.01433,0.01813,145073425,145097869,PLEC,0
1570,chr9,5338322,5340451,0.05713,0.16548,0.00157,0.00279,0.03175,0.01249,0.4817,0.04601,0.11023,0.16651,0.1,0.21219,0.16609,0.0599,0.08333,0.00894,0.05047,0.02462,0.01604,0.00284,0.00491,5340022,5344969,RLN1,0
1571,chr9,6597147,6598147,0.06347,0.05077,0.01814,0.00034,0.00202,0.00022,0.26902,0.01852,0.07096,0.09947,0.04943,0.13228,0.07369,0.03941,0.05161,0.01307,0.0349,0.01482,0.00433,1e-05,0.00361,6537520,6650780,GLDC,0
1572,chr9,6663845,6668132,0.00079,0.21835,0.00024,0.01286,0.00222,0.00158,0.25101,0.00219,0.02516,0.00637,0.00391,0.23297,0.14355,0.20494,0.19344,0.01166,0.00121,0.00072,0.00563,0.00547,5e-05,6651006,6675548,AL162411.1,0
1573,chr9,6745412,6749353,0.01444,0.1347,0.02496,0.00386,0.00088,0.00588,0.05182,0.06742,0.03335,0.00895,0.00195,0.25926,0.19044,0.11698,0.06983,0.00805,0.0351,0.05079,0.00832,0.01488,0.00228,6715553,7073687,KDM4C,0
1574,chr9,6930034,6932358,0.02827,0.06686,0.04504,0.00064,0.0066,0.00978,0.18255,0.0007,0.04317,0.00943,0.00301,0.21112,0.05653,0.11459,0.09761,0.05443,0.01754,0.00829,0.01105,0.01192,0.00063,6715553,7073687,KDM4C,0
1575,chr9,8878872,8880331,0.11412,0.06759,0.00106,0.0,0.01127,0.0102,0.36767,0.09174,0.12979,0.19373,0.15005,0.08098,0.07633,0.02732,0.02164,0.00088,0.01895,0.01793,0.01105,0.00843,1e-05,8320801,10043836,PTPRD,0
1576,chr9,9016514,9018046,0.19389,0.04607,0.02285,0.01375,0.00383,0.05596,0.09259,0.30212,0.35514,0.20236,0.05563,0.12512,0.11754,0.03092,0.00016,0.00081,0.0489,0.14718,0.03638,0.10703,0.03545,8320801,10043836,PTPRD,0
1577,chr9,9018046,9020033,0.1686,0.04607,0.02285,0.01375,0.00383,0.0582,0.06814,0.27498,0.32022,0.17155,0.03513,0.12512,0.11754,0.03092,0.00046,0.00081,0.0489,0.14864,0.03638,0.10754,0.03761,8320801,10043836,PTPRD,0
1578,chr9,10248040,10252786,0.02285,0.09255,0.00029,0.00215,0.04536,0.01328,0.22228,0.02699,0.04337,0.129,0.05202,0.08098,0.07633,0.01194,0.02663,0.00088,0.03816,0.01011,0.02694,0.00388,0.00687,8534696,10622037,PTPRD,0
1579,chr9,13683258,13684708,0.12168,0.00931,0.0746,0.02082,0.02289,0.00614,0.24695,0.02199,0.08117,0.06679,0.06901,0.14946,0.06871,0.06799,0.02876,0.01605,0.01765,0.03841,1e-05,0.00446,0.00521,13455923,13846052,AL583785.1,0
1580,chr9,13996432,13997595,0.06212,0.06998,0.01816,0.03444,0.00891,0.00018,0.27673,0.01399,0.00512,0.1182,0.04419,0.1375,0.21092,0.03473,0.05787,0.00285,0.05068,0.01415,0.07851,0.02414,0.01029,13995632,13997367,PES1P2,0
1581,chr9,15004167,15006752,0.00604,0.01736,0.00713,0.14403,0.01973,0.02417,0.05177,-0.0,0.1366,0.00328,0.0045,0.04947,0.31049,0.08078,0.07312,0.10565,0.00356,0.00628,0.08246,0.04614,0.00049,14997117,15157939,CLCN3P1,0
1582,chr9,15027481,15029276,4e-05,0.08879,0.00578,0.0003,0.01758,0.00154,0.09336,0.00694,0.00015,0.0222,0.00174,0.15386,0.08855,0.20492,0.11322,0.00945,0.00401,0.0014,0.02656,0.00294,0.00895,14997117,15157939,CLCN3P1,0
1583,chr9,18349891,18355284,0.06484,0.21244,0.016,0.00303,0.03137,0.01999,0.48896,0.02978,0.06052,0.17568,0.10864,0.36134,0.30935,0.10334,0.08755,0.00482,0.09994,0.07029,0.05553,0.03095,0.00065,17919767,18546565,ADAMTSL1,0
