,CHR,START,END,SYMBOL,WestEurasia-Oceania,WestEurasia-America,WestEurasia-Africa,WestEurasia-EastAsia,WestEurasia-SouthAsia,WestEurasia-CentralAsiaSiberia,Oceania-America,Oceania-Africa,Oceania-EastAsia,Oceania-SouthAsia,Oceania-CentralAsiaSiberia,America-Africa,America-EastAsia,America-SouthAsia,America-CentralAsiaSiberia,Africa-EastAsia,Africa-SouthAsia,Africa-CentralAsiaSiberia,EastAsia-SouthAsia,EastAsia-CentralAsiaSiberia,SouthAsia-CentralAsiaSiberia
216,chr12,52070882,52082361,SMIM41,0.01181,0.01664,0.05896,0.0695,0.01823,0.06171,0.03515,0.03679,0.06752,0.03157,0.08003,0.10606,0.04035,0.01728,0.06484,0.17843,0.12435,0.21971,0.04338,0.01599,0.05245
217,chr12,52060195,52068952,OR7E47P,0.01054,0.01087,0.23113,0.07143,0.01017,0.02999,0.02277,0.23928,0.08526,0.01986,0.05625,0.26351,0.08955,0.02122,0.06687,0.40939,0.32166,0.36245,0.07597,0.02635,0.0386
218,chr12,52070882,52082361,OR7E47P,0.01181,0.01664,0.05896,0.0695,0.01823,0.06171,0.03515,0.03679,0.06752,0.03157,0.08003,0.10606,0.04035,0.01728,0.06484,0.17843,0.12435,0.21971,0.04338,0.01599,0.05245
219,chr12,52060195,52068952,LOC112268096,0.01054,0.01087,0.23113,0.07143,0.01017,0.02999,0.02277,0.23928,0.08526,0.01986,0.05625,0.26351,0.08955,0.02122,0.06687,0.40939,0.32166,0.36245,0.07597,0.02635,0.0386
220,chr12,52070882,52082361,LOC112268096,0.01181,0.01664,0.05896,0.0695,0.01823,0.06171,0.03515,0.03679,0.06752,0.03157,0.08003,0.10606,0.04035,0.01728,0.06484,0.17843,0.12435,0.21971,0.04338,0.01599,0.05245
221,chr12,56495586,56516265,RBMS2,0.01408,0.03218,0.01043,0.01238,0.01813,0.10336,0.03922,0.01626,0.01434,0.01704,0.16377,0.0362,0.02935,0.02585,0.23426,0.01202,0.01642,0.14629,0.01338,0.16083,0.19061
222,chr12,92893755,92902894,EEA1,0.29638,0.25915,0.09728,0.29955,0.13403,0.24109,0.02401,0.56698,0.02338,0.10783,0.04754,0.53035,0.01947,0.09009,0.03833,0.53662,0.35692,0.50858,0.0649,0.01542,0.05355
223,chr12,111790099,111818798,ALDH2,0.03552,0.02377,0.01315,0.00969,0.01648,0.09028,0.02512,0.02893,0.03486,0.08656,0.26019,0.02108,0.02433,0.06366,0.21836,0.01254,0.03801,0.15624,0.028,0.13035,0.06698
224,chr12,111790099,111818798,MAPKAPK5-AS1,0.03552,0.02377,0.01315,0.00969,0.01648,0.09028,0.02512,0.02893,0.03486,0.08656,0.26019,0.02108,0.02433,0.06366,0.21836,0.01254,0.03801,0.15624,0.028,0.13035,0.06698
225,chr12,121542924,121551116,KDM2B,0.01202,0.03243,0.00918,0.01287,0.08335,0.03762,0.07516,0.01605,0.02672,0.07138,0.03846,0.05199,0.02657,0.20345,0.14687,0.01954,0.08339,0.04069,0.13492,0.07428,0.02596
226,chr12,121714257,121725646,TMEM120B,0.02053,0.01411,0.00878,0.02301,0.00901,0.10972,0.02512,0.02893,0.06389,0.02967,0.22684,0.02108,0.04533,0.02188,0.1875,0.02599,0.01266,0.13092,0.0266,0.06322,0.13383
227,chr12,133215898,133239085,ZNF10,0.08197,0.01175,0.01102,0.013,0.00908,0.03631,0.14551,0.0803,0.14286,0.10309,0.25499,0.02312,0.01597,0.01927,0.04309,0.02558,0.01428,0.06617,0.01805,0.02637,0.05171
228,chr12,133215898,133239085,ZNF268,0.08197,0.01175,0.01102,0.013,0.00908,0.03631,0.14551,0.0803,0.14286,0.10309,0.25499,0.02312,0.01597,0.01927,0.04309,0.02558,0.01428,0.06617,0.01805,0.02637,0.05171
229,chr13,18632456,18643355,TPTE2,0.01395,0.05309,0.01629,0.0084,0.01357,0.01979,0.21667,0.05552,0.01988,0.05086,0.08242,0.05932,0.07901,0.07724,0.06394,0.02097,0.01332,0.01552,0.01783,0.02757,0.01858
230,chr13,18731340,18743874,TPTE2,0.06929,0.05301,0.02189,0.04257,0.02821,0.12439,0.02397,0.04954,0.02425,0.20493,0.03226,0.03799,0.01918,0.18191,0.0424,0.01852,0.10359,0.10248,0.13661,0.0586,0.28093
231,chr13,25782477,25791223,WASF3,0.01235,0.01466,0.07192,0.03129,0.01793,0.0398,0.02326,0.06048,0.06152,0.04343,0.09722,0.0548,0.07719,0.05714,0.13266,0.21333,0.17417,0.25685,0.01679,0.01636,0.03219
232,chr13,25782477,25791223,RPS3AP44,0.01235,0.01466,0.07192,0.03129,0.01793,0.0398,0.02326,0.06048,0.06152,0.04343,0.09722,0.0548,0.07719,0.05714,0.13266,0.21333,0.17417,0.25685,0.01679,0.01636,0.03219
233,chr13,91088388,91099815,GPC5,0.02466,0.09127,0.05288,0.0842,0.01006,0.01996,0.07516,0.14814,0.03637,0.02737,0.02038,0.31837,0.01875,0.11471,0.08495,0.25514,0.08344,0.13134,0.07834,0.04493,0.0218
234,chr13,94887298,94898418,DNAJC3,0.01264,0.02416,0.01474,0.00904,0.02303,0.05478,0.05787,0.0169,0.01962,0.13707,0.33319,0.0321,0.08767,0.26467,0.491,0.02476,0.15005,0.30894,0.11837,0.3173,0.08951
235,chr13,94887298,94898418,MTND5P2,0.01264,0.02416,0.01474,0.00904,0.02303,0.05478,0.05787,0.0169,0.01962,0.13707,0.33319,0.0321,0.08767,0.26467,0.491,0.02476,0.15005,0.30894,0.11837,0.3173,0.08951
236,chr14,13919016,13931507,LOC124907434,0.10608,0.19144,0.01138,0.02943,0.01013,0.08213,0.08773,0.1837,0.08443,0.20925,0.03151,0.41287,0.22942,0.3896,0.20084,0.02836,0.02544,0.14792,0.05796,0.05349,0.17908
237,chr14,13962055,13972524,LOC124907434,0.0883,0.18085,0.03321,0.0132,0.04536,0.05462,0.09738,0.24147,0.14656,0.25559,0.0277,0.40227,0.27104,0.40581,0.11999,0.01938,0.01487,0.16681,0.02832,0.09623,0.18348
238,chr14,13962055,13972524,LOC124903431,0.0883,0.18085,0.03321,0.0132,0.04536,0.05462,0.09738,0.24147,0.14656,0.25559,0.0277,0.40227,0.27104,0.40581,0.11999,0.01938,0.01487,0.16681,0.02832,0.09623,0.18348
239,chr14,13998551,14013487,OR4N2,0.12368,0.1844,0.00914,0.01181,0.01496,0.08971,0.08505,0.2859,0.13868,0.28652,0.02829,0.42612,0.22877,0.40149,0.10072,0.02037,0.01897,0.18684,0.03534,0.08942,0.20301
240,chr14,14013487,14021682,OR4N2,0.20186,0.24359,0.02781,0.01018,0.01675,0.11205,0.04167,0.36578,0.21415,0.31638,0.04503,0.43691,0.27502,0.38547,0.08872,0.04563,0.01505,0.22544,0.02949,0.10704,0.18568
241,chr14,14027593,14040631,OR4N2,0.13528,0.1907,0.01813,0.01254,0.03854,0.07785,0.04269,0.27886,0.12312,0.28538,0.04337,0.39371,0.19336,0.3732,0.11422,0.04055,0.02205,0.1864,0.06813,0.06244,0.20719
242,chr14,14083332,14098688,OR4K2,0.14819,0.10764,0.06657,0.01801,0.03514,0.03151,0.03147,0.0579,0.11661,0.28645,0.13906,0.03511,0.08167,0.23818,0.09888,0.03377,0.16301,0.02516,0.07583,0.01695,0.11451
243,chr14,44396730,44405560,SOS2,0.03455,0.04711,0.02197,0.02495,0.00967,0.10508,0.1768,0.01809,0.10729,0.05446,0.044,0.11047,0.03554,0.06604,0.26984,0.07337,0.03287,0.05805,0.02442,0.21619,0.13657
244,chr14,44396730,44405560,LOC124907393,0.03455,0.04711,0.02197,0.02495,0.00967,0.10508,0.1768,0.01809,0.10729,0.05446,0.044,0.11047,0.03554,0.06604,0.26984,0.07337,0.03287,0.05805,0.02442,0.21619,0.13657
245,chr14,47109976,47118384,LOC105370500,0.03557,0.0137,0.04778,0.0137,0.01872,0.16491,0.08232,0.01626,0.09888,0.02179,0.07853,0.06874,0.0,0.04545,0.19298,0.09365,0.02375,0.06268,0.05621,0.25,0.11817
246,chr14,47109976,47118384,FERMT2,0.03557,0.0137,0.04778,0.0137,0.01872,0.16491,0.08232,0.01626,0.09888,0.02179,0.07853,0.06874,0.0,0.04545,0.19298,0.09365,0.02375,0.06268,0.05621,0.25,0.11817
247,chr14,55273845,55282018,SLC38A6,0.01624,0.01259,0.03149,0.05496,0.01107,0.05333,0.04222,0.01976,0.03092,0.01775,0.12623,0.0548,0.07971,0.02616,0.05743,0.01591,0.02469,0.15752,0.04263,0.20133,0.09333
248,chr14,67767430,67776722,ACOT2,0.0575,0.01412,0.01579,0.09876,0.01042,0.16909,0.05525,0.04268,0.28709,0.0722,0.41483,0.01662,0.15325,0.01862,0.29078,0.17409,0.01578,0.28041,0.16775,0.05648,0.30533
249,chr15,18738899,18752260,POTEB3,0.03506,0.11122,0.00878,0.01401,0.01471,0.01663,0.12601,0.0521,0.06991,0.089,0.03202,0.1712,0.17198,0.228,0.16891,0.01713,0.01902,0.02424,0.01191,0.03883,0.04713
250,chr15,18738899,18752260,MIR3118-3,0.03506,0.11122,0.00878,0.01401,0.01471,0.01663,0.12601,0.0521,0.06991,0.089,0.03202,0.1712,0.17198,0.228,0.16891,0.01713,0.01902,0.02424,0.01191,0.03883,0.04713
251,chr15,18921721,18935311,LINC02203,0.11843,0.20583,0.04213,0.00849,0.0179,0.10906,0.11656,0.31876,0.15189,0.26986,0.02053,0.45384,0.27343,0.424,0.10622,0.05353,0.02334,0.29146,0.0246,0.13448,0.23922
252,chr15,18965024,18975815,LINC02203,0.09162,0.21625,0.07015,0.01597,0.04442,0.0655,0.12699,0.29102,0.16182,0.23551,0.02373,0.47126,0.32788,0.40898,0.13558,0.04066,0.0158,0.23525,0.02407,0.12073,0.18598
253,chr15,18921721,18935311,OR4M2-OT1,0.11843,0.20583,0.04213,0.00849,0.0179,0.10906,0.11656,0.31876,0.15189,0.26986,0.02053,0.45384,0.27343,0.424,0.10622,0.05353,0.02334,0.29146,0.0246,0.13448,0.23922
254,chr15,18965024,18975815,OR4M2-OT1,0.09162,0.21625,0.07015,0.01597,0.04442,0.0655,0.12699,0.29102,0.16182,0.23551,0.02373,0.47126,0.32788,0.40898,0.13558,0.04066,0.0158,0.23525,0.02407,0.12073,0.18598
255,chr15,18965024,18975815,LOC124903610,0.09162,0.21625,0.07015,0.01597,0.04442,0.0655,0.12699,0.29102,0.16182,0.23551,0.02373,0.47126,0.32788,0.40898,0.13558,0.04066,0.0158,0.23525,0.02407,0.12073,0.18598
256,chr15,19832068,19845414,POTEB,0.0357,0.08481,0.00951,0.01846,0.01806,0.01161,0.069,0.06298,0.07433,0.10076,0.04538,0.14845,0.13641,0.20375,0.1422,0.01737,0.01819,0.02045,0.01206,0.03196,0.03807
257,chr15,19832068,19845414,MIR3118-4,0.0357,0.08481,0.00951,0.01846,0.01806,0.01161,0.069,0.06298,0.07433,0.10076,0.04538,0.14845,0.13641,0.20375,0.1422,0.01737,0.01819,0.02045,0.01206,0.03196,0.03807
258,chr15,49832216,49844419,MAPK6,0.01048,0.01168,0.01418,0.03414,0.01884,0.10336,0.02323,0.01923,0.03968,0.02856,0.12854,0.01789,0.03324,0.03359,0.13836,0.02099,0.04461,0.17136,0.08522,0.24644,0.06523
259,chr15,56793063,56803021,RNF111,0.03947,0.01324,0.00903,0.00937,0.03849,0.15626,0.07431,0.0542,0.05922,0.15278,0.06457,0.01829,0.016,0.05,0.18202,0.01174,0.04878,0.17588,0.04214,0.18735,0.29767
260,chr15,73414577,73424591,PTPN9,0.01471,0.04107,0.04427,0.01228,0.01945,0.15886,0.03999,0.02858,0.03238,0.01702,0.15323,0.01655,0.07942,0.02661,0.0784,0.07757,0.02051,0.07373,0.04085,0.24021,0.12288
261,chr15,88477277,88500535,BLM,0.03647,0.01179,0.01408,0.03247,0.00903,0.08443,0.05073,0.03007,0.01587,0.05382,0.23446,0.01765,0.02988,0.01897,0.124,0.01947,0.01933,0.14837,0.04085,0.21423,0.09836
262,chr16,11954846,11963997,NPIPB2,0.02423,0.19646,0.11287,0.07608,0.07548,0.18122,0.40425,0.05873,0.08149,0.15592,0.3321,0.44878,0.01522,0.08236,0.02483,0.15529,0.283,0.42144,0.02395,0.01386,0.05823
263,chr16,14719448,14728033,PLA2G10,0.01775,0.17122,0.09042,0.06345,0.0702,0.12269,0.20077,0.14257,0.03745,0.04403,0.10775,0.36178,0.01516,0.05524,0.0329,0.12204,0.22496,0.30114,0.02037,0.01525,0.02598
264,chr16,15984921,15994087,ABCC1,0.02041,0.01754,0.03156,0.00939,0.01964,0.09991,0.02312,0.01768,0.03373,0.05833,0.17561,0.02088,0.02935,0.05087,0.15826,0.04893,0.08183,0.22294,0.01732,0.09102,0.05829
265,chr16,18831590,18840230,SMG1,0.08879,0.09306,0.01417,0.16504,0.01679,0.27342,0.02382,0.30853,0.03071,0.09265,0.15323,0.33899,0.02492,0.10654,0.13261,0.28371,0.07084,0.63414,0.13802,0.03681,0.3465
266,chr16,18920075,18932929,TMC7,0.08828,0.01082,0.08405,0.03987,0.00909,0.04019,0.10575,0.01815,0.14884,0.1153,0.20028,0.0836,0.04074,0.01765,0.06455,0.1538,0.10182,0.19135,0.04021,0.01393,0.05244
267,chr16,21675562,21683858,LOC105371131,0.01033,0.27776,0.06414,0.10059,0.091,0.22594,0.3677,0.06351,0.07428,0.09729,0.26603,0.44279,0.01606,0.13717,0.03695,0.15206,0.23072,0.38364,0.03076,0.01398,0.07577
268,chr16,21675562,21683858,NPIPB3,0.01033,0.27776,0.06414,0.10059,0.091,0.22594,0.3677,0.06351,0.07428,0.09729,0.26603,0.44279,0.01606,0.13717,0.03695,0.15206,0.23072,0.38364,0.03076,0.01398,0.07577
269,chr16,22379500,22390153,LOC112268174,0.01597,0.18601,0.04614,0.09713,0.07028,0.19641,0.23018,0.08984,0.05813,0.04895,0.20759,0.34133,0.01532,0.07419,0.02165,0.13968,0.17989,0.34584,0.03241,0.01421,0.06871
270,chr16,22379500,22390153,NPIPB4,0.01597,0.18601,0.04614,0.09713,0.07028,0.19641,0.23018,0.08984,0.05813,0.04895,0.20759,0.34133,0.01532,0.07419,0.02165,0.13968,0.17989,0.34584,0.03241,0.01421,0.06871
271,chr16,23610009,23620433,SCNN1B,0.01129,0.01432,0.01202,0.00919,0.01085,0.15081,0.02423,0.0234,0.01434,0.02218,0.18981,0.0307,0.01696,0.02925,0.20792,0.01913,0.01285,0.12743,0.01732,0.18775,0.13757
272,chr16,29658293,29666437,NPIPB11,0.01178,0.24283,0.05659,0.08258,0.08652,0.20142,0.3404,0.04326,0.06864,0.11074,0.25286,0.40583,0.01608,0.11999,0.03074,0.12817,0.21966,0.35067,0.02502,0.01372,0.0687
273,chr16,61675041,61692094,CES5A,0.01585,0.10962,0.01932,0.00973,0.01964,0.01273,0.08924,0.05342,0.02823,0.01662,0.03978,0.21148,0.15217,0.07116,0.17301,0.01708,0.05744,0.01743,0.03225,0.0142,0.0397
274,chr16,80614642,80623421,GLG1,0.0,0.05,0.05647,0.0353,0.06189,0.21147,0.05,0.04327,0.02941,0.04773,0.15825,0.01829,0.01536,0.02014,0.09545,0.0155,0.01278,0.07983,0.01741,0.11272,0.0751
275,chr17,259858,269007,RPH3AL,0.01624,0.14605,0.04781,0.00986,0.00988,0.01005,0.17219,0.02862,0.02909,0.02977,0.02885,0.08171,0.21539,0.22721,0.23634,0.07107,0.0687,0.05891,0.01197,0.01463,0.01592
276,chr17,259858,269007,LOC105371425,0.01624,0.14605,0.04781,0.00986,0.00988,0.01005,0.17219,0.02862,0.02909,0.02977,0.02885,0.08171,0.21539,0.22721,0.23634,0.07107,0.0687,0.05891,0.01197,0.01463,0.01592
277,chr17,15433712,15443837,TVP23C-CDRT4,0.05638,0.05716,0.01063,0.02838,0.01181,0.04281,0.02323,0.11693,0.03052,0.12728,0.26855,0.1217,0.03507,0.13277,0.27967,0.05554,0.0128,0.04531,0.06096,0.15247,0.04247
278,chr17,15433712,15443837,TVP23C,0.05638,0.05716,0.01063,0.02838,0.01181,0.04281,0.02323,0.11693,0.03052,0.12728,0.26855,0.1217,0.03507,0.13277,0.27967,0.05554,0.0128,0.04531,0.06096,0.15247,0.04247
279,chr17,31088107,31100301,NSRP1,0.01044,0.02595,0.01543,0.00919,0.02648,0.21136,0.04398,0.02383,0.01451,0.0364,0.26019,0.0619,0.02885,0.08512,0.37406,0.02416,0.01544,0.17535,0.03906,0.26464,0.14047
280,chr17,46485680,46494558,LINC02210,0.18836,0.16917,0.15074,0.22026,0.00983,0.15269,0.0,0.06341,0.02941,0.27397,0.05518,0.05923,0.02853,0.25342,0.0535,0.032,0.17945,0.02056,0.27474,0.01785,0.2074
281,chr17,46485680,46494558,LINC02210-CRHR1,0.18836,0.16917,0.15074,0.22026,0.00983,0.15269,0.0,0.06341,0.02941,0.27397,0.05518,0.05923,0.02853,0.25342,0.0535,0.032,0.17945,0.02056,0.27474,0.01785,0.2074
282,chr17,47064997,47074709,KANSL1,0.19216,0.17263,0.21302,0.25326,0.00913,0.16869,0.0,0.04327,0.02174,0.27297,0.03704,0.04121,0.02174,0.25248,0.03704,0.02635,0.27225,0.01471,0.32199,0.02312,0.22783
283,chr17,47074709,47082946,KANSL1,0.20618,0.18545,0.23677,0.26793,0.00936,0.16266,0.0,0.03368,0.02174,0.28433,0.07407,0.03266,0.02174,0.26321,0.07071,0.0169,0.29357,0.02816,0.33001,0.04915,0.21373
284,chr17,47139401,47148131,ARL17B,0.18102,0.16249,0.21733,0.24911,0.02565,0.16324,0.0,0.02136,0.01429,0.22833,0.02534,0.0217,0.01515,0.21061,0.02646,0.0179,0.23254,0.01528,0.2791,0.0203,0.17317
285,chr17,47176677,47184813,ARL17B,0.1806,0.09646,0.10641,0.00868,0.01961,0.04106,0.0619,0.07181,0.2046,0.15865,0.10944,0.01849,0.12347,0.08248,0.04737,0.1174,0.06768,0.03041,0.02075,0.04624,0.02436
286,chr17,47139401,47148131,LOC124904014,0.18102,0.16249,0.21733,0.24911,0.02565,0.16324,0.0,0.02136,0.01429,0.22833,0.02534,0.0217,0.01515,0.21061,0.02646,0.0179,0.23254,0.01528,0.2791,0.0203,0.17317
287,chr17,47176677,47184813,LRRC37A,0.1806,0.09646,0.10641,0.00868,0.01961,0.04106,0.0619,0.07181,0.2046,0.15865,0.10944,0.01849,0.12347,0.08248,0.04737,0.1174,0.06768,0.03041,0.02075,0.04624,0.02436
288,chr17,47176677,47184813,RN7SL656P,0.1806,0.09646,0.10641,0.00868,0.01961,0.04106,0.0619,0.07181,0.2046,0.15865,0.10944,0.01849,0.12347,0.08248,0.04737,0.1174,0.06768,0.03041,0.02075,0.04624,0.02436
289,chr17,47392188,47402145,ARL17A,0.19575,0.09183,0.12019,0.00864,0.02493,0.04766,0.07483,0.07334,0.21285,0.15208,0.09631,0.01641,0.10884,0.05991,0.03189,0.12566,0.06193,0.0259,0.02538,0.05058,0.02337
290,chr17,47392188,47402145,LRRC37A2,0.19575,0.09183,0.12019,0.00864,0.02493,0.04766,0.07483,0.07334,0.21285,0.15208,0.09631,0.01641,0.10884,0.05991,0.03189,0.12566,0.06193,0.0259,0.02538,0.05058,0.02337
291,chr17,47392188,47402145,RN7SL199P,0.19575,0.09183,0.12019,0.00864,0.02493,0.04766,0.07483,0.07334,0.21285,0.15208,0.09631,0.01641,0.10884,0.05991,0.03189,0.12566,0.06193,0.0259,0.02538,0.05058,0.02337
292,chr17,47536421,47547000,NSF,0.02086,0.03251,0.00879,0.18564,0.01951,0.03544,0.07933,0.02823,0.19011,0.01644,0.06969,0.05753,0.08859,0.08082,0.02196,0.20809,0.02491,0.04828,0.22789,0.06439,0.07226
293,chr17,57838858,57855910,LOC105371836,0.01585,0.03626,0.01932,0.00939,0.02744,0.17267,0.10417,0.05342,0.01667,0.01901,0.12854,0.03266,0.05797,0.1,0.29847,0.03116,0.07098,0.27158,0.02321,0.16083,0.09565
294,chr17,57838858,57855910,SCPEP1,0.01585,0.03626,0.01932,0.00939,0.02744,0.17267,0.10417,0.05342,0.01667,0.01901,0.12854,0.03266,0.05797,0.1,0.29847,0.03116,0.07098,0.27158,0.02321,0.16083,0.09565
295,chr17,59691684,59700449,PPM1E,0.01989,0.0137,0.02544,0.00859,0.01872,0.25173,0.06151,0.01594,0.03483,0.01619,0.17954,0.05006,0.02174,0.04545,0.26984,0.03764,0.01372,0.17245,0.02957,0.29431,0.19532
296,chr17,59787127,59797995,PPM1E,0.01065,0.03281,0.01024,0.00883,0.00979,0.13829,0.06151,0.01572,0.01587,0.01619,0.15467,0.04121,0.05025,0.04545,0.2428,0.01522,0.01278,0.17588,0.01442,0.13355,0.16803
297,chr17,62880793,62892767,MED13,0.04081,0.04341,0.00894,0.00885,0.01285,0.07643,0.1768,0.04565,0.04129,0.03155,0.02642,0.06874,0.06595,0.08824,0.21722,0.01156,0.01523,0.0805,0.01371,0.07496,0.05829
298,chr17,65779841,65789367,LOC105376844,0.08147,0.1249,0.25166,0.01461,0.02535,0.12503,0.03104,0.06794,0.05709,0.04489,0.02806,0.04383,0.09953,0.08685,0.02176,0.19961,0.1758,0.02655,0.01441,0.09309,0.07699
299,chr17,65779841,65789367,LRRC37A3,0.08147,0.1249,0.25166,0.01461,0.02535,0.12503,0.03104,0.06794,0.05709,0.04489,0.02806,0.04383,0.09953,0.08685,0.02176,0.19961,0.1758,0.02655,0.01441,0.09309,0.07699
300,chr17,68823852,68834596,BPTF,0.2039,0.14119,0.23232,0.14708,0.00901,0.12571,0.03292,0.01626,0.03864,0.28379,0.04754,0.02095,0.01935,0.20345,0.02596,0.03118,0.28319,0.03416,0.16846,0.0137,0.16741
301,chr18,11772667,11782403,SLC35G4,0.02849,0.31688,0.04723,0.09966,0.073,0.23829,0.34147,0.11315,0.0488,0.0305,0.19573,0.43945,0.01903,0.19796,0.04907,0.13912,0.17621,0.35708,0.03496,0.0137,0.10298
302,chr18,11772667,11782403,NPIPB1P,0.02849,0.31688,0.04723,0.09966,0.073,0.23829,0.34147,0.11315,0.0488,0.0305,0.19573,0.43945,0.01903,0.19796,0.04907,0.13912,0.17621,0.35708,0.03496,0.0137,0.10298
303,chr18,14662464,14675230,POTEC,0.04527,0.09933,0.00953,0.0167,0.01898,0.01218,0.06998,0.07527,0.08273,0.11569,0.06282,0.16258,0.14698,0.21517,0.19684,0.01584,0.01865,0.02183,0.01191,0.03195,0.0427
304,chr18,27178063,27187036,CHST9,0.02489,0.20958,0.01871,0.03647,0.00902,0.03879,0.12862,0.06878,0.01587,0.03261,0.02174,0.27778,0.09657,0.21287,0.10279,0.06522,0.02632,0.08376,0.03695,0.01371,0.04515
305,chr18,53514189,53523392,DCC,0.03142,0.01108,0.01177,0.00912,0.01446,0.07071,0.05837,0.06695,0.05168,0.02394,0.25595,0.01765,0.01518,0.02651,0.14419,0.01251,0.03241,0.08916,0.02378,0.09511,0.15789
306,chr19,64114,80549,OR4F17,0.04636,0.02916,0.11374,0.04771,0.03634,0.03369,0.03083,0.27515,0.01439,0.01816,0.0263,0.2497,0.01829,0.0178,0.02139,0.25907,0.24231,0.27466,0.01299,0.01655,0.01571
307,chr19,2337269,2345506,TMPRSS9,0.01689,0.02728,0.01188,0.02381,0.03428,0.10685,0.08457,0.01651,0.01548,0.02115,0.08298,0.05592,0.07214,0.10414,0.24643,0.01638,0.02425,0.09367,0.01298,0.05258,0.04722
308,chr19,6524623,6533461,TNFSF9,0.02053,0.06851,0.01142,0.01873,0.02112,0.07044,0.1795,0.0421,0.01438,0.01614,0.05679,0.06456,0.13573,0.16632,0.33769,0.03533,0.04147,0.12181,0.01196,0.04236,0.04958
309,chr19,7143919,7153802,INSR,0.09211,0.01927,0.0131,0.05337,0.0468,0.09838,0.20111,0.07735,0.02289,0.03086,0.01963,0.0442,0.09357,0.10075,0.19995,0.03364,0.03075,0.08058,0.01233,0.02348,0.03164
310,chr19,7176567,7184754,INSR,0.01031,0.01893,0.00878,0.10875,0.00971,0.2099,0.03292,0.0154,0.08978,0.01704,0.21787,0.02689,0.05184,0.034,0.14687,0.10519,0.01334,0.22832,0.11605,0.0306,0.24975
311,chr19,7751562,7764358,RPL21P129,0.06688,0.0108,0.06705,0.06447,0.03932,0.15791,0.09418,0.01744,0.01429,0.0222,0.04629,0.07798,0.05622,0.04361,0.23704,0.01287,0.01482,0.0685,0.01678,0.02912,0.06749
312,chr19,7751562,7764358,CLEC4M,0.06688,0.0108,0.06705,0.06447,0.03932,0.15791,0.09418,0.01744,0.01429,0.0222,0.04629,0.07798,0.05622,0.04361,0.23704,0.01287,0.01482,0.0685,0.01678,0.02912,0.06749
313,chr19,9377948,9387476,OR7E24,0.02285,0.0186,0.12048,0.08859,0.01162,0.02475,0.02351,0.17682,0.03726,0.0213,0.01971,0.18661,0.04459,0.01956,0.02188,0.23773,0.15845,0.238,0.06452,0.04485,0.0213
314,chr19,9377948,9387476,OR7E18P,0.02285,0.0186,0.12048,0.08859,0.01162,0.02475,0.02351,0.17682,0.03726,0.0213,0.01971,0.18661,0.04459,0.01956,0.02188,0.23773,0.15845,0.238,0.06452,0.04485,0.0213
315,chr19,11732077,11744966,ZNF627,0.06278,0.01166,0.00956,0.05615,0.04317,0.21136,0.06817,0.0636,0.01501,0.02001,0.08032,0.01644,0.03891,0.03783,0.21836,0.04621,0.03858,0.21859,0.01749,0.0321,0.10688
316,chr19,12129329,12141918,ZNF433-AS1,0.01315,0.01232,0.01042,0.02282,0.04778,0.12301,0.03449,0.01573,0.01811,0.03648,0.12623,0.0235,0.03319,0.07518,0.20307,0.01842,0.03994,0.12537,0.01431,0.04545,0.04792
317,chr19,21224405,21235000,ZNF714,0.06618,0.02511,0.01415,0.10154,0.00962,0.03345,0.05073,0.06442,0.02612,0.11522,0.23446,0.02185,0.04632,0.04667,0.124,0.07546,0.02408,0.07823,0.10964,0.15904,0.03735
318,chr19,22084075,22098459,ZNF208,0.05007,0.05992,0.11876,0.01616,0.01785,0.01119,0.26553,0.03175,0.07424,0.11812,0.09349,0.36629,0.02853,0.04537,0.07553,0.13957,0.21426,0.17208,0.01195,0.01632,0.01892
319,chr19,22321321,22335409,ZNF676,0.09351,0.03148,0.03385,0.04918,0.00901,0.01375,0.0508,0.07549,0.01632,0.12901,0.2037,0.01784,0.02426,0.04724,0.09309,0.0287,0.04695,0.10549,0.04396,0.04853,0.02155
320,chr19,24231521,24239667,ZNF254,0.08807,0.01578,0.04347,0.06513,0.00923,0.02459,0.09919,0.03319,0.01429,0.11522,0.23446,0.02777,0.03703,0.02184,0.06801,0.01925,0.04538,0.11407,0.05961,0.10682,0.03735
321,chr19,35498904,35508137,RHPN2,0.05085,0.12753,0.04639,0.01065,0.04778,0.01125,0.11455,0.2403,0.0494,0.17163,0.0943,0.37736,0.1447,0.27123,0.20524,0.07957,0.0138,0.0388,0.07295,0.02076,0.03938
322,chr19,35545082,35554243,RHPN2,0.06675,0.13381,0.10252,0.01109,0.03768,0.0116,0.08962,0.34259,0.0494,0.20058,0.06892,0.43204,0.11169,0.29271,0.151,0.12685,0.03234,0.12893,0.05595,0.01377,0.05676
323,chr19,41355926,41365590,RYR1,0.01747,0.01078,0.01042,0.01086,0.04494,0.13829,0.0357,0.03303,0.02904,0.08186,0.20119,0.01742,0.01656,0.04429,0.13427,0.01163,0.03497,0.12153,0.02816,0.09928,0.04804
324,chr19,41655491,41668711,HNRNPL,0.02928,0.07138,0.02681,0.00845,0.01696,0.01844,0.23214,0.10228,0.03191,0.01978,0.08579,0.05923,0.08545,0.15217,0.08872,0.03104,0.0675,0.01612,0.01837,0.02368,0.0516
