,Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia,Start_b,End_b,name2,Distance
3847,chr7,145354479,145355479,0.0231,0.19708,0.18661,0.3108,0.09301,0.05462,0.05556,0.06017,0.14398,0.01333,0.00374,0.00644,0.05969,0.01321,0.02099,0.01087,0.02917,0.04493,0.08658,0.08551,0.0024,145350303,145356363,OR2A25,0
3848,chr7,145409160,145410329,0.04519,0.12733,0.04332,0.23121,0.04555,0.02767,0.01385,1e-05,0.05756,0.00102,0.00215,0.01433,0.01674,0.02853,0.02884,0.05304,0.00077,0.00241,0.09117,0.07732,0.00057,145403641,145411657,OR2A14,0
3849,chr7,145825987,145827625,0.58846,0.53542,0.70857,0.55488,0.55938,0.33529,0.01172,0.00551,0.00524,0.00876,0.043,0.03529,0.00161,9e-05,0.02404,0.02224,0.03024,0.09275,0.00089,0.03061,0.03098,145632111,146016848,TPK1,0
3850,chr7,149556833,149558231,0.16047,0.208,0.08675,0.01076,0.00477,0.14655,0.00233,0.0154,0.13265,0.09671,0.00257,0.02984,0.17072,0.13201,0.00937,0.03858,0.04461,0.00692,0.00072,0.07553,0.08697,147296848,149602894,CNTNAP2,0
3851,chr7,149558231,149560209,0.15941,0.16864,0.04179,0.0026,0.00164,0.04638,0.00032,0.05116,0.23704,0.19342,0.0348,0.05198,0.2354,0.20326,0.03681,0.06037,0.05937,0.00027,0.00015,0.05812,0.06326,147296848,149602894,CNTNAP2,0
3852,chr7,149582647,149584466,0.09565,0.01343,0.01228,0.05736,0.03548,0.00312,0.06891,0.05364,0.29891,0.2005,0.08451,0.0001,0.1289,0.0849,0.02289,0.11976,0.08734,0.02549,0.00312,0.02741,0.01589,147296848,149602894,CNTNAP2,0
3853,chr7,149584466,149585670,0.18758,0.14495,0.05373,0.0312,0.01127,0.00738,0.00824,0.05188,0.39846,0.28427,0.09587,0.02609,0.31252,0.23167,0.07242,0.14686,0.11033,0.01961,0.00631,0.05205,0.03361,147296848,149602894,CNTNAP2,0
3854,chr7,149956949,149958699,0.02694,0.30594,0.0396,0.04419,0.07006,0.00717,0.16372,0.00219,0.00224,0.01222,0.00161,0.14624,0.14068,0.10074,0.19799,2e-05,0.00486,0.00912,0.00496,0.00671,0.02528,149879809,149982356,CUL1,0
3855,chr7,150512563,150515842,0.09565,0.01844,0.00068,0.02396,0.00266,0.00301,0.2002,0.10063,0.23018,0.12318,0.05122,0.01188,0.00046,0.00727,0.03238,0.01629,0.00064,0.00659,0.01105,0.03768,0.01094,150515796,150516630,NPM1P12,0
3856,chr7,151450735,151453326,0.13179,0.01442,0.00933,0.01066,0.01709,0.00868,0.2482,0.07407,0.0848,0.23666,0.04314,0.04411,0.0526,5e-05,0.03259,0.0001,0.05042,8e-05,0.05395,0.0,0.04042,151422171,151501826,ACTR3C,0
3857,chr7,151453326,151454851,0.00211,0.22182,0.00082,0.00346,0.00178,0.00329,0.16372,0.00031,0.01225,0.00789,0.00052,0.20029,0.23638,0.25159,0.08469,0.00678,0.00487,0.00168,0.00042,0.00576,0.00621,151422171,151501826,ACTR3C,0
3858,chr7,151922876,151924386,0.01067,0.2168,0.00291,0.04754,0.01425,0.00399,0.12832,0.02437,0.11795,0.00015,0.00114,0.26276,0.36508,0.12644,0.14941,0.03194,0.0297,0.01282,0.09136,0.04741,0.00261,151910534,151922941,GIMAP5,0
3859,chr7,153442421,153445179,0.0664,0.00717,0.03451,0.01812,0.02606,0.01469,0.16673,1e-05,0.23658,0.21758,0.11037,0.05339,0.0039,0.00683,0.00169,0.06462,0.08669,0.08021,0.00051,4e-05,0.00066,153307814,153608900,KMT2C,0
3860,chr7,153445179,153446179,0.01112,0.01272,0.03537,0.0586,0.09939,0.01458,0.06935,0.01266,0.2434,0.21403,0.04109,0.05698,0.02172,0.0472,0.00013,0.0891,0.13655,0.07769,0.00932,0.01033,0.03464,153307814,153608900,KMT2C,0
3861,chr7,153446179,153447179,0.02755,0.01996,0.00915,0.04273,0.06743,0.01982,0.15134,0.00053,0.27308,0.22666,0.08552,0.03622,0.00727,0.01879,0.0,0.05202,0.08039,0.04544,0.00438,0.00418,0.01556,153307814,153608900,KMT2C,0
3862,chr7,153447179,153448457,0.05099,0.00681,0.02654,0.0806,0.07031,0.03387,0.1165,1e-05,0.34196,0.24254,0.13656,0.04225,0.0542,0.03701,0.0096,0.10205,0.11218,0.09267,0.00056,0.0098,0.00705,153307814,153608900,KMT2C,0
3863,chr7,153450030,153452230,0.11677,0.0034,0.04736,0.07184,0.03001,0.01925,0.12701,0.00044,0.41526,0.26662,0.09875,0.02947,0.13578,0.0603,0.02684,0.12642,0.10693,0.08991,0.01362,0.00238,0.00039,153307814,153608900,KMT2C,0
3864,chr7,153452230,153454197,0.06026,0.00565,0.0286,0.03188,0.04746,0.02853,0.1935,1e-05,0.33323,0.25717,0.09213,0.0459,0.02183,0.03003,0.01215,0.0736,0.10192,0.08543,0.0022,0.00108,5e-05,153307814,153608900,KMT2C,0
3865,chr7,153454197,153456585,0.00994,0.01868,0.02103,0.03686,0.07693,0.02437,0.1032,0.00491,0.15635,0.20042,0.05328,0.0531,0.00671,0.02927,0.0011,0.06711,0.11273,0.073,0.00778,0.00063,0.00994,153307814,153608900,KMT2C,0
3866,chr7,153456585,153466625,0.03503,0.0001,0.02072,0.03196,0.0773,0.03594,0.04925,0.00028,0.26816,0.26111,0.1154,0.01706,0.05241,0.09805,0.03799,0.05816,0.10623,0.08396,0.01612,0.00055,0.00616,153307814,153608900,KMT2C,0
3867,chr7,153546338,153551980,0.02569,0.00678,0.02075,0.07699,0.08118,0.03983,0.05402,0.00107,0.21318,0.19538,0.08408,0.03295,0.03309,0.03185,0.01128,0.08617,0.10289,0.08368,0.00019,0.00266,0.00224,153307814,153608900,KMT2C,0
3868,chr7,153572217,153579865,0.12777,0.00293,0.03665,0.00983,0.02273,0.00195,0.27307,0.06649,0.20045,0.30574,0.13916,0.08061,0.04529,0.01285,6e-05,0.01302,0.14476,0.05853,0.09173,0.01905,0.01111,153307814,153608900,KMT2C,0
3869,chr7,153579865,153582892,0.20602,0.00854,0.043,0.00013,0.0017,0.00048,0.28986,0.14028,0.36921,0.3245,0.1811,0.01956,0.01263,0.02652,0.0113,0.05296,0.08077,0.05036,0.0041,0.00101,0.00025,153307814,153608900,KMT2C,0
3870,chr7,153582892,153585463,0.21508,0.02247,0.06529,8e-05,8e-05,0.00765,0.2427,0.12576,0.38718,0.30748,0.12402,0.01584,0.0371,0.03644,0.00231,0.08557,0.09187,0.0231,0.00047,0.00597,0.01037,153307814,153608900,KMT2C,0
3871,chr7,153585463,153588422,0.21465,0.0345,0.05484,0.00019,0.00374,0.00343,0.21148,0.14618,0.39239,0.35222,0.12815,0.0025,0.07098,0.0865,0.01086,0.08522,0.11454,0.0236,0.00308,0.00462,0.01395,153307814,153608900,KMT2C,0
3872,chr7,155254155,155255577,0.17091,0.20964,0.27207,0.23686,0.25226,0.21241,0.00101,0.00551,0.02738,0.00381,9e-05,0.0019,0.01738,0.00094,0.00108,0.00763,0.00018,0.00473,0.01009,0.00946,0.0033,155061695,156069555,DPP6,0
3873,chr7,155397178,155398666,0.07363,0.0521,0.00271,0.08842,0.07047,0.04672,0.0161,0.05364,0.29891,0.00923,0.01295,0.03333,0.26512,0.00094,0.00154,0.11976,0.0476,0.02723,0.3036,0.24532,0.00468,155061695,156069555,DPP6,0
3874,chr7,155398666,155400695,0.09498,0.05434,0.02893,0.03871,0.08538,0.09957,0.0161,0.05364,0.26149,0.0188,0.00568,0.01135,0.18157,0.00126,0.00226,0.14099,0.0272,0.03175,0.24587,0.24647,0.00039,155061695,156069555,DPP6,0
3875,chr7,157777829,157782947,0.00944,0.01996,0.01296,0.22517,0.00383,0.01593,0.06,0.00027,0.13859,0.00127,0.00116,0.04478,0.29348,0.03438,0.03846,0.13639,0.00295,0.00055,0.17735,0.10873,0.0053,157576699,157828313,LINC01006,0
3876,chr7,157782947,157789071,0.00944,0.00078,0.03035,0.25476,0.01135,0.04241,0.01622,0.00551,0.1663,7e-05,0.0133,0.03333,0.25111,0.01592,0.03843,0.13007,0.00546,0.00598,0.18004,0.05947,0.01756,157576699,157828313,LINC01006,0
3877,chr7,159460134,159461134,0.13574,0.05896,0.00535,0.29119,0.06725,0.03381,0.01549,0.08151,0.02236,0.01237,0.04096,0.02783,0.07762,0.00015,0.0062,0.1984,0.03432,0.01114,0.06845,0.13161,0.0095,158727686,159797184,PTPRN2,0
4136,chr8,122141,123315,0.09371,0.00448,0.03041,0.34135,0.0,0.0,0.09481,0.01122,0.11023,0.06786,0.07978,0.03788,0.30826,0.0031,0.00384,0.17399,0.02377,0.03153,0.28595,0.32685,0.0,108029,127940,AC136777.1,0
4137,chr8,123315,124690,0.27037,0.05287,0.1337,0.56514,0.02535,0.00106,0.16112,0.03668,0.1666,0.22767,0.22424,0.04714,0.46687,0.01258,0.02945,0.32429,0.09181,0.12947,0.53687,0.53673,0.01461,108029,127940,AC136777.1,0
4138,chr8,124690,128650,0.29538,0.05287,0.12972,0.61354,0.02535,0.00391,0.15504,0.03362,0.11757,0.24065,0.23506,0.03704,0.46633,0.01258,0.0418,0.24982,0.08286,0.13622,0.57375,0.51847,0.02445,108029,127940,AC136777.1,0
4139,chr8,694825,696964,0.00038,0.12709,0.01362,0.01622,3e-05,0.00677,0.16071,0.01553,0.02262,0.0002,0.0029,0.18545,0.25769,0.12919,0.06338,0.00017,0.01486,0.03955,0.01799,0.03768,0.00576,529207,1487141,DLGAP2,0
4140,chr8,696964,698097,0.0,0.0,0.0,0.21892,0.01383,0.0105,0.0,0.0,0.16908,0.00923,0.00633,0.0,0.1911,0.0111,0.00792,0.22452,0.01444,0.01112,0.15934,0.16282,3e-05,529207,1487141,DLGAP2,0
4141,chr8,1752072,1753721,0.00112,0.13414,0.02969,0.00982,0.01973,0.01454,0.14766,0.01797,0.01833,0.01117,0.00591,0.05198,0.20204,0.06983,0.04734,0.06584,0.00109,0.00155,0.05346,0.03711,9e-05,1749971,1752403,AC019257.1,0
4142,chr8,3877525,3878904,0.0077,0.03735,0.05647,0.18388,0.00043,0.00071,0.08834,0.01852,0.12349,0.0047,0.01057,0.15152,0.36994,0.04576,0.02214,0.03867,0.04706,0.07006,0.16978,0.17934,0.00215,2689261,4747707,CSMD1,0
4143,chr8,3894860,3896100,0.08579,0.1447,0.18231,0.13279,0.17009,0.21267,0.02935,0.03516,0.02738,0.03333,0.03944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2689261,4747707,CSMD1,0
4144,chr8,3896100,3897100,0.12258,0.1447,0.18231,0.13279,0.17009,0.2121,0.0,0.0,0.0,0.0,0.00313,0.0,0.0,0.0,0.00392,0.0,0.0,0.00551,0.0,0.00348,0.00496,2689261,4747707,CSMD1,0
4145,chr8,3897100,3899004,0.13517,0.15915,0.16862,0.14626,0.18653,0.23206,0.0,0.00694,0.0,0.0,0.0,0.00845,0.0,0.0,0.0,0.00763,0.0103,0.01372,0.0,0.0,0.0,2689261,4747707,CSMD1,0
4146,chr8,3899004,3900219,0.12258,0.1447,0.18231,0.13279,0.17009,0.21246,0.0,0.0,0.0,0.0,0.00633,0.0,0.0,0.0,0.00792,0.0,0.0,0.01112,0.0,0.00704,0.01,2689261,4747707,CSMD1,0
4147,chr8,4364596,4365700,0.03179,0.0743,0.04893,0.04277,0.008,0.01386,0.19883,0.0005,0.00079,0.01038,0.00406,0.23297,0.22519,0.12985,0.13421,2e-05,0.01796,0.00973,0.01683,0.0078,0.00087,2689261,4747707,CSMD1,0
4148,chr8,6690266,6691616,0.04627,0.00611,0.00084,0.12199,0.02578,0.00518,0.02585,0.03501,0.31731,0.00637,0.05171,0.00247,0.1885,0.00668,0.01722,0.13895,0.01729,0.0099,0.2542,0.05657,0.04365,6690511,6692998,DEFA4,0
4149,chr8,6705793,6707910,0.08443,0.01936,0.00057,0.15146,0.08428,0.00688,0.05051,0.07143,0.41979,0.00923,0.08451,0.01333,0.27407,0.03023,0.03681,0.16703,0.07066,0.01136,0.42961,0.07743,0.10235,6705394,6706268,DEFA8P,0
4150,chr8,6721975,6722975,0.09859,0.04346,0.00184,0.13441,0.01846,0.00041,0.03764,0.09822,0.52563,0.09667,0.079,0.0351,0.3852,0.01451,0.0341,0.1905,0.01013,0.00052,0.32904,0.14125,0.01301,6722805,6723778,DEFA10P,0
4151,chr8,6722975,6724288,0.25305,0.15946,0.03375,0.16872,0.09394,0.00264,0.02975,0.09583,0.6414,0.09667,0.2134,0.03834,0.52256,0.02174,0.1307,0.24334,0.00777,0.02278,0.44574,0.19281,0.07148,6722805,6723778,DEFA10P,0
4152,chr8,6732035,6733379,0.07608,0.01326,0.00054,0.13235,0.01503,1e-05,0.09572,0.09263,0.52732,0.11501,0.08917,0.01166,0.33552,5e-05,0.01673,0.18632,0.0131,0.00087,0.36765,0.15118,0.01981,6732308,6733294,DEFA1,0
4153,chr8,6733379,6734858,0.05902,0.01759,0.00024,0.14264,0.00953,1e-05,0.05246,0.07447,0.52633,0.09249,0.07837,0.01906,0.38808,0.00542,0.02357,0.19499,0.00901,0.00024,0.37112,0.18587,0.01306,6732309,6734740,DEFA1,0
4154,chr8,6741813,6743035,0.05285,0.01133,0.00024,0.14049,0.01046,0.0,0.06376,0.06812,0.50666,0.07698,0.06911,0.0116,0.34475,0.00044,0.01519,0.19267,0.01021,0.00033,0.3562,0.17617,0.0146,6741844,6744387,DEFT1P,0
4155,chr8,6743035,6744843,0.04414,0.00134,0.00019,0.11699,0.00768,1e-05,0.11075,0.08471,0.47763,0.07668,0.06016,0.00411,0.26165,0.0056,0.00209,0.1613,0.01716,0.00018,0.33094,0.14842,0.01166,6741844,6744387,DEFT1P,0
4156,chr8,6750970,6752314,0.06716,0.01599,0.00062,0.15186,0.00408,0.00104,0.06728,0.10454,0.53118,0.1461,0.09397,0.0299,0.37366,0.01291,0.02975,0.16856,0.01115,6e-05,0.34579,0.15315,0.01233,6751418,6753855,DEFA1B,0
4157,chr8,6752314,6753793,0.09209,0.04058,0.00239,0.11682,0.02817,0.0018,0.04864,0.09053,0.55663,0.0862,0.09083,0.03069,0.40099,0.00581,0.03419,0.17958,0.01719,0.00011,0.37285,0.17263,0.02101,6751418,6753855,DEFA1B,0
4158,chr8,6753793,6754793,0.06868,0.02973,0.00365,0.101,0.01946,0.00253,0.0393,0.0795,0.54135,0.07379,0.0741,0.02235,0.37902,0.00546,0.02463,0.20344,0.00976,0.00022,0.34887,0.17972,0.01264,6751418,6753855,DEFA1B,0
4159,chr8,6760641,6761882,0.08504,0.01919,1e-05,0.13062,0.01118,1e-05,0.10222,0.11744,0.55797,0.14287,0.09358,0.02518,0.36726,0.00464,0.02263,0.17069,0.01431,5e-05,0.3461,0.14297,0.01402,6760965,6762061,DEFT1P2,0
4160,chr8,6761882,6763691,0.02317,0.00051,0.00285,0.14945,0.00145,0.00045,0.07021,0.06599,0.45897,0.04782,0.04142,0.00932,0.31216,0.00049,0.00272,0.16886,0.01401,0.0016,0.31912,0.18193,0.00537,6760965,6762061,DEFT1P2,0
4161,chr8,6769831,6770831,0.07687,0.02402,0.00058,0.12222,0.01506,0.00028,0.06813,0.09999,0.51455,0.09158,0.0836,0.02552,0.36457,0.00414,0.02418,0.18202,0.01372,8e-05,0.32935,0.15698,0.01449,6770535,6772968,DEFA3,0
4162,chr8,6770831,6772175,0.08663,0.0279,0.0007,0.11932,0.0204,0.00128,0.06652,0.09335,0.53763,0.09981,0.08366,0.02476,0.36626,0.00336,0.02198,0.16134,0.01623,8e-05,0.35319,0.1652,0.01439,6770535,6772968,DEFA3,0
4163,chr8,6772175,6773654,0.0683,0.02788,0.00041,0.11455,0.01852,0.00018,0.03774,0.08914,0.54393,0.07711,0.09445,0.03134,0.3797,0.00512,0.03642,0.17095,0.01897,9e-05,0.36676,0.17169,0.02384,6770535,6772968,DEFA3,0
4164,chr8,6837488,6839537,0.13209,0.2856,0.20486,0.07737,0.15597,0.05917,0.11047,0.0205,0.03363,4e-05,0.00076,0.00853,0.20185,0.08847,0.0329,0.06403,0.02276,0.01819,0.02572,0.00171,0.00135,6837590,6837948,AF238378.1,0
4165,chr8,6846768,6847991,0.09332,0.2355,0.30006,0.15393,0.10884,0.10726,0.12048,0.14068,0.03177,2e-05,0.0003,0.0062,0.02899,0.09567,0.08141,0.05267,0.13975,0.13675,0.0241,0.02156,0.00023,6846658,6846877,AF228730.5,0
4166,chr8,6866165,6868306,0.15002,0.4233,0.35641,0.11301,0.16099,0.16001,0.20447,0.08004,0.00765,0.00192,0.00077,0.02936,0.25576,0.24226,0.18071,0.12672,0.12202,0.10282,0.0021,0.00224,0.0001,6866897,6868312,AF228730.2,0
4167,chr8,6868306,6871282,0.08837,0.3057,0.36312,0.04761,0.09506,0.12182,0.1406,0.1591,0.01599,0.00021,0.00203,0.00195,0.2302,0.1376,0.07057,0.25245,0.17634,0.109,0.01062,0.02081,0.00423,6866897,6868312,AF228730.2,0
4168,chr8,6875952,6879875,0.17925,0.39491,0.2934,0.24451,0.18634,0.15753,0.15076,0.0279,0.02369,0.00462,0.00045,0.04178,0.05018,0.20469,0.10693,0.00046,0.06004,0.03228,0.04691,0.01867,0.00073,6877442,6878290,RPS3AP30,0
4169,chr8,6897104,6904240,0.07417,0.32065,0.21016,0.13602,0.12435,0.04284,0.2305,0.0606,0.03145,0.01015,0.0,0.06563,0.08426,0.13713,0.08104,0.0037,0.02146,0.02593,0.0051,0.00921,0.00398,6898226,6898436,SNRPCP6,0
4170,chr8,6922364,6926190,0.08128,0.24894,0.23306,0.13423,0.08576,0.03855,0.13829,0.07565,0.02481,1e-05,0.00237,0.01309,0.04073,0.09645,0.07361,0.01124,0.0588,0.05805,0.01543,0.01847,0.00337,6925149,6925354,SNRPCP17,0
4171,chr8,6943750,6946064,0.15453,0.38888,0.3075,0.19199,0.19517,0.15225,0.18046,0.05225,0.01313,5e-05,2e-05,0.02708,0.0647,0.18443,0.09869,0.01019,0.06217,0.04195,0.01317,0.00733,0.0,6945509,6946172,RPS3AP33,0
4172,chr8,6946064,6951033,0.09343,0.28533,0.26533,0.14471,0.09764,0.14573,0.19705,0.09399,0.0215,0.00121,0.00421,0.00773,0.10709,0.17908,0.07676,0.04144,0.1144,0.04904,0.02434,0.001,0.01052,6945509,6946172,RPS3AP33,0
4173,chr8,7028740,7029740,0.24751,0.29439,0.2333,0.14418,0.16193,0.17522,0.00422,0.01341,0.08693,0.04506,0.0373,0.03043,0.10931,0.07056,0.0637,0.01915,0.01178,0.01226,0.00053,0.0004,0.0,7027723,7084315,FAM66B,0
4174,chr8,7038715,7040186,1e-05,0.16481,0.07303,0.09177,0.00712,0.01213,0.22975,0.0765,0.16056,0.00742,0.00992,0.02721,0.02796,0.11835,0.08707,0.00083,0.03696,0.02718,0.05291,0.03205,0.00071,7027723,7084315,FAM66B,0
4175,chr8,7040186,7041824,0.0091,0.13231,0.07812,0.0605,0.00617,0.0296,0.24131,0.15072,0.18314,0.03225,0.06789,0.01967,0.03453,0.09415,0.05853,0.00119,0.04222,0.01671,0.03085,0.00797,0.00794,7027723,7084315,FAM66B,0
4176,chr8,7041824,7044034,0.0076,0.11612,0.07652,0.0867,0.0148,0.03098,0.26412,0.15486,0.246,0.0526,0.06814,0.00969,0.00426,0.06283,0.03931,0.00154,0.02744,0.01412,0.03962,0.02035,0.00268,7027723,7084315,FAM66B,0
4177,chr8,7046747,7047747,0.0,0.18813,0.1355,0.08296,0.02732,0.05256,0.26673,0.15123,0.13697,0.0301,0.04795,0.01102,0.05004,0.08898,0.0579,0.00892,0.04509,0.02625,0.01645,0.00444,0.00341,7027723,7084315,FAM66B,0
4178,chr8,7047747,7048889,0.0004,0.14096,0.08795,0.09459,0.00742,0.04811,0.20527,0.12505,0.18395,0.01397,0.05656,0.02471,0.01371,0.11208,0.04694,0.00212,0.05319,0.00809,0.06721,0.01412,0.01967,7027723,7084315,FAM66B,0
4179,chr8,7048889,7052623,0.0001,0.17182,0.10401,0.09123,0.0088,0.03004,0.26236,0.13151,0.15825,0.013,0.03057,0.02316,0.02416,0.13454,0.06972,1e-05,0.06186,0.02456,0.05744,0.01924,0.00718,7027723,7084315,FAM66B,0
4180,chr8,7052623,7053916,0.00665,0.21538,0.16041,0.0969,0.02661,0.06575,0.24093,0.1263,0.09923,0.00809,0.029,0.01271,0.05848,0.11204,0.05514,0.01142,0.06234,0.02441,0.02416,0.00283,0.00887,7027723,7084315,FAM66B,0
4181,chr8,7639191,7646932,0.06588,0.22181,0.20325,0.14066,0.11626,0.0983,0.15246,0.07777,0.05626,0.01107,0.00193,0.01399,0.02735,0.07147,0.07084,0.00285,0.02948,0.03968,0.01186,0.01631,0.00178,7634988,7639336,DEFB108D,0
4182,chr8,7690841,7699946,0.36176,0.37398,0.34913,0.20084,0.35106,0.26745,0.00623,0.00516,0.04996,0.02679,0.01134,0.01835,0.03201,0.00945,0.00353,0.05836,0.04365,0.03501,0.01133,0.00727,6e-05,7699573,7700540,AC107918.1,0
4183,chr8,7699946,7701368,0.35332,0.43592,0.39925,0.13528,0.28716,0.24601,0.02257,0.01474,0.11575,0.06964,0.01091,0.00067,0.1843,0.14929,0.04109,0.13348,0.10375,0.04996,0.02409,0.02372,0.00352,7699573,7700540,AC107918.1,0
4184,chr8,7707858,7708858,0.18773,0.41467,0.38683,0.21934,0.29252,0.13067,0.21333,0.10408,0.00614,0.02541,0.0002,0.00254,0.13565,0.07881,0.04778,0.06923,0.04227,0.04433,0.00718,0.00045,0.0058,7708590,7708945,AC107918.2,0
4185,chr8,7708858,7712525,0.11142,0.26175,0.15591,0.12547,0.09229,0.01792,0.072,0.00419,0.0,0.00608,0.00487,0.03135,0.08222,0.11101,0.03979,0.0047,0.02049,0.01594,0.00722,0.00551,0.00213,7708590,7708945,AC107918.2,0
4186,chr8,7725289,7726389,0.09574,0.21303,0.26787,0.15814,0.08392,0.15315,0.0825,0.09757,0.03476,0.00743,0.00347,0.00308,0.01403,0.1125,0.03555,0.02764,0.148,0.06636,0.0568,0.00702,0.02027,7725099,7734105,AC107918.4,0
4187,chr8,7729927,7732389,0.1088,0.26452,0.28856,0.17982,0.07907,0.12497,0.11742,0.0955,0.03685,0.01062,0.0,0.00122,0.03772,0.14849,0.076,0.02591,0.14645,0.07923,0.0613,0.01622,0.00884,7725099,7734105,AC107918.4,0
4188,chr8,7732389,7737902,0.04112,0.24082,0.01348,0.00263,0.03993,0.02615,0.1447,0.01163,0.03984,0.00063,0.00053,0.19176,0.31025,0.14911,0.07712,0.00468,0.00852,0.00469,0.02785,0.01209,5e-05,7725099,7734105,AC107918.4,0
4189,chr8,7810239,7811239,0.36875,0.45028,0.43239,0.10962,0.35546,0.22527,0.00381,0.01937,0.08235,0.02458,0.0193,0.012,0.12106,0.05666,0.03864,0.13499,0.08129,0.08054,0.04349,0.01574,0.00247,7807075,7811682,OR7E161P,0
4190,chr8,7811239,7816336,0.32352,0.4483,0.35933,0.1453,0.29159,0.19825,0.05603,0.01294,0.07766,0.02998,0.00569,0.00315,0.19165,0.15043,0.05107,0.09719,0.06482,0.03434,0.02246,0.01242,0.00047,7807075,7811682,OR7E161P,0
4191,chr8,10099359,10101528,0.03293,0.03268,0.01997,0.00276,0.02368,0.08696,0.16428,0.1128,0.02598,0.13402,0.23519,0.00269,0.07427,0.00182,0.01008,0.04284,0.00015,0.02633,0.05346,0.13582,0.0233,9959095,10188016,MSTRG.5339,0
4192,chr8,10101528,10102528,0.05143,0.04572,0.02655,0.00076,0.0289,0.09894,0.22471,0.15795,0.05749,0.17383,0.28944,0.00461,0.0854,0.00399,0.00721,0.04254,6e-05,0.02618,0.0497,0.13826,0.02418,9959095,10188016,MSTRG.5339,0
4193,chr8,11495266,11501549,0.08155,0.03328,0.00388,0.02651,0.00201,0.0048,0.01742,0.05188,0.21897,0.06322,0.03352,0.01481,0.12451,0.01991,0.00936,0.04812,0.0003,0.00013,0.04311,0.0409,0.00073,11498767,11515040,FAM86B3P,0
4194,chr8,11512914,11514773,0.18911,0.36915,0.35957,0.23111,0.1787,0.12968,0.1581,0.07892,0.01683,0.00505,0.01949,0.01009,0.06119,0.16386,0.17919,0.02299,0.11018,0.15191,0.02951,0.0502,0.0087,11498767,11515040,FAM86B3P,0
4195,chr8,11514773,11516040,0.09235,0.35961,0.35919,0.20893,0.15626,0.13185,0.17631,0.12787,0.044,0.00334,0.00021,0.01474,0.04806,0.16948,0.1541,0.01718,0.12305,0.1288,0.03129,0.03579,0.00183,11498767,11515040,FAM86B3P,0
4196,chr8,11516040,11517355,0.2306,0.45087,0.42178,0.32086,0.18905,0.09553,0.19583,0.07653,0.04218,0.0115,0.01634,0.04753,0.07118,0.21556,0.14776,0.00526,0.12494,0.10619,0.07012,0.05497,0.00533,11517020,11575828,FAM85B,0
4197,chr8,11517355,11520410,0.28993,0.41292,0.38659,0.28617,0.20779,0.11139,0.058,0.00525,0.00219,0.01957,0.03866,0.03117,0.07989,0.10601,0.12273,0.01382,0.04654,0.08467,0.0124,0.03317,0.01157,11517020,11575828,FAM85B,0
4198,chr8,11520410,11526951,0.32587,0.42396,0.46851,0.26763,0.26401,0.15738,0.04421,0.03152,0.02227,0.03821,0.12015,0.00142,0.0989,0.1247,0.23126,0.08818,0.12585,0.26568,0.00418,0.06248,0.04586,11517020,11575828,FAM85B,0
4199,chr8,11526951,11530147,0.26186,0.43814,0.48109,0.29729,0.25198,0.26267,0.12314,0.1055,0.00735,0.0037,0.00234,9e-05,0.05177,0.11607,0.08963,0.04734,0.12384,0.10774,0.01705,0.01284,2e-05,11517020,11575828,FAM85B,0
4200,chr8,11530147,11532201,0.13528,0.35101,0.29237,0.18367,0.14758,0.14036,0.13241,0.04305,0.00493,0.0,1e-05,0.02621,0.11078,0.11027,0.08046,0.02586,0.04257,0.0346,0.00356,0.00203,2e-05,11517020,11575828,FAM85B,0
4201,chr8,11532201,11533457,0.12714,0.3273,0.28944,0.2576,0.13495,0.17349,0.13586,0.0554,0.07046,0.00069,5e-05,0.01192,0.02502,0.13447,0.11296,0.00062,0.07205,0.06297,0.06683,0.04783,0.00126,11517020,11575828,FAM85B,0
4202,chr8,11533457,11536837,0.16531,0.28513,0.35476,0.25375,0.18378,0.17875,0.06229,0.08711,0.04399,4e-05,0.00277,0.00188,0.00663,0.04068,0.06746,0.01699,0.06631,0.10995,0.02166,0.04149,0.0037,11517020,11575828,FAM85B,0
4203,chr8,12642510,12643650,0.05192,0.23126,0.18127,0.10383,0.08701,0.10857,0.17221,0.06293,0.02433,0.00549,0.00865,0.02468,0.06722,0.08511,0.06272,0.01067,0.02718,0.01854,0.00359,0.0009,0.00077,12641555,12648150,FAM66A,0
4204,chr8,12643650,12645159,0.11514,0.26831,0.26987,0.14927,0.13544,0.16308,0.11068,0.06359,0.00741,0.00033,0.00215,0.00561,0.06173,0.07127,0.04863,0.03049,0.04727,0.03288,0.0026,0.00025,0.00105,12641555,12648150,FAM66A,0
4205,chr8,12645159,12646159,0.07399,0.22795,0.22482,0.0919,0.09422,0.12834,0.14135,0.08651,0.00306,0.0004,0.00524,0.01191,0.09907,0.10115,0.0567,0.05516,0.06559,0.03265,0.00071,0.00106,0.00366,12641555,12648150,FAM66A,0
