"chr","start","end","genes","WestEurasia.SouthAsia","WestEurasia.Africa","WestEurasia.CentralAsiaSiberia","WestEurasia.Oceania","WestEurasia.America","WestEurasia.EastAsia","SouthAsia.Africa","SouthAsia.CentralAsiaSiberia","SouthAsia.Oceania","SouthAsia.America","SouthAsia.EastAsia","Africa.CentralAsiaSiberia","Africa.Oceania","Africa.America","Africa.EastAsia","CentralAsiaSiberia.Oceania","CentralAsiaSiberia.America","CentralAsiaSiberia.EastAsia","Oceania.America","Oceania.EastAsia","America.EastAsia"
"22",32554154,32555466,"C22orf42",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",32628860,32632056,"SLC5A4",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",32957439,32963937,"SYN3",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",33754419,33761144,"LARGE1",-0.00399,-0.00808,0.01522,-0.00211,0.04994,0.05837,-0.01057,0.044,0.01261,0.10091,0.10922,0.02429,0.00102,0.07014,0.07557,-0.01316,0.018,-0.00251,0.04448,0.02259,0
"22",33780248,33783640,"LARGE1",0.03022,0.06005,0.04954,0.06891,0.03842,0.08147,0.20606,0.18343,0.21625,0.15865,0.24345,-0.0136,0.00845,-0.01596,-0.00722,0,-0.02128,-0.01408,0,0,-0.01515
"22",36283156,36285541,"RBFOX2",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"22",37483578,37485907,"TMPRSS6",0,0.02038,0,0,0,0,0.02267,NA,NA,NA,NA,0.01847,0.01717,0.01624,0.02459,NA,NA,NA,NA,NA,NA
"22",38355336,38360420,"POLR2F",0,0,0,0,0,0.01852,NA,NA,NA,NA,0.02028,NA,NA,NA,0.02157,NA,NA,0.01644,NA,0.01527,0.01443
"22",39171134,39173413,"SUN2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",39227527,39233492,"NPTXR",0,0.00636,0,0,0,0,0.0112,NA,NA,NA,NA,0.0091,0.00846,0.00799,0.01215,NA,NA,NA,NA,NA,NA
"22",39801761,39810372,"TAB1",0,-0.00657,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"22",40453388,40466827,"TNRC6B",0,-0.00642,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"22",40591170,40600146,"TNRC6B",0.00846,0.00913,0.00657,0.00603,0.00564,0.00939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",40872830,40881345,"MRTFA",0,-0.00635,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"22",42105479,42120086,"MEI1",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"22",42246590,42252626,"SREBF2",NA,NA,0.02874,NA,NA,NA,NA,0.02343,NA,NA,NA,0.02452,NA,NA,NA,0.01883,0.018,0.02491,NA,NA,NA
"22",42888532,42954652,"SERHL2, RRP7A, RRP7BP, SERHL",0.00972,-0.00758,-0.01033,-0.00095,0.05333,-0.00296,0.00362,0.00131,-0.01764,0.15549,-0.00628,-0.01502,-0.00783,0.07526,-0.00892,-0.01041,0.05754,-0.01119,0.11044,-0.01281,0.10092
"22",42954652,42959596,"SERHL2, RRP7BP",-0.00538,0.00308,-0.01123,-0.01043,0.00874,-0.00542,0.02654,-0.01819,-0.01503,0.04001,0.0016,0.00167,-0.00645,0.00408,-0.00552,-0.01765,0.01183,-0.00962,0.0095,-0.01494,0.00802
"22",43097438,43100753,"A4GALT",-0.009,0,0,-0.01028,-0.01064,-0.00847,0,0,-0.01629,-0.0169,-0.01204,NA,0,0,0,0,0,0,-0.02233,-0.01456,-0.01514
"22",43940480,43948995,"EFCAB6",0,0,0,0,-0.00766,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0
"22",43961981,43964355,"EFCAB6",0,-0.00485,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"22",44533135,44535793,"PARVB",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",44564617,44566762,"PARVB",0,0.03657,0,0,0,0,0.03389,NA,NA,NA,NA,0.02766,0.02574,0.02436,0.03672,NA,NA,NA,NA,NA,NA
"22",44657874,44663214,"SHISAL1",0,0,0,0.02337,0,0.00642,NA,NA,0.02779,NA,0.01041,NA,0.02898,NA,0.01108,0.02395,NA,0.00843,0.02174,-0.01088,0.00739
"22",45134970,45139084,"PRR5-ARHGAP8",0.0031,0.15098,0.17514,0.01641,0.17657,0.07855,0.07119,0.09708,0.05538,0.10252,0.02121,-0.01253,0.18627,-0.01242,0.00179,0.25623,-0.02109,0.01033,0.27818,0.12271,0.01248
"22",45160243,45162680,"ARHGAP8, PRR5-ARHGAP8",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",45216634,45265221,"ARHGAP8, PRR5-ARHGAP8",-0.00689,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",45554360,45559418,"NUP50-DT",0.02258,0.24552,0.0081,0.00613,0.00574,0.20912,0.10284,-0.01457,0.04354,0.04134,0.07708,0.10439,0.20302,0.194,-0.00933,0.03841,0.03674,0.0795,NA,0.17278,0.1647
"22",45622063,45624032,"KIAA0930",0,-0.00704,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"22",46338249,46340465,"WNT7B",0.0048,0.00518,0.00372,0.00341,0.0032,0.00532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",47358746,47362498,"TBC1D22A",NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,0,0,-0.01408,NA,0,0
"22",47517928,47531649,"TBC1D22A",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"22",49145745,49148135,"TAFA5",0.00477,0.00515,0.0037,0.0034,0.00318,0.00529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",50252755,50261847,"ZBED4",0,0,0,0.20197,0,0,NA,NA,0.1816,NA,NA,NA,0.18809,NA,NA,0.16001,NA,NA,0.14709,0.1904,NA
"22",50443466,50446957,"IL17REL",NA,NA,NA,NA,0.15042,NA,NA,NA,NA,0.12872,NA,NA,NA,0.13334,NA,NA,0.11336,NA,0.10812,NA,0.13499
"22",50615027,50617141,"PANX2",0,0,-0.00788,-0.00738,-0.00798,0,NA,0,0,0,NA,0,0,0,NA,-0.02019,-0.02124,0,-0.02265,0,0
"22",50786357,50810406,"PPP6R2",0,0,0,0,0,-0.00608,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"22",51135493,51142982,"SHANK3",0,0,0,0.01033,0,-0.00847,NA,NA,0.02778,NA,0,NA,0.02896,NA,0,0.02394,NA,0,0.02172,0.00127,0
"22",51201920,51223959,"RABL2B, RPL23AP82",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"22",51223959,51224959,"RPL23AP82",0.00479,-0.00797,0.00372,-0.00921,-0.01278,0.00532,0.0108,NA,0.01227,0,NA,0.00878,-0.01447,-0.01794,0.01172,0.01055,0,NA,-0.02288,0.013,0
"3",100521406,100522659,"ABI3BP",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",100669152,100671355,"ABI3BP",0,0.00726,0,0,0,0,0.02265,NA,NA,NA,NA,0.01845,0.01716,0.01623,0.02457,NA,NA,NA,NA,NA,NA
"3",101282976,101291124,"TRMT10C",0,0,0,-0.01041,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"3",101691418,101702018,"LINC02085",0,-0.00402,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",101985563,102010741,"ZPLD1",0.00396,0.00428,0.00307,0.00282,0.00264,0.00439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",10216557,10225490,"IRAK2",0,0,0,0,0,0.0054,NA,NA,NA,NA,0.01044,NA,NA,NA,0.01111,NA,NA,0.00845,NA,0.00784,0.00741
"3",103922823,103925487,"MIR548A3",0.00476,0.01087,0.00369,0.00338,0.00317,0.00528,0.03443,NA,NA,NA,NA,0.02811,0.02615,0.02475,0.0373,NA,NA,NA,NA,NA,NA
"3",105088892,105092389,"ALCAM",0.0033,0.00356,0.00256,0.00234,0.00219,0.00366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",106617597,106619478,"LINC00882",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",107410869,107421050,"BBX",0.00409,1e-04,0.00317,0.00291,0.00272,-0.0036,0.0186,NA,NA,NA,0,0.01514,0.01408,0.01331,0.00995,NA,NA,0,NA,0,0
"3",107781340,107783888,"CD47",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",109027904,109031503,"DPPA2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",109160258,109190216,"LINC01205",0,0,0,0,0,-0.0084,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"3",110792633,110797570,"NECTIN3",-0.00943,0.01528,0.01102,0.01011,0.00947,0.0157,0.01427,0.01109,0.01034,0.0098,0.01456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",111560710,111565742,"PLCXD2, PHLDB2",0,0,0,-0.01032,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"3",111686906,111688138,"PHLDB2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",112998277,112999945,"BOC",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",113257152,113264635,"SIDT1",0,0.01078,0,0,0,0,0.02267,NA,NA,NA,NA,0.01847,0.01717,0.01624,0.02459,NA,NA,NA,NA,NA,NA
"3",1140545,1145096,"CNTN6",0,0.0126,0,0,0,0,0.0112,NA,NA,NA,NA,0.0091,0.00846,0.00799,0.01216,NA,NA,NA,NA,NA,NA
"3",11409160,11415199,"ATG7",0.0125,-0.00486,0.02634,0.02419,0.02267,0.03728,-0.00183,0,0,0,0,0.01846,0.01717,0.01624,0.02458,NA,NA,NA,NA,NA,NA
"3",114288105,114291569,"ZBTB20",0.0048,0.00519,0.00373,0.00342,0.0032,0.00533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",114655254,114661383,"ZBTB20",0.00617,0.24698,0.01772,0.3805,0.01524,0.02518,0.13925,0.05921,0.27396,0.05263,0.07661,0.26064,0.01441,0.23625,0.32083,0.44432,NA,NA,0.41992,0.49676,NA
"3",116118983,116122989,"LSAMP",0.00481,0.0052,0.00374,0.00342,0.00321,0.00534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",116435305,116445656,"TUSC7",0.00481,-0.00764,0.00373,0.00342,0.0032,0.00534,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",11725785,11739272,"VGLL4",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",11753571,11758416,"VGLL4",0,0,0,0,0,-0.00546,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"3",119224622,119232039,"TIMMDC1",-0.00832,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",120160943,120165158,"FSTL1",0,0.09813,0,0,0,0,0.08462,NA,NA,NA,NA,0.06974,0.06509,0.06172,0.09129,NA,NA,NA,NA,NA,NA
"3",123624582,123666711,"CCDC14",0.0136,0.01467,0.01058,0.0097,0.00909,0.0072,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"3",123722940,123800149,"KALRN",0.00878,-0.00764,0.00682,-0.01226,-0.01043,0.00297,0,NA,0,0,0,0,-0.01513,-0.0149,-0.00658,0,0,0,-0.02201,-0.0089,-0.01107
"3",124899743,124904800,"SLC12A8",0,0,0.1054,0,0,-0.00642,NA,0.09829,NA,NA,0,0.10249,NA,NA,0,0.08021,0.07687,0.06336,NA,0,0
"3",125710657,125725334,"SLC41A3",0,0.05291,0,0,0,0,0.04535,NA,NA,NA,NA,0.03709,0.03454,0.0327,0.04909,NA,NA,NA,NA,NA,NA
"3",126722745,126723314,"PLXNA1",0.00951,0.01026,0.00739,0.00677,0.00634,0.01054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",127528834,127530998,"MGLL",0,-0.00844,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",128579621,128584289,"LOC653712",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",128654140,128678478,"CFAP92",0.05173,0.05232,-0.0103,0.0619,-0.00954,0.0179,-0.01235,0.04326,-0.01458,0.01675,-0.00427,0.04145,-0.01321,0.01593,-0.00397,0.06619,-0.01847,0.01063,0.03282,0.00119,-0.00523
"3",128745049,128754328,"EFCC1",0,-0.00627,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",128806680,128808547,"ISY1-RAB43, RAB43",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",12968174,12970205,"IQSEC1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",129762720,129807983,"ALG1L2",-0.00397,0.23456,0.01133,0.22076,-0.00361,0.08105,0.18003,-0.00834,0.19806,-0.01647,0.03975,0.11408,-0.01271,0.14237,0.04122,0.14525,-0.01806,0.00524,0.18601,0.05131,0.0195
"3",129991241,129993847,"COL6A4P2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",130131928,130133128,"COL6A5",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",130315397,130320136,"COL6A6",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0
"3",130359379,130362614,"COL6A6",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0
"3",130903963,130908936,"NEK11",0.0097,0.01047,0.00754,0.00691,0.00647,0.01075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",131513963,131523149,"CPNE4",-0.00903,0.00507,0.00365,0.00334,0.00313,0.00522,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",131545979,131548882,"CPNE4",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",131708168,131713607,"CPNE4",-0.00827,0.13542,0.00398,-0.00411,0.07225,0.04485,0.17944,-0.00369,-0.01219,0.08173,0.03554,0.25196,0.22742,0.44556,0.36898,-0.01789,0.0229,-0.00635,0.04928,0.00588,-0.00072
"3",131988535,131998255,"CPNE4",0.01295,0.10801,-0.00536,0.07424,0.05307,0.00511,0.03014,-0.01096,0.01804,0.16092,-0.01064,0.05813,-0.01548,0.34562,0.04924,0.04555,0.11463,-0.01349,0.34668,0.03282,0.13297
"3",132478544,132497435,"NPHP3-AS1",0,-0.0076,0,0,0,-0.00821,0,NA,NA,NA,0,0,0,0,-0.00867,NA,NA,0,NA,0,0
"3",133016033,133032821,"TMEM108",0,-0.00798,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",133137228,133141775,"BFSP2",-0.00872,-0.00705,-0.00685,0.00611,-0.01271,-0.00679,-0.01232,-0.01178,0,-0.01691,-0.01205,-0.00885,0,-0.01562,-0.0089,0.03715,-0.02354,-0.01455,0,0.0319,-0.02268
"3",134533586,134538678,"EPHB1",0,0,0,0,0,-0.00779,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"3",134741575,134752110,"EPHB1",-0.01,0.01386,0.00367,0.00336,0.00315,0.00524,0.00761,0,0,0,0,0.02258,0.021,0.01987,0.03002,NA,NA,NA,NA,NA,NA
"3",134842304,134845294,"EPHB1",0,0.01072,0,0,0,0,0.02266,NA,NA,NA,NA,0.01845,0.01716,0.01623,0.02457,NA,NA,NA,NA,NA,NA
"3",135695823,135701454,"PPP2R3A",0.00479,0.00109,0.00372,0.00341,0.00319,0.00531,0.022,NA,NA,NA,NA,0.01791,0.01666,0.01575,0.02386,NA,NA,NA,NA,NA,NA
"3",136070001,136078327,"STAG1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",136205801,136214657,"STAG1",0.00348,0.00375,0.0027,0.00247,0.00231,0.00386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1365254,1366976,"CNTN6",0.00481,0.03041,0.00374,0.00342,0.00321,0.00534,0.05786,NA,NA,NA,NA,0.04744,0.04421,0.04187,0.06256,NA,NA,NA,NA,NA,NA
"3",13679893,13687985,"FBLN2",-0.00405,0.00774,0.00763,0.02777,0.02603,-0.00809,-0.00823,-0.00746,0.02102,0.01993,-0.00892,-0.01373,0.00844,0.00798,0.00281,0,0,0.00417,NA,0.03272,0.03095
"3",13705813,13711648,"LINC00620",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",137820159,137821640,"DZIP1L",0,-0.00559,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",139777742,139782268,"CLSTN2",0,0,0,-0.01034,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"3",141069329,141076869,"ZBTB38",0.01397,0.01507,0.01087,0.00997,0.00933,0.01548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",14178062,14178962,"TMEM43",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",142839072,142842006,"CHST2",0.00348,-0.00478,0.0027,0.00247,0.00376,0.00386,0.01117,NA,NA,0.03133,NA,0.00908,0.00844,-0.01217,0.01213,NA,0.02723,NA,0.02585,NA,0.03303
"3",143216722,143221574,"SLC9A9",NA,0.15649,NA,NA,NA,NA,0.12243,NA,NA,NA,NA,0.10164,0.09508,0.09031,0.13165,NA,NA,NA,NA,NA,NA
"3",146150290,146173221,"PLSCR2",2e-05,0.00818,0.00589,0.0054,0.00505,0.00841,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",146307209,146319973,"PLSCR5",0,0,0,0,-0.00637,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0
"3",148564316,148567902,"CPB1",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",149268194,149270379,"WWTR1",0.0069,-0.00828,-0.00258,-0.01025,0.08966,-0.00794,0.00107,0.03622,0.00428,0.06283,0.01262,-0.00157,-0.01428,0.11451,-0.00924,-0.01262,0.22182,-0.00947,0.17616,-0.01398,0.12608
"3",150588644,150598573,"CLRN1-AS1",0.00426,0.0046,0.0033,0.00303,0.00284,0.00472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",150826670,150838692,"MED12L",0,0,0,0,0,-0.00561,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"3",15139366,15142044,"RBSN",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",151463147,151476840,"MIR548H2, AADACL2",-0.00897,0.00894,0.00643,0.0059,0.00552,0.00918,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",151515707,151552119,"MIR548H2, AADAC",0.0135,0.01456,0.0105,0.00963,0.00902,0.01496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",152114866,152118673,"MBNL1",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",155478971,155520171,"C3orf33",0.01421,0.01486,0.01106,0.01014,0.0095,0.01575,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",15579995,15584885,"HACL1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",156091117,156094471,"KCNAB1",0.01327,0.10156,0.00767,0.00582,0.04436,0.08618,0.20564,-0.0157,0.07119,0.00346,0.02176,0.18244,0.02003,0.2616,0.35597,0.06502,0.00206,0.02037,0.15532,0.20681,-0.0149
"3",156676975,156693243,"LEKR1",0.00457,0.00494,-0.01161,0.00326,0.00305,0.00508,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"3",157257140,157271021,"SLC66A1L",0.00951,-0.007,0.00739,0.00678,0.00635,0.01055,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",158087947,158093581,"RSRC1",0.00968,0.01044,0.00752,0.0069,0.00646,0.01073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",158170617,158175713,"RSRC1",NA,0.02898,NA,NA,NA,NA,0.02195,NA,NA,NA,NA,0.01787,0.01662,0.01572,0.02381,NA,NA,NA,NA,NA,NA
"3",15843411,15847007,"ANKRD28",0.03441,7e-04,0.0244,0.09217,0.04283,0.26762,0.07791,-0.01562,0.00267,-0.01506,0.10172,0.06896,0.16152,0.09662,0.3304,0.00234,-0.01764,0.09732,-0.01539,0.01982,0.05349
"3",158802576,158819560,"IQCJ-SCHIP1, IQCJ",0.00407,-0.00017,0.00316,0.00289,-0.00686,-0.0038,0.02623,NA,NA,0.03113,0,0.02138,0.01988,-0.00879,0.01271,NA,0.02705,0,0.02569,0,-0.00089
"3",159233968,159241830,"IQCJ-SCHIP1, SCHIP1",0,-0.00436,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",159544085,159546580,"IQCJ-SCHIP1, SCHIP1",0,0,0,0,0,-0.00524,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"3",16044702,16053028,"GALNT15",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",160623235,160628737,"PPM1L",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",160680092,160686450,"PPM1L",0.00741,0.008,0.00576,0.00528,0.00494,0.00822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",160694985,160699894,"PPM1L",0.0048,0.00519,0.00373,0.00342,0.0032,0.00533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",16238950,16242302,"GALNT15",-0.00708,0.00539,0.01373,0.10004,-0.01033,-0.00851,-0.00654,0.0014,0.14928,-0.01829,-0.01028,-0.01126,0.20805,-0.01425,0.00263,0.25409,-0.00909,0.01335,0.13628,0.11669,-0.01447
"3",162946752,162961047,"LINC01192",-0.00877,-0.00727,0.00589,0.0054,0.00505,0.0084,-0.01232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",16540227,16545249,"RFTN1",NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"3",167167123,167170360,"SERPINI2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",167439912,167441927,"PDCD10",0.00475,0.00513,0.00369,0.00338,0.00316,0.00527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",167771726,167778732,"GOLIM4",0,-0.0086,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",168217346,168224363,"EGFEM1P",0.00477,0.00515,-0.00114,0.00339,0.00318,0.00529,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"3",168428904,168433104,"EGFEM1P",0.00967,-0.00649,0.00752,0.00689,0.00645,0.01072,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",169586542,169594611,"LRRC31",-0.00901,0,-0.0101,0,0,0,0,-0.01561,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
"3",169947034,169953283,"PRKCI",0.00141,0.05987,0.01684,0.04021,0.03774,0.06144,0.03562,-0.00618,0.02596,0.02462,0.03633,0,NA,NA,NA,0,0,0,NA,NA,NA
"3",17025447,17031497,"PLCL2",0,-0.00813,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"3",170356318,170359110,"CLDN11",0,0,0,0,0,-0.00847,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"3",170362049,170386650,"CLDN11",0.00028,0.03685,-0.01078,0.00656,-0.01179,-0.00446,0.00073,-0.00401,0.02636,-0.00736,0.01223,0.02443,0.05468,0.018,0.05164,0,-0.02124,-0.01392,0,0,-0.01508
"3",170407757,170413342,"CLDN11",0,0,-0.00672,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"3",171041704,171044202,"TNIK",0.00321,0.00347,0.00249,0.00228,0.00214,0.00356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",171836387,171839075,"FNDC3B",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",173204379,173219694,"NLGN1",0.00472,0.06657,0.00366,0.00336,0.00314,0.00524,0.08462,NA,NA,NA,NA,0.06974,0.06509,0.06173,0.09129,NA,NA,NA,NA,NA,NA
"3",173238834,173294907,"NLGN1",0.00805,0.01606,-0.00542,0.02629,0.00012,0.03812,-0.01104,-0.00698,0.09086,-0.00969,0.0088,0.0022,0.10795,-0.00097,0,0.04957,-0.01713,0.04807,0.06451,0.15212,0.09769
"3",173537727,173547732,"NLGN1",0.00672,-0.00835,0.00522,0.00479,0.00448,0.00746,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
