,chr,start,end,AFR-AMR,AFR-ARC,AFR-EA,AFR-OCN,AFR-SA,AFR-SIB,AFR-WEA,AMR-ARC,AMR-EA,AMR-OCN,AMR-SA,AMR-SIB,AMR-WEA,ARC-EA,ARC-OCN,ARC-SA,ARC-SIB,ARC-WEA,EA-OCN,EA-SA,EA-SIB,EA-WEA,OCN-SA,OCN-SIB,OCN-WEA,SA-SIB,SA-WEA,SIB-WEA
5385,chr16,15219117,15238267,0.14045,0.11538,0.02984,0.04819,-0.01332,-0.01058,-0.00201,0.53088,0.00119,-0.01432,0.12881,0.10852,-0.0036,0.01557,0.2432,0.17222,0.2128,0.00879,0.00438,0.02066,0.01601,0.00427,0.03042,0.01566,-0.00524,-0.01996,-0.00308,-0.00356
5386,chr16,14784271,14836679,0.05801,-0.03579,0.03606,0.02825,0.00489,0.01286,-0.003,-0.11137,-0.0126,-0.02256,0.00135,0.00054,0.02646,-0.0595,-0.09261,-0.0839,-0.13393,-0.04667,-0.01706,-0.00636,-0.00611,0.01311,-0.01353,-0.01557,0.00469,-0.02003,-0.00933,-0.0054
5387,chr16,14836679,14866311,0.01317,-0.03951,0.06379,0.10915,-0.0039,-0.00881,-0.0094,-0.10367,0.00049,0.02249,-0.01669,0.02648,0.0058,-0.04903,-0.09002,-0.07562,-0.123,-0.03624,-0.00974,0.01969,0.05796,0.05934,0.05376,0.12261,0.09626,0.00034,-0.00684,-0.00417
5388,chr16,14925459,15125529,0.14514,0.05618,0.08006,0.21046,0.04582,0.38944,0.00117,0.0722,-0.01304,0.02993,-0.00708,0.01367,0.05093,0.02902,0.25732,0.03438,0.41282,0.01175,0.00883,-0.00987,0.00167,0.03456,-0.0121,0.00204,0.0036,-0.01655,0.00473,0.01661
5389,chr16,14824288,14862500,0.00547,-0.03874,0.05785,0.07168,0.00771,-0.00972,-0.00614,-0.09453,0.00157,0.00452,-0.02131,-0.01532,-0.00657,-0.04706,-0.0875,-0.07167,-0.09368,-0.03501,-0.01526,0.00167,0.02568,0.0378,0.00414,0.04037,0.04174,-0.01093,-0.005,-0.01041
5390,chr16,15243327,15257667,0.35334,0.25146,0.14904,0.22095,0.12837,0.28978,-0.00634,0.08269,-0.00968,0.02163,0.05231,-0.00551,0.09248,0.03806,0.14002,0.14957,0.12,0.12379,0.00244,0.0157,-0.00448,0.08455,-0.01231,-0.01635,0.042,0.00804,0.02522,0.0627
5391,chr16,14836679,14864405,0.00365,-0.0367,0.04431,0.01114,0.00827,-0.00792,-0.00933,-0.09036,-0.00395,-0.02333,-0.02125,0.02384,-0.00185,-0.04612,-0.07968,-0.07064,-0.08777,-0.03435,-0.01158,-0.00492,0.0498,0.03894,-0.02152,0.02914,0.00427,0.02481,0.00224,-0.00149
5392,chr16,14842022,14866311,-0.00845,-0.04025,0.04157,0.0724,-0.00284,-0.00846,-0.00835,-0.13315,0.03558,0.07787,-0.00187,-0.02452,0.00665,-0.05096,-0.08862,-0.07804,-0.13655,-0.03912,-0.01095,0.00389,0.03629,0.07991,0.0236,0.079,0.11982,-0.00225,0.01952,0.00806
5393,chr16,15125529,15139044,0.0,,,,,,,0.0,-0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
5394,chr16,15219117,15235406,0.09465,0.24915,0.03275,0.03594,0.00011,-0.00505,-0.00628,0.59831,0.00079,-0.01946,0.04713,0.05236,4e-05,0.03487,0.3884,0.42182,0.44643,0.02272,0.00373,0.01602,0.01502,0.01277,-0.00186,0.00023,-0.00333,-0.02115,-0.00596,-0.00541
5395,chr16,15439078,15450271,-0.00117,-6e-05,0.00673,0.00543,-0.00991,-0.01387,-0.00034,-0.04704,-0.01566,-0.01044,-0.02021,-0.00617,-0.01219,-0.02649,-0.02002,-0.02825,-0.00949,-0.01585,-0.0008,-0.0127,0.00161,-0.00829,-0.01328,-0.01845,-0.00343,-0.01107,-0.0123,-0.0023
5396,chr16,14836679,14842022,-0.00251,0.01085,0.029,0.10053,0.00465,-0.00655,-0.01055,-0.03547,-0.00789,0.03068,-0.02106,0.01859,-0.0046,-0.02659,-0.06659,-0.03164,0.06948,0.00621,0.00433,-0.00952,0.04042,0.03058,0.02504,0.13152,0.10506,0.0247,0.00299,0.00078
5397,chr16,14784271,14824288,0.12646,-0.01836,0.08629,0.05515,0.03461,0.06861,0.03832,-0.09481,-0.01511,-0.01308,0.02391,0.0047,0.12298,-0.0482,-0.07898,-0.06827,-0.09222,-0.0368,-0.00942,0.01607,0.00285,0.08882,-0.01298,-0.02177,0.04597,-0.018,0.02071,0.05386
5398,chr16,14784271,14839350,0.02737,-0.03635,0.04765,0.12655,0.02583,0.01141,-0.00325,-0.11418,-0.01243,0.02243,-0.02131,-0.01809,0.00327,-0.05774,-0.09488,-0.0848,-0.13249,-0.04667,0.00963,-0.01178,0.00043,0.02391,0.02388,0.05869,0.09236,-0.01455,0.00346,-0.00586
5399,chr16,14784271,14801930,0.13276,0.05,0.08607,0.18639,0.09867,0.1564,0.35078,-0.00353,-0.01295,-0.0111,-0.01729,-0.00963,-0.02576,-0.00065,0.00289,-0.00253,0.0,0.0032,-0.00712,-0.00802,-0.00095,-0.0121,0.01058,0.03279,-0.01101,-0.01721,-0.00168,0.04593
5400,chr16,15219117,15243227,0.10234,0.11538,0.04413,0.01594,-0.01332,-0.01544,-0.00756,0.45,0.00846,-0.00079,0.08629,0.09385,0.00888,0.01961,0.23303,0.17222,0.19147,0.01454,0.01604,0.03156,0.02854,0.03684,0.00065,0.00154,-0.00222,-0.0212,-0.00664,-0.00617
5401,chr16,14784271,14842022,0.05818,-0.03745,0.08096,0.0919,0.02586,0.01208,-0.0036,-0.11261,-0.01166,-0.01732,-0.01558,0.00122,0.02759,-0.05323,-0.09559,-0.08566,-0.13522,-0.047,-0.01569,0.00237,0.02073,0.05786,0.00285,0.0296,0.06013,-0.01477,0.00394,-0.00525
5402,chr16,14925459,15047788,0.18055,-0.02416,0.06288,0.06508,0.02702,0.31343,-0.00082,-0.10892,-0.00379,0.0003,-0.01562,-0.01741,0.00412,-0.07298,-0.07698,-0.06827,-0.12676,-0.02935,0.0071,-0.0157,-0.0057,0.01485,-0.00826,0.04728,-0.00458,-0.017,-0.00148,0.01141
5403,chr16,14784271,14866311,0.06533,-0.0218,0.0741,0.12639,0.03062,0.01907,0.00118,-0.10468,-0.01414,-0.0064,-0.01508,0.00043,0.01936,-0.05033,-0.08884,-0.07704,-0.12055,-0.03394,-0.00661,-0.00339,0.01169,0.03573,0.02096,0.05123,0.07251,-0.0156,-0.0007,-0.00638
5404,chr16,15306352,15397070,-0.01228,-0.0325,0.0166,0.0273,0.01149,0.01679,0.00743,-0.06333,0.01483,0.0488,-0.01432,0.02021,0.00752,0.00597,0.04348,-0.05897,0.01402,0.00353,0.00412,0.02286,-0.01333,-0.0084,0.07659,-0.00182,-0.00033,0.03284,0.01351,-0.01113
5405,chr16,15443213,15474782,0.07282,0.07973,0.05889,0.05272,0.03444,0.46744,0.01417,0.03091,-0.01072,0.03639,-0.01752,-0.00034,-0.00383,0.01255,0.23976,0.01861,0.52353,0.00677,0.03059,-0.00183,0.01285,0.01093,0.01002,0.34432,0.00218,-0.01274,-0.0103,-0.00476
5406,chr16,14916512,14924853,-0.02112,-0.0239,0.02537,-0.00778,0.00906,-0.00569,-0.00638,-0.0266,0.01145,-0.02323,-0.00085,-0.02135,-0.01676,-0.03614,-0.02546,-0.05229,-0.01199,-0.00471,0.0275,-0.01248,0.03245,0.04666,0.0188,-0.01845,-0.00453,0.02453,0.02741,-0.00615
5407,chr16,15450271,15474782,0.10699,-0.02311,0.05547,0.03881,0.14713,0.45016,0.03349,-0.1143,-0.01309,0.05591,0.03749,-0.00158,0.08346,-0.06062,-0.05372,-0.07971,-0.13667,-0.04864,0.02194,0.01277,-0.00388,0.04201,0.02131,0.36133,-0.01163,0.16867,0.04197,0.31805
5408,chr16,14801930,14839350,0.05948,-0.02931,0.04355,0.1191,0.00516,0.0104,-0.00597,-0.10672,-0.01427,-0.00685,0.00213,0.00313,0.03362,-0.05272,-0.08939,-0.07774,-0.119,-0.03691,0.00845,-0.00171,-0.0009,0.02575,0.0505,0.05338,0.09221,-0.02022,-0.00656,-0.00358
5409,chr16,14839350,14864405,-0.01216,-0.03891,0.01133,0.10054,-0.00759,-0.00688,-0.0097,-0.08783,-0.00419,0.06735,-0.01955,-0.00163,-0.01078,-0.04731,-0.08677,-0.06907,-0.08385,-0.03416,0.02504,-0.00919,0.02463,0.00782,0.05286,0.13001,0.09037,0.00721,-0.00862,-0.00104
5410,chr16,14925459,14988484,-0.00544,0.00632,-0.01071,0.02282,-0.00197,-0.00795,-0.00023,-0.04051,-0.00292,-0.01726,0.00773,-0.01318,0.00553,0.00938,-0.02546,0.0273,-0.01199,0.0207,0.00732,-0.00835,-0.00464,-0.00911,0.05352,-0.01845,0.04559,0.01756,-0.01296,0.01412
5411,chr16,15352520,15357375,-0.00919,0.02398,-0.00637,-0.00672,-0.01261,0.03435,-0.0017,0.04538,0.00042,0.00929,-0.02036,0.06338,0.00296,-0.00328,0.01257,0.03579,-0.02351,-0.00619,-0.00651,-0.00239,-0.00782,-0.00909,0.00025,0.01869,-0.00293,0.05033,0.0011,-0.00562
5412,chr16,14801930,14862500,0.0259,0.00699,0.05557,0.1031,0.00741,-0.01169,-0.00675,0.03104,-0.01081,0.00046,-0.01825,0.00466,0.00688,0.01844,0.04618,0.01991,0.02516,0.00678,-0.00904,0.00094,0.02705,0.03747,0.02415,0.07204,0.07049,-0.00899,-0.00432,-0.01053
5413,chr16,15441145,15450271,-0.00117,-6e-05,0.01784,0.00543,0.00598,-0.01387,-0.00672,-0.04704,-0.01286,-0.01044,0.01302,-0.00617,-0.00653,-0.03072,-0.02002,0.02209,-0.00949,-0.00555,0.00621,0.02303,0.00925,0.00985,0.05352,-0.01845,-0.00483,0.01756,-0.00126,-0.00564
5414,chr16,15362893,15397070,-0.00672,0.01296,-0.00645,0.0273,0.01149,0.00381,-0.00548,0.03458,0.00027,0.04113,-0.02326,0.02471,-0.00037,-0.00861,-0.01289,0.03725,-0.01199,-0.00253,-0.00755,0.00241,-0.00846,-0.00982,0.07659,-0.02381,-0.00481,0.04665,0.00199,-0.00599
5415,chr16,14878984,14924853,-0.01123,0.00505,0.05113,0.02282,-0.00742,-0.00795,0.00135,-0.03638,0.00602,-0.01783,-0.02206,-0.01495,-0.01447,-0.03503,-0.02002,-0.02825,-0.00949,-0.01585,0.02686,0.01344,0.03088,0.02306,-0.01328,-0.01845,-0.00343,-0.01107,-0.0123,-0.0023
5416,chr16,14824288,14866311,0.00692,-0.03815,0.05887,0.10463,0.00773,-0.00847,-0.00951,-0.09545,0.00128,0.02459,-0.02131,-0.01571,0.00137,-0.04715,-0.08787,-0.07119,-0.09616,-0.03461,-0.00952,0.00205,0.0247,0.05511,0.02475,0.06632,0.09274,-0.01203,0.00252,-0.00887
5417,chr16,15439078,15474782,0.37337,-0.02513,0.05564,0.01826,0.02669,0.43905,0.0139,-0.09335,0.01364,0.26532,-0.01224,-0.02341,-0.00447,-0.04856,-0.03832,-0.06716,-0.09723,-0.03596,0.03248,-0.00118,0.01317,0.00946,0.01108,0.33646,0.00473,-0.01326,-0.01113,-0.00469
5418,chr16,14801930,14836679,0.02935,-0.03793,0.01406,0.01376,-0.00541,-0.00834,-0.00938,-0.09411,-0.01306,-0.0241,-0.00561,0.05346,0.01972,-0.04861,-0.0827,-0.07177,-0.09703,-0.03504,-0.01618,-0.00926,0.02288,0.00883,-0.01385,0.03051,0.00665,0.00526,-0.00794,-0.00233
5419,chr16,15256311,15397070,,0.0,0.04602,,,0.0,0.00423,0.0,0.0313,,,0.0,0.00272,-0.03695,-0.0,-0.0,-0.04545,-0.02004,0.0313,0.03664,0.0,0.01421,,0.0,0.00272,-0.0,0.00324,-0.01319
5420,chr16,15357375,15362893,-0.01228,-0.32825,-0.00012,0.0273,0.01149,-0.01131,-0.00637,-0.30281,0.00437,0.0488,-0.01432,0.00119,-0.00319,-0.16944,-0.36577,-0.2725,-0.33566,-0.11321,-0.00726,0.01406,-0.00565,-0.00736,0.07659,-0.01562,-0.00445,0.02727,-0.00013,-0.00565
5421,chr16,14910263,14916512,-0.01085,-0.01013,0.03181,-0.00957,0.01414,-0.00968,-0.01047,-0.04667,0.00261,-0.00826,-0.01092,-0.00806,-0.00619,-0.03506,-0.01254,-0.04929,-0.01199,-0.00463,0.029,-0.0123,0.03011,0.04313,0.01893,-0.02441,-0.00605,0.0197,0.02188,-0.0061
5422,chr16,15238667,15243227,,,-0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.00372,,,0.0,,0.0,0.0
5423,chr16,15322331,15352520,-0.00672,0.01296,-0.00645,0.0273,0.01149,-0.01794,-0.00548,0.03458,0.00027,0.04113,-0.02326,0.00106,-0.00037,-0.00861,-0.01289,0.03725,-0.00031,-0.00253,-0.00755,0.00241,-0.00794,-0.00982,0.07659,-0.01869,-0.00481,0.01333,0.00199,-0.00664
5424,chr16,15443213,15450271,0.00244,0.00505,0.02562,-0.00847,-0.00742,0.00659,-0.00582,-0.04704,-0.01224,-0.00632,-0.02021,-0.01055,-0.00653,-0.03338,-0.00993,-0.02825,-0.01876,-0.00555,0.01194,-0.00557,0.00934,0.01385,-0.011,-0.02123,-0.00556,-0.01366,-0.01083,-0.00564
5425,chr16,15446742,15474782,0.06232,-0.02197,0.03805,0.03703,0.03103,0.44574,0.01339,-0.09304,-0.0148,0.03295,-0.01846,-0.00056,-0.00568,-0.05206,-0.04037,-0.06808,-0.09222,-0.03462,0.01708,-0.01321,1e-05,-0.00566,0.01087,0.3308,0.00309,-0.01135,-0.01055,-0.00455
5426,chr16,15672397,15675601,,,-0.0,,,,,,-0.0,,,,,-0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
5427,chr16,15920516,15926183,-0.01667,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
5428,chr16,15975424,16025571,0.02716,0.00385,0.04116,0.02716,0.03164,0.02797,0.0321,,,,,,0.0,,,,,-0.0,,,,-0.0,,,0.0,,0.0,-0.0
5429,chr16,16047565,16061274,,,0.0,,,,,,-0.0,,,,,0.0,,,,,-0.0,0.0,-0.0,0.0,,,,,,
5430,chr16,16306697,16386848,-0.01345,0.00885,0.10069,-0.01667,-0.00292,0.00094,0.00426,0.01793,0.0442,-0.01856,-0.0202,-0.02,-0.01079,0.02628,0.01548,0.018,0.02221,0.00905,0.07284,0.03816,0.02336,0.04626,-0.00717,-0.00349,9e-05,-0.02076,-0.01171,-0.01297
5431,chr16,16749676,16749876,-0.01228,-0.0325,-0.01108,0.0273,-0.01366,0.00381,0.01171,-0.06333,-0.00795,0.0488,-0.02094,0.01963,-0.00832,-0.0064,0.04348,-0.04931,0.01885,-0.03006,-0.00078,-0.0094,-0.00464,-0.0009,0.03927,-0.02381,0.05406,0.01279,-0.00183,0.03756
5432,chr16,16848752,16857930,-0.02005,0.00676,0.00026,0.06785,-0.01184,0.04538,-0.0062,0.00377,-0.00632,0.04113,-0.02228,0.02471,-0.01669,-0.0007,0.0,0.00592,-0.00268,0.00313,-0.00078,-0.00647,-0.00464,-0.00701,0.05769,-0.02381,0.04273,0.02933,-0.01215,0.02523
5433,chr16,16289739,16306697,-0.00435,-0.00039,0.11666,-0.01454,0.00533,0.0134,0.01394,0.00476,0.0442,-0.01624,-0.02072,-0.02,-0.01079,0.01791,-0.0,0.00592,0.00907,0.00383,0.07695,0.04071,0.02336,0.04626,-0.00656,-0.0,0.0021,-0.02019,-0.01162,-0.01297
5434,chr16,16658933,16718685,-0.01228,0.00122,0.10343,-0.01667,-0.00377,0.00281,-0.001,0.00476,0.0442,-0.01624,-0.02072,-0.02,-0.01255,0.01791,-0.0,0.00592,0.00907,0.00284,0.07695,0.04071,0.02336,0.06091,-0.00656,-0.0,-0.00311,-0.02019,-0.01191,-0.01141
5435,chr16,16546707,16620846,-0.00672,-0.0325,-0.01068,0.0273,-0.00377,0.00381,0.00567,-0.0459,-0.00924,0.04113,-0.02228,0.02471,-0.01743,-0.00852,0.04348,-0.05538,0.01885,-0.0296,0.00298,-0.00897,-0.00107,-0.00798,0.05769,-0.02381,0.04836,0.02933,-0.01162,0.03141
5436,chr16,16289739,16386848,0.02173,0.01609,0.00173,0.0154,0.03255,-0.00388,-5e-05,0.00923,0.05995,-0.02398,-0.02185,-0.01163,-0.00124,0.02211,0.01548,0.00712,0.01906,0.00789,0.05251,0.07691,0.02703,0.0374,-0.01915,-0.01677,-0.00448,-0.00453,0.00423,-0.01217
5437,chr16,16386848,16492390,0.00579,0.01146,0.09854,-0.01321,-0.01308,0.01086,0.00222,0.06509,0.03654,-0.01517,-0.00443,-0.02211,-0.00876,0.02909,0.03387,0.02946,0.04177,0.01075,0.05789,0.07649,0.02289,0.04843,-0.02162,-0.00832,-0.00663,0.00153,-0.00283,-0.00989
5438,chr16,16635405,16732103,-0.0223,0.00122,-0.01108,0.0273,-0.00377,0.00381,-0.00676,-0.00379,-0.01903,-0.02421,-0.01153,-0.02454,-0.01713,-0.0007,0.0,0.00592,-0.00268,-0.00055,-0.00078,-0.00647,-0.00464,-0.00871,0.05769,-0.02381,-0.00346,0.02933,-0.00218,-0.00545
5439,chr16,16630866,16633363,-0.01228,0.00122,-0.0101,0.0273,0.01149,-0.01794,0.01171,0.00476,-0.00533,0.0488,-0.01432,-0.00709,-0.00832,-0.00089,0.0,0.00923,-0.00397,0.00455,-0.00403,0.00451,-0.0128,0.0054,0.07659,-0.01869,0.05406,0.01333,-0.01205,0.01102
5440,chr16,16732103,16732203,-0.01228,0.00122,-0.0101,0.0273,-0.00377,-0.00616,0.00021,0.00476,-0.00533,0.0488,-0.02072,0.00733,-0.01257,-0.00089,0.0,0.00592,-0.0032,0.00313,-0.00403,-0.00262,-0.01042,-0.0025,0.05769,-0.02362,0.04273,0.01529,-0.01215,0.01402
5441,chr16,16289739,16492390,-0.01371,0.01135,0.00789,0.0388,-0.00784,0.00292,0.03457,0.0147,-0.01142,0.02578,-0.02133,-0.01611,0.00571,0.00616,-0.03774,0.01138,0.00999,0.00385,0.00926,-0.01217,-0.01562,-0.00435,0.02003,0.00278,0.00148,-0.01672,0.00216,-0.01266
5442,chr16,17166193,17171379,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
5443,chr16,17473794,17480429,0.14386,,0.09681,,,0.15076,,0.02222,-0.01461,0.11351,0.12558,-0.01747,0.15733,0.00957,,,0.02281,,0.06699,0.07792,-0.00451,0.11292,,0.11834,,0.1312,,0.16527
5444,chr16,17762812,17777459,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,,,0.0,0.0,
5445,chr16,18404666,18512641,0.00367,-0.03974,0.04071,-0.01144,-0.01469,-0.01097,-0.00516,-0.07843,-0.0094,-0.02063,0.00645,-0.01961,-0.00849,-0.04072,-0.07246,-0.0545,-0.07218,-0.03056,0.00307,0.04026,0.00473,0.01706,-0.0119,-0.02441,-0.01339,-0.01143,-0.00458,-0.01291
5446,chr16,18467432,18512641,0.04717,-0.03281,-0.00485,-0.00537,-0.01216,-0.01415,-0.00787,-0.09843,0.01553,0.00091,0.02684,0.0529,0.07562,-0.04455,-0.08556,-0.06373,-0.06878,-0.01963,-0.0152,-0.01277,-0.00606,0.00974,-0.01807,-0.00887,0.01011,-0.01703,-0.00149,-0.00848
5447,chr16,18380973,18404666,-0.01639,-0.03421,0.04405,-0.01667,-0.01168,-0.01513,-0.00647,-0.04214,0.03569,-0.02438,-0.02123,-0.01673,-0.00638,-0.03827,-0.0526,-0.02825,-0.05676,-0.02605,0.03061,0.05118,0.01259,0.02533,-0.01874,-0.0198,-0.00811,-0.0092,-0.00096,-0.01309
5448,chr16,18450991,18467432,0.03675,-0.04167,-0.00349,-0.01443,-0.01238,-0.01189,-0.00858,-0.09856,0.00661,0.00862,0.01786,0.02481,0.02079,-0.05416,-0.07836,-0.07443,-0.1087,-0.03495,-0.01577,-0.01225,-0.01002,-0.00718,-0.02232,-0.0243,-0.01321,-0.02012,-0.0112,-0.00949
5449,chr16,18427314,18467432,0.01412,-0.04624,0.03525,-0.01601,-0.01391,-0.00977,-0.00997,-0.10452,-0.0126,0.00335,0.02407,-0.01431,0.00977,-0.0461,-0.08925,-0.07461,-0.09186,-0.03453,0.01956,0.04014,0.00265,0.03216,-0.02022,-0.01967,-0.01244,-0.00877,-0.00962,-0.00886
5450,chr16,18404666,18427314,-0.0142,-0.04232,0.04169,-0.01325,-0.01183,-0.00958,-0.00266,-0.09325,0.02979,-0.02063,-0.01797,-0.01707,-0.0047,-0.04547,-0.06497,-0.06694,-0.09003,-0.03378,0.04382,0.05191,0.00888,0.01321,-0.02249,-0.00516,0.00174,-0.00266,0.0039,-0.01121
5451,chr16,18380973,18593105,0.00875,-0.04167,0.06914,-0.01523,-0.0131,-0.00778,-0.00692,-0.08036,-0.00244,-0.01138,-0.00822,-0.01989,-0.00369,-0.04152,-0.07404,-0.06132,-0.07496,-0.03118,0.03114,0.03761,0.01567,0.04531,-0.02185,-0.02186,-0.01319,-0.01888,-0.01198,-0.01175
5452,chr16,18714481,18720650,-0.01455,-0.0325,0.04863,0.0273,0.04779,0.03998,0.00255,0.00583,0.00029,-0.0217,-0.00296,-0.0182,-0.01548,0.01305,0.04348,0.01804,0.02531,0.00342,0.02032,-0.01486,-0.00888,0.01408,0.01986,0.00702,-0.00426,-0.01437,0.0089,-0.00454
5453,chr16,18740398,18779890,-0.01455,0.01745,0.03787,0.0273,0.02381,0.03998,0.00031,-0.02716,-0.00308,-0.0217,-0.01536,-0.0182,-0.015,-0.03266,-0.01779,-0.04367,-0.06151,-0.01068,0.01429,-0.0121,-0.0104,0.01001,0.0026,0.00702,-0.00469,-0.02028,-0.00402,-0.00301
5454,chr16,18450991,18512641,0.00423,-0.03857,-0.01097,-0.00875,-0.01427,-0.01303,-0.00965,-0.09973,-0.00225,-0.02263,0.00332,-0.01263,0.01336,-0.04634,-0.08094,-0.06634,-0.08745,-0.02666,-0.01305,-0.01288,-0.01487,-0.00604,-0.01218,-0.02167,-0.00138,-0.01847,-0.01025,-0.00678
5455,chr16,18404666,18467432,0.00804,-0.04579,0.03434,-0.01253,-0.01379,-0.01033,-0.00993,-0.09834,-0.01163,-0.01651,0.01689,-0.01708,0.00446,-0.04562,-0.08654,-0.07305,-0.09015,-0.03457,0.00333,0.04007,0.00278,0.03075,-0.01226,-0.02437,-0.01117,-0.00901,-0.00934,-0.00949
5456,chr16,18280160,18353067,-0.01655,0.00805,0.05817,-0.01667,-0.01039,-0.01485,-0.00571,0.00923,0.04586,-0.02474,-0.02001,-0.01677,-0.00596,0.01896,0.01257,0.00342,0.01448,0.00674,0.04252,0.06711,0.02101,0.03572,-0.018,-0.01878,-0.00712,-0.00625,0.0019,-0.0132
5457,chr16,18714481,18740398,-0.01455,0.01745,0.03787,0.0273,0.01438,0.03998,0.00255,-0.02716,-0.00308,-0.0217,-0.01734,-0.0182,-0.01548,-0.03266,-0.01779,-0.03831,-0.06151,-0.0129,0.01429,-0.01115,-0.0104,0.00824,-0.00256,0.00702,-0.00426,-0.02018,-0.00865,-0.00454
5458,chr16,18582673,18584529,-0.01667,-0.00116,0.03843,-0.01667,0.02226,0.01764,0.00466,-0.00226,-0.00169,-0.01765,-0.01417,-0.02115,-0.0126,0.00364,-0.00294,0.00273,0.0025,0.0004,0.02108,-0.01237,-0.00821,0.00155,0.00993,0.00441,-2e-05,-0.01924,-0.00875,-0.01038
5459,chr16,18427314,18512641,-0.01241,-0.04203,0.02584,-0.01554,-0.00747,-0.00797,-0.00721,-0.09775,0.00468,-0.0239,0.0019,-0.02231,-0.01063,-0.04537,-0.08301,-0.06776,-0.08591,-0.0305,0.01062,0.05085,-0.00462,0.01008,-0.00987,-0.0189,-0.01062,0.01303,0.00378,-0.01078
5460,chr16,18166728,18240772,-0.01667,0.01065,0.04819,-0.01667,-0.01247,-0.01269,-0.00536,0.01718,0.03504,-0.025,-0.02031,-0.01667,-0.00686,0.02052,0.01718,0.00934,0.02166,0.0088,0.03504,0.05311,0.01211,0.02598,-0.02031,-0.01667,-0.00686,-0.00685,-0.00042,-0.01289
5461,chr16,18354724,18582673,0.00875,0.01382,0.06914,-0.01523,-0.0131,-0.00778,-0.00436,0.04423,-0.00244,-0.01138,-0.00822,-0.01989,-0.00691,0.03546,0.02812,0.02357,0.03347,0.01309,0.03114,0.03761,0.01567,0.03637,-0.02185,-0.02186,-0.01245,-0.01888,-0.01123,-0.01263
5462,chr16,18380973,18450991,0.02614,-0.03979,0.02174,-0.00496,0.00372,-0.01234,0.00065,-0.09011,-0.01513,-0.01649,-0.01663,-0.00057,-0.00444,-0.04491,-0.07772,-0.06755,-0.07989,-0.03168,-0.01174,-0.01206,-0.00074,-0.00374,-0.02142,-0.02114,-0.01293,-0.01446,-0.01102,-0.00966
5463,chr16,18234166,18353067,-0.0223,0.01745,0.00607,0.0273,-0.01397,0.00381,-0.00161,-0.01859,-0.01483,-0.02421,-0.02257,-0.02454,-0.01566,-0.01993,-0.01779,-0.01468,-0.01602,-0.00851,-0.0038,-0.01127,-0.0046,-0.0077,-0.01691,-0.02381,-0.00496,-0.0178,-0.01239,-0.00606
5464,chr16,18281331,18353067,-0.01655,-0.0325,0.04402,-0.01667,-0.01039,-0.01485,-0.00902,-0.04051,0.03494,-0.02474,-0.02001,-0.01677,-0.00987,-0.03765,-0.04762,-0.02093,-0.05563,-0.02377,0.03182,0.05394,0.01213,0.03667,-0.018,-0.01878,-0.0104,-0.00625,-0.00402,-0.01286
5465,chr16,18404666,18450991,0.01148,-0.04507,0.05224,-0.00395,-0.01452,-0.01133,-0.00735,-0.10797,-0.00548,-0.02268,0.00549,-0.01275,-0.0014,-0.0461,-0.08998,-0.0738,-0.09428,-0.03425,0.0021,0.04079,0.01832,0.03273,-0.01022,-0.02149,-0.00973,-0.01789,-0.00961,-0.01156
5466,chr16,18740398,18757073,-0.01455,-0.0325,0.03787,0.0273,0.01438,0.03998,0.00956,0.00583,-0.00308,-0.0217,-0.01734,-0.0182,-0.013,0.01095,0.04348,0.01137,0.02531,0.00491,0.01429,-0.01115,-0.0104,-0.00099,-0.00256,0.00702,-0.00109,-0.02018,-0.01185,-0.00923
5467,chr16,18512641,18794403,-0.0213,-0.01423,-0.00498,-0.00898,-0.01669,-0.01057,-0.00955,-0.01859,-0.01903,-0.02421,-0.02257,-0.02454,-0.01566,0.01072,-0.01779,-0.01468,-0.01602,-0.00851,-0.00078,-0.01312,-0.00464,-0.00391,-0.01691,-0.02381,-0.00496,-0.0178,-0.01239,-0.00606
5468,chr16,18584529,18615783,0.00497,0.04617,0.05562,0.06785,0.0454,0.06903,0.03153,-0.02716,-0.00308,-0.0217,-0.01536,-0.0182,-0.00973,-0.03266,-0.01779,-0.04367,-0.06151,-0.02083,0.01429,-0.0121,-0.0104,-0.00636,0.0026,0.00702,0.00284,-0.02028,-0.01174,-0.01037
5469,chr16,18263118,18266980,-0.01644,0.00122,0.04418,-0.01667,-0.00579,-0.01565,-0.00897,-0.00172,0.03625,-0.0245,-0.01687,-0.01687,-0.00954,0.00967,-0.0,-0.00256,0.0025,0.0013,0.03194,0.06195,0.01311,0.03652,-0.01276,-0.01953,-0.01034,-0.00082,0.00035,-0.01333
