,Chromosome,Start,End,AFR-AMR,AFR-EAS,AFR-EUR,AFR-SAS,AMR-EAS,AMR-EUR,AMR-SAS,EAS-EUR,EAS-SAS,EUR-SAS
5199,chr18,79286002,79288104,0.45555,0.11636,0.33415,0.15384,0.16594,0.01246,0.15672,0.08516,0.00176,0.0772
5203,chr18,79758433,79759561,0.10182,0.12651,0.2183,0.12377,0.00137,0.0634,0.00293,0.0461,0.0003,0.04649
5205,chr18,79805872,79807850,0.05209,0.23462,0.13102,0.21561,0.09056,0.03073,0.07981,0.01367,0.00098,0.00871
5213,chr18,80161345,80162924,0.00617,0.04961,0.1355,0.00452,0.08953,0.10568,3e-05,0.2833,0.07513,0.09619
5222,chr19,243616,265642,0.27109,0.3484,0.36141,0.28847,0.01457,0.04211,0.0048,0.00895,0.00207,0.01771
5223,chr19,308915,310807,0.18349,0.21525,0.2426,0.13171,0.00221,0.01356,0.01136,0.00497,0.02323,0.05099
5224,chr19,312002,319091,0.13001,0.00331,0.14364,0.01876,0.19491,0.01965,0.08569,0.21577,0.04178,0.13158
5226,chr19,342643,343699,0.15038,0.03394,0.30204,0.19137,0.04929,0.07388,0.00295,0.18801,0.07791,0.06782
5227,chr19,348457,349500,0.22449,0.20062,0.13144,0.20445,0.00035,0.01969,0.00106,0.0213,0.00237,0.01209
5228,chr19,379464,381924,0.0065,0.02974,0.05407,0.02952,0.0734,0.02562,0.00915,0.21898,0.13778,0.0037
5229,chr19,424119,425143,0.04015,0.03944,0.20385,0.04043,0.0,0.06991,0.0,0.06906,0.0,0.07004
5261,chr19,2748051,2749292,0.40654,0.29356,0.43697,0.18086,0.04701,0.0157,0.06211,0.10534,0.00613,0.10768
5266,chr19,3149113,3150710,0.06657,0.0002,0.22633,0.08918,0.08716,0.08571,0.00182,0.32258,0.13027,0.07815
5272,chr19,3694447,3695768,0.10938,0.07065,0.20669,0.3628,0.01264,0.01506,0.06967,0.05766,0.15411,0.01758
5281,chr19,4494824,4496815,0.39678,0.68654,0.61662,0.53005,0.17773,0.11707,0.05845,0.00597,0.0267,0.00819
5288,chr19,4870189,4873311,0.28385,0.28547,0.16014,0.11669,0.00118,0.0157,0.04774,0.02163,0.05522,0.00719
5303,chr19,7144165,7145618,0.10551,0.00194,0.2194,0.2306,0.14453,0.03755,0.03808,0.28508,0.29384,2e-05
5307,chr19,7599993,7600996,0.00606,0.1095,0.00766,0.08767,0.16164,0.00027,0.06209,0.15707,0.31506,0.05392
5320,chr19,8333327,8336068,0.18704,0.04624,0.22249,0.09309,0.06916,0.02514,0.02886,0.12771,0.00901,0.08166
5356,chr19,12056643,12063341,0.15665,0.23686,0.18452,0.17856,0.03876,0.0299,0.0091,0.0,0.01634,0.01282
5360,chr19,12574322,12575905,0.00353,0.06311,0.06542,0.0,0.08062,0.03601,0.00263,0.20119,0.0499,0.05449
5364,chr19,12767029,12768185,0.27334,0.06378,0.09438,0.25986,0.09712,0.09673,0.0003,7e-05,0.0849,0.08829
5385,chr19,16062296,16067794,0.07251,0.00786,0.15501,0.20644,0.03928,0.01301,0.02592,0.11444,0.16048,0.00241
5400,chr19,19827943,19829331,0.02793,0.09687,2e-05,0.21784,0.03241,0.02208,0.10091,0.07048,0.01084,0.17847
5415,chr19,21858857,21861380,0.0694,0.21848,0.07513,0.01642,0.0442,0.00014,0.01461,0.04038,0.10129,0.01821
5422,chr19,23417124,23418770,0.0463,0.36472,0.04811,0.13972,0.24405,8e-05,0.0369,0.3304,0.14902,0.04138
5463,chr19,30347124,30349048,0.00093,0.15757,6e-05,0.14708,0.18948,0.00147,0.13042,0.17576,0.50014,0.1571
5491,chr19,37714826,37719534,0.05978,0.22468,0.00317,0.00166,0.08855,0.03149,0.03836,0.15209,0.17059,0.00026
5492,chr19,37903268,37917990,0.1196,0.14465,0.28948,0.05469,0.01742,0.06372,0.02183,0.00909,0.05636,0.14195
5526,chr19,42927389,42930059,0.45207,0.31089,0.41973,0.4007,0.03848,0.00011,0.00157,0.03271,0.02289,0.00088
5534,chr19,43744129,43801510,0.0421,0.25076,0.20822,0.1051,0.09007,0.07192,0.01303,0.00042,0.04094,0.03179
5537,chr19,43923691,43925173,0.01065,0.18739,0.01656,0.03754,0.21724,0.0423,0.07134,0.09409,0.08996,0.00282
5548,chr19,46496315,46502728,0.2496,0.31694,0.0033,0.0761,0.00077,0.1783,0.04762,0.23046,0.06773,0.04628
5555,chr19,48013575,48020693,0.2187,0.10369,0.17957,0.23351,0.01913,0.00176,0.00246,0.00873,0.0312,0.00776
5557,chr19,48226432,48228321,0.06949,0.00975,0.23499,0.2108,0.03099,0.06322,0.04327,0.17582,0.14889,0.00338
5564,chr19,49141519,49142929,0.15121,0.28343,0.01203,0.19749,0.03096,0.17122,0.00525,0.27725,0.00997,0.21838
5574,chr19,54001489,54002559,0.04123,0.15321,0.01649,0.02133,0.43073,0.17696,0.19995,0.1296,0.13088,0.00025
5576,chr19,54717947,54735650,0.10017,0.15572,0.02558,0.00341,0.40433,0.03417,0.07593,0.26105,0.18447,0.01216
5580,chr19,55663546,55664785,0.22407,0.31623,0.28469,0.28798,0.03132,0.06248,0.03836,0.01538,0.00108,0.01282
5603,chr19,57379389,57386147,0.05239,0.45449,0.0078,0.00708,0.2731,0.02065,0.0235,0.3541,0.37618,5e-05
5625,chr19,58949177,58950955,0.08018,4e-05,0.00516,0.07415,0.06796,0.10231,0.2412,0.00338,0.05292,0.04309
5632,chr19,59755439,59765724,0.14804,0.09591,0.21325,0.17078,0.00553,0.02587,0.00336,0.04101,0.01493,0.01176
5658,chr2,417650,418963,0.23859,0.2633,0.17807,0.29458,0.00118,0.00461,0.01102,0.0099,0.00517,0.02777
5663,chr2,931296,932442,0.05129,0.05617,0.05887,0.00629,0.0,0.24026,0.10571,0.25687,0.11419,0.04251
5669,chr2,1222176,1225984,0.1308,0.12322,0.25127,0.17411,0.00069,0.04331,0.00527,0.05518,0.01009,0.02312
5679,chr2,1618727,1619741,0.19751,0.23134,0.33798,0.18129,0.00059,0.05424,0.00086,0.04898,0.00312,0.07713
5694,chr2,3612913,3613978,0.00309,0.43565,0.00051,0.14612,0.44586,0.00092,0.1714,0.41387,0.13184,0.15027
5698,chr2,4188446,4199086,0.03193,0.00709,0.33297,0.09934,0.05226,0.2091,0.02129,0.34627,0.12307,0.11764
5704,chr2,5041889,5045014,0.08329,0.22371,0.02935,0.21587,0.03945,0.01878,0.04267,0.12821,0.00016,0.14505
5725,chr2,9813251,9816824,0.20313,0.37538,0.17349,0.27584,0.04167,0.00167,0.00971,0.09511,0.02201,0.02865
5728,chr2,10039434,10043099,0.01774,0.0082,0.13068,0.20695,0.00107,0.05936,0.11713,0.06009,0.1122,0.01357
5739,chr2,11878759,11911661,0.12235,0.01409,0.03359,0.01917,0.07103,0.2897,0.05944,0.11249,0.00068,0.1498
5795,chr2,32915420,32918458,0.17821,0.09776,0.20788,0.10556,0.0268,2e-05,0.01314,0.03353,0.00178,0.0173
5796,chr2,33045099,33047929,0.01322,0.40585,0.06615,0.01677,0.31595,0.025,0.00042,0.17641,0.2822,0.01793
5799,chr2,33670508,33672286,0.11877,0.25123,0.09379,0.06276,0.04018,0.00036,0.01235,0.04529,0.09835,0.00783
5800,chr2,33921049,33949512,0.1561,0.25069,0.13927,0.02379,0.03304,0.00036,0.09559,0.02429,0.21418,0.09547
5802,chr2,34346737,34348802,0.09464,0.32642,0.00692,0.01342,0.07293,0.04218,0.03307,0.21934,0.2004,0.0008
5837,chr2,41515042,41516680,0.10078,0.29127,0.00186,0.02728,0.11011,0.09027,0.0282,0.32791,0.21044,0.01763
5874,chr2,51695867,51697050,0.21383,0.0,0.13058,0.09309,0.19746,0.02482,0.06874,0.12171,0.08573,0.01235
5877,chr2,52518857,52554435,0.04525,0.36824,0.32466,0.20475,0.21719,0.16374,0.07924,0.01318,0.04561,0.01225
5881,chr2,53327293,53328997,0.26984,0.36675,0.25022,0.27929,0.05226,0.00223,0.00496,0.04274,0.03307,0.00054
5882,chr2,53394983,53397219,0.31006,0.12559,0.32175,0.25626,0.07585,0.00655,0.00429,0.10459,0.04622,0.02189
5909,chr2,57833446,57837645,0.20042,0.23238,0.1213,0.26288,0.0105,0.00745,0.01775,0.02827,0.00068,0.04075
5931,chr2,63320572,63345145,0.07039,0.03944,0.24922,0.04459,0.01107,0.05979,0.00454,0.12957,0.00114,0.09706
5943,chr2,65609921,65612010,0.27244,0.2077,0.33165,0.20402,0.00365,0.01515,0.00633,0.02591,0.00016,0.03985
5961,chr2,71126428,71131767,0.18702,0.22603,0.19427,0.21371,0.0056,0.01965,0.02175,0.00759,0.00847,0.0
5987,chr2,77435669,77437023,0.16173,0.22707,0.17639,0.19448,0.02556,0.01965,0.02175,0.0,0.0,0.0
5989,chr2,78079898,78474946,0.39961,0.40959,0.24334,0.40932,0.00035,0.03466,0.00771,0.03022,0.01132,0.06153
6001,chr2,82430039,82555548,0.06175,0.3293,0.09,0.14075,0.16438,0.00536,0.02666,0.12706,0.05868,0.00933
6013,chr2,87365771,87373491,0.01621,0.11839,0.00161,0.00729,0.20651,0.0294,0.00164,0.10988,0.17885,0.01773
6014,chr2,87403687,87406170,0.00142,0.3351,0.04947,0.0005,0.29486,0.03447,0.00023,0.14819,0.32791,0.04267
6017,chr2,90934826,90937098,0.17721,0.3612,0.25962,0.23432,0.04222,0.01568,0.02536,0.00659,0.00059,0.00466
6019,chr2,90996020,90998293,0.20421,0.19351,0.47164,0.39151,0.00119,0.21904,0.10969,0.13297,0.06344,0.02508
6020,chr2,90998345,91404555,0.08908,0.00993,0.01675,0.02024,0.0462,0.21051,0.02409,0.05997,0.00271,0.0869
6042,chr2,96409484,96438371,0.26157,0.11243,0.03774,0.0127,0.02432,0.09616,0.17431,0.01957,0.05426,0.00908
6048,chr2,97678516,97766361,0.03411,0.13734,0.00625,0.0988,0.05966,0.11224,0.03565,0.27888,0.00254,0.23979
6055,chr2,99945908,99947215,0.14845,0.03474,0.0039,0.00331,0.26026,0.19845,0.17959,0.01475,0.01497,2e-05
6080,chr2,109152045,109156247,0.00048,0.15019,0.06905,0.05982,0.11727,0.07204,0.06204,0.37695,0.34096,0.00045
6088,chr2,111638888,111640327,0.05234,0.02391,0.15014,0.02358,0.13262,0.3194,0.13347,0.06956,2e-05,0.07082
6090,chr2,111672765,111724260,0.00373,0.11025,0.03506,0.03294,0.0807,0.01997,0.06794,0.01686,0.26822,0.1514
6095,chr2,112565724,112566843,0.00033,0.24182,0.01263,0.00411,0.29874,0.01411,0.00953,0.22194,0.36455,0.04681
6106,chr2,116168410,116170599,0.31542,0.0,0.02283,0.01786,0.29418,0.21352,0.2348,0.0211,0.01634,0.00026
6107,chr2,116362922,116369082,0.27967,0.00041,0.24118,0.16217,0.30699,0.00308,0.02156,0.28234,0.18746,0.00926
6113,chr2,117999870,118001083,0.02703,0.01387,0.23433,0.0771,0.00311,0.13517,0.01503,0.17947,0.03315,0.0721
6118,chr2,119329024,119335077,0.10256,0.06745,0.20964,0.00502,0.31015,0.0532,0.06232,0.44984,0.10203,0.17759
6144,chr2,127395796,127399240,0.05051,0.12802,0.00085,0.02734,0.05226,0.09019,0.00517,0.2381,0.08573,0.05338
6181,chr2,131698034,131712450,0.36663,0.22693,0.28826,0.06645,0.02942,0.0052,0.19303,0.01114,0.06392,0.13725
6185,chr2,131898917,131901007,0.31492,0.43641,0.26907,0.35036,0.08019,6e-05,0.01922,0.05747,0.03307,0.01328
6188,chr2,132443310,132482651,0.00571,0.20489,0.17444,0.11808,0.14629,0.12795,0.07736,0.00211,0.00875,0.00275
6206,chr2,134648653,134652083,0.30712,0.00025,0.30099,0.06018,0.30154,0.0005,0.12864,0.30745,0.05819,0.12525
6213,chr2,135887647,135916351,6e-05,0.01997,0.06926,0.06127,0.01834,0.08149,0.06851,0.01381,0.12757,0.23972
6214,chr2,136274027,136277978,0.13212,0.25538,0.39857,0.15594,0.01856,0.13347,0.00104,0.07871,0.01074,0.12118
6239,chr2,143616776,143618351,0.11308,0.30122,0.2363,0.25112,0.0537,0.01803,0.01237,0.00988,0.02022,0.00134
6242,chr2,144828072,144994247,0.09055,0.30032,0.03107,0.07927,0.06817,0.02281,0.00429,0.17301,0.12299,0.01326
6245,chr2,146532799,146536472,0.13299,0.42551,0.22263,0.1199,0.13897,0.01188,8e-05,0.07748,0.13604,0.01347
6246,chr2,146553768,146568015,0.09626,0.42307,0.28144,0.1076,0.19245,0.05456,0.00042,0.06082,0.17153,0.04534
6247,chr2,146712029,146713555,0.37151,0.40127,0.41996,0.31638,0.00084,0.06248,0.00544,0.04865,0.01051,0.09887
6250,chr2,147633927,147639388,0.02737,0.03832,0.09395,0.10778,0.13,0.04167,0.04921,0.24095,0.26537,0.00026
6264,chr2,151417270,151418403,0.03509,0.11256,0.00911,0.02507,0.02948,0.00857,0.1344,0.06165,0.23691,0.07972
6271,chr2,154492145,154495547,0.16112,0.06991,0.28324,0.20445,0.03868,0.01045,0.00022,0.09824,0.04097,0.01638
6292,chr2,165615515,165617566,0.04924,0.05032,0.07569,0.05186,0.17576,0.00886,0.00049,0.20047,0.17245,0.00483
6294,chr2,167146923,167147996,0.40853,0.19475,0.31175,0.09132,0.10132,0.01246,0.1883,0.04235,0.02249,0.11503
6295,chr2,167282329,167283818,0.02533,0.04414,0.13796,0.0139,0.1379,0.06595,0.00296,0.32014,0.1259,0.1176
6297,chr2,167446398,167452654,0.11435,0.06006,0.06883,0.03112,0.24518,0.01991,0.0637,0.18257,0.14015,0.02142
6304,chr2,169724656,169730723,0.05972,0.21564,0.04987,0.15688,0.07231,2e-05,0.03887,0.07788,0.01634,0.04234
6318,chr2,173176216,173177981,0.07933,0.2903,0.04615,0.09309,0.08396,0.01651,0.00092,0.15118,0.10334,0.01364
6326,chr2,175131319,175132397,0.20131,0.21564,0.16696,0.1843,0.0,0.0,0.0,0.0,0.0,0.0
6330,chr2,175970639,175976691,0.18672,0.0429,0.19622,0.11397,0.39583,0.00185,0.00916,0.42662,0.29252,0.01851
6340,chr2,178428568,178429841,0.23607,0.07736,0.08899,0.03011,0.03028,0.05068,0.10605,0.00025,0.01389,0.01564
6378,chr2,189191943,189204865,0.0589,0.20261,0.04786,0.14076,0.05744,0.00078,0.0263,0.10418,0.00901,0.05338
6394,chr2,194679853,194836595,0.034,0.14347,0.30759,0.20164,0.03322,0.16862,0.07372,0.09231,0.01241,0.05306
6445,chr2,211384376,211395872,0.05565,0.03615,0.08087,0.20992,0.00143,0.00313,0.07303,0.00806,0.08747,0.04684
6458,chr2,214494153,214495663,0.21427,0.1279,0.09599,0.07344,0.05931,0.08309,0.11613,0.00038,0.01051,0.00667
6511,chr2,228882175,228886166,0.02954,0.01024,0.02597,0.23063,0.00519,2e-05,0.12203,0.00496,0.16424,0.10548
6512,chr2,229067354,229069905,0.21604,0.23112,0.15233,0.19809,0.0,0.01991,0.0,0.0211,0.0,0.01846
6534,chr2,233482031,233483036,0.40465,0.40325,0.48086,0.486,0.00364,0.00964,0.00464,0.03197,0.02184,0.00326
6545,chr2,235137012,235138588,0.30677,0.20275,0.15326,0.08014,0.02586,0.04492,0.12308,0.00289,0.04017,0.0226
6552,chr2,238033743,238035288,0.16894,0.19563,0.23901,0.15412,2e-05,0.0005,0.00155,0.00084,0.00146,0.00463
6556,chr2,239064380,239066378,0.07722,0.07124,0.23247,0.00725,0.25388,0.04921,0.04056,0.50543,0.16234,0.18703
6574,chr2,241406869,241408253,0.00139,0.02015,0.07605,0.26229,0.01284,0.07526,0.27651,0.03006,0.2044,0.08691
6576,chr2,241476362,241480592,0.0276,0.0418,0.05643,0.03229,0.00091,0.17587,0.00012,0.2155,0.0004,0.23115
6592,chr20,168288,226898,0.32332,0.30144,0.3791,0.37469,0.00395,0.06842,0.02768,0.08356,0.04541,0.03056
6597,chr20,1305643,1308426,0.06575,0.42392,0.00618,0.01139,0.22419,0.02986,0.01812,0.34661,0.2994,0.00093
6599,chr20,1457687,1459352,0.20398,0.36025,0.07814,0.22187,0.03691,0.0488,0.00036,0.17337,0.03267,0.06598
6604,chr20,2853016,2856437,0.12831,0.01001,0.2455,0.01766,0.07378,0.02988,0.05889,0.17973,0.00107,0.16471
6609,chr20,7459253,7464137,0.01139,0.07574,0.0066,0.05612,0.11085,0.02858,0.01434,0.0471,0.20745,0.08664
6613,chr20,7759841,7763966,0.02046,0.30663,0.0156,0.00969,0.22674,0.00028,0.00195,0.27617,0.26367,0.00085
6625,chr20,12511232,12519430,0.20692,0.23592,0.18612,0.14873,0.00124,6e-05,0.00456,0.00178,0.01016,0.00352
6649,chr20,16275911,16277738,0.07545,0.02774,0.25017,0.0761,0.02593,0.09162,2e-05,0.23317,0.02872,0.09434
6650,chr20,16307502,16309613,0.03019,0.10552,0.07557,0.00638,0.21915,0.17761,0.06097,0.00068,0.06711,0.05047
6654,chr20,18260042,18261691,0.05047,0.14966,0.05866,0.04568,0.36403,0.00164,3e-05,0.38178,0.35272,0.00214
6682,chr20,26088590,26198771,0.06055,0.09148,0.20466,0.04384,0.00306,0.04545,0.00045,0.02359,0.00533,0.04983
6696,chr20,26870752,26897088,0.05747,0.10226,0.03255,0.01518,0.2371,0.00219,0.01201,0.20493,0.16845,0.00358
6701,chr20,27136721,27171371,0.15083,0.08196,0.11947,0.02399,0.24516,2e-05,0.04618,0.20279,0.10015,0.03692
6705,chr20,27245651,27284514,0.05526,0.09536,0.01381,5e-05,0.23609,0.01019,0.05926,0.15851,0.15879,0.01749
6740,chr20,30320532,30327470,0.14135,0.31957,0.18515,0.23364,0.12458,0.02105,0.04892,0.06494,0.03307,0.00699
6741,chr20,30429214,30431620,0.2425,0.28996,0.17843,0.35748,0.01135,0.00392,0.03564,0.024,0.00493,0.0579
6749,chr20,30843678,30849013,0.14851,0.28234,0.10244,0.16182,0.10944,0.00284,0.00401,0.12171,0.08573,0.01235
6757,chr20,30938274,30943686,0.08023,0.30188,0.25064,0.2535,0.07108,0.04495,0.04606,0.00282,0.0029,0.0
6758,chr20,30996024,31479941,0.17508,0.20444,0.08091,0.21412,0.0022,0.02385,0.00457,0.03739,0.00038,0.04975
6763,chr20,31645371,31704518,0.20597,0.40957,0.12626,0.25188,0.08845,0.0115,0.00787,0.15289,0.04599,0.03823
6770,chr20,31971685,31976180,0.22823,0.30675,0.21961,0.26667,0.03876,0.0062,0.03305,0.0211,0.0,0.01846
6771,chr20,31986666,31989724,0.46409,0.46889,0.43358,0.50679,0.00031,0.00432,0.00324,0.0066,0.00148,0.01588
6780,chr20,34346731,34349957,0.50695,0.46902,0.56876,0.52631,0.01306,0.00681,0.00202,0.04062,0.02526,0.00131
6782,chr20,34664362,34668266,0.02534,0.13731,0.01363,0.04398,0.09465,0.09409,0.00553,0.31715,0.06775,0.13808
6786,chr20,35425585,35427650,0.09683,0.25754,0.09383,0.21377,0.06218,2e-05,0.03685,0.05974,0.00549,0.03838
6833,chr20,46434430,46436641,0.26152,0.31729,0.28299,0.28789,0.01158,0.04044,0.01781,0.01538,0.00108,0.01282
6837,chr20,47456485,47487606,0.37049,0.0267,0.31073,0.05437,0.23184,0.0007,0.20077,0.18695,0.0045,0.16408
6864,chr20,53914092,53915830,0.03344,0.27862,0.02242,0.17148,0.14528,0.00132,0.06335,0.15521,0.02131,0.07968
6873,chr20,55609808,55611397,0.29393,0.30353,0.07494,0.06679,0.00046,0.08156,0.10111,0.08675,0.10744,0.00069
6881,chr20,57634804,57640809,0.21954,0.07627,0.17843,0.03887,0.05646,0.0062,0.09395,0.03017,0.00617,0.06806
6890,chr20,58998562,59004196,0.1447,0.22569,0.15485,0.17405,0.05226,0.01352,0.01781,0.0211,0.01634,0.00026
6901,chr20,62986168,62987522,0.0864,0.07027,0.24566,0.26537,8e-05,0.11386,0.12324,0.0708,0.0802,0.00016
6906,chr20,63572421,63574012,0.15671,0.23458,0.15549,0.0572,0.00726,0.00042,0.03313,0.01185,0.07423,0.03103
6915,chr20,64539993,64542141,0.00262,0.05446,0.10145,0.07472,0.081,0.13725,0.08498,0.23133,0.20688,0.02604
6932,chr20,66037517,66082535,0.19237,0.05711,0.24523,0.12848,0.04178,0.00455,0.00491,0.07031,0.01675,0.01898
6937,chr21,130887,132684,0.07948,0.40593,0.05598,0.01989,0.20387,0.00209,0.02334,0.2126,0.29263,0.01198
6947,chr21,5647007,5684952,0.10885,0.25702,0.20549,0.16619,0.04044,0.02032,0.00626,0.0031,0.01579,0.00471
6989,chr21,8882287,8903701,0.22129,0.09317,0.18759,0.17502,0.07485,1e-05,0.0087,0.06475,0.04044,0.00841
7036,chr21,11788860,11790173,0.48191,0.28513,0.28871,0.17134,0.06317,0.08131,0.15139,0.00145,0.02527,0.01616
7046,chr21,13571530,13574604,0.2346,0.3747,0.34849,0.39753,0.03787,0.03098,0.05469,9e-05,0.00221,0.00296
7059,chr21,17825036,17831431,0.13652,0.24896,0.20466,0.16224,0.04288,0.04158,0.00553,0.00029,0.01896,0.02142
7070,chr21,19460314,19463482,0.28471,0.29181,0.32267,0.14251,6e-05,0.01103,0.04543,0.0086,0.04618,0.09627
7082,chr21,21160314,21195690,0.02897,0.25507,0.0501,0.06861,0.12405,0.00243,0.01103,0.09504,0.05579,0.00383
7087,chr21,21743865,21745129,0.10252,0.38707,0.13573,0.12346,0.15742,0.00702,0.00081,0.09342,0.15376,0.00391
7094,chr21,22286792,22293388,0.0915,0.2194,0.06315,0.09255,0.03721,0.00295,0.00031,0.05519,0.02798,0.00483
7111,chr21,26056686,26059662,0.29074,0.28985,0.13373,0.17349,0.00029,0.04089,0.04408,0.03584,0.03841,0.00018
7115,chr21,26703513,26704602,0.00167,0.22929,0.11429,0.02797,0.1835,0.14068,0.04157,0.40299,0.31145,0.06831
7159,chr21,39743260,39802633,0.4663,0.48354,0.55476,0.36818,0.00022,0.01823,0.01052,0.01414,0.01366,0.05403
7161,chr21,40006337,40007950,0.09679,0.25764,0.05715,0.20835,0.061,0.0131,0.02055,0.11111,0.01354,0.06893
7168,chr21,41607572,41617479,0.05045,0.06172,0.0296,0.00088,0.2106,0.00144,0.06575,0.16234,0.04868,0.0433
7175,chr21,42569928,42599476,0.03891,0.01782,0.18474,0.07404,0.09488,0.0539,0.00363,0.28889,0.15783,0.03574
7187,chr21,44002349,44004192,0.17152,0.50101,0.14394,0.18512,0.22533,8e-05,0.00402,0.18226,0.15624,0.00243
7192,chr21,44430930,44432388,0.00344,0.2093,0.11275,0.24832,0.1055,0.04484,0.12905,0.01914,0.00309,0.04031
7206,chr22,82078,265916,0.22316,0.36651,0.24988,0.246,0.11917,0.00544,0.00777,0.07559,0.07199,0.00026
7208,chr22,287695,349819,0.15175,0.03961,0.16563,0.22717,0.01277,0.05481,0.0143,0.08241,0.0444,0.02672
7231,chr22,3844223,3857823,0.02247,0.00898,0.07848,0.00408,0.00815,0.21445,0.07416,0.16742,0.03709,0.06069
7278,chr22,11922688,11935148,0.13795,0.0692,0.24421,0.05714,0.01924,0.02007,0.01874,0.08199,4e-05,0.07991
7284,chr22,12029713,12036944,0.40524,0.35251,0.33326,0.40167,0.00469,0.0033,0.00059,0.0001,0.00797,0.00638
7446,chr22,15980420,16039752,0.20319,0.19548,0.18021,0.11517,0.00051,0.00231,0.01217,0.0042,0.00791,0.01795
7447,chr22,16042466,16044385,0.17611,0.27618,0.15255,0.13476,0.01966,0.0003,0.00319,0.02385,0.03732,0.00156
7456,chr22,16573207,16578147,0.07025,0.31369,0.0571,0.04594,0.09779,0.00144,0.00249,0.15211,0.13466,0.00025
7457,chr22,16595769,16598106,0.1968,0.09816,0.13342,0.36324,0.05057,0.03204,0.05563,0.00153,0.19209,0.15082
7465,chr22,16891328,16913766,0.14372,0.16369,0.07933,0.26783,0.02424,0.00543,0.0806,0.03602,0.01157,0.09651
7479,chr22,17528745,17532581,0.16494,0.20446,0.1578,0.17439,0.01264,0.00969,0.01073,0.0,0.0,0.0
7490,chr22,18544363,18548977,0.07801,0.21554,0.16249,0.16764,0.0749,0.0526,0.04901,0.00126,0.00139,1e-05
7502,chr22,24005812,24008274,0.15777,0.00663,0.29916,0.17768,0.10731,0.04951,0.00077,0.24868,0.12693,0.04376
7527,chr22,30523523,30530580,0.0,0.25791,0.0,0.05469,0.22374,0.0,0.04715,0.18947,0.13429,0.03968
7531,chr22,31845030,31849239,0.01283,0.28235,0.00357,0.14095,0.31729,0.00293,0.20683,0.25871,0.04889,0.16042
7537,chr22,32793201,32797032,0.20356,0.00798,0.01157,0.05279,0.3201,0.30515,0.0742,0.00115,0.11889,0.12156
7545,chr22,36151875,36159947,0.10549,0.20329,0.1327,0.11054,0.03433,0.00946,0.00022,0.0211,0.0502,0.01089
7548,chr22,36677117,36678435,0.3459,0.31037,0.2164,0.18404,0.01278,0.0303,0.09457,0.00524,0.04031,0.01247
7556,chr22,38185102,38186243,0.1566,0.29054,0.07324,0.12858,0.03839,0.01648,0.00046,0.0989,0.04197,0.01024
7565,chr22,39368478,39373054,0.45033,0.04651,0.14959,0.2808,0.2779,0.13706,0.07014,0.03186,0.10791,0.02079
7578,chr22,41775842,41779342,0.01934,0.43533,0.0049,0.02028,0.55768,0.05348,0.09042,0.38133,0.33485,0.00575
7589,chr22,43186321,43189332,0.23984,0.01709,0.22013,0.24979,0.13975,0.0,0.00151,0.12819,0.15305,0.00141
7593,chr22,43913624,43915357,0.10541,0.27234,0.04054,0.01854,0.04401,0.01459,0.03855,0.10401,0.16046,0.00554
7607,chr22,45223094,45225383,0.02087,0.06172,0.2314,0.25339,0.01056,0.16975,0.18481,0.12466,0.13717,0.0
7610,chr22,45643326,45645731,0.22531,0.05654,0.20696,0.08111,0.09191,0.00969,0.09727,0.09453,0.00343,0.11494
7612,chr22,45742944,45745996,0.23685,0.17308,0.23545,0.21253,0.02486,0.01965,0.00042,0.05753,0.01852,0.02604
7623,chr22,47874803,47878221,0.00178,0.50247,0.0281,0.15418,0.49524,0.02058,0.14368,0.34291,0.17947,0.05243
7636,chr22,49532267,49534069,0.25798,0.04614,0.16887,0.06659,0.0771,0.0117,0.08874,0.03093,0.00021,0.03732
7638,chr22,49707802,49717453,0.23339,0.34555,0.0594,0.11152,0.01827,0.0941,0.02881,0.18352,0.08844,0.01842
7646,chr22,50533379,50535768,0.0001,0.05728,0.03984,0.00015,0.07812,0.04984,0.00069,0.24137,0.07534,0.07453
7655,chr22,51313529,51314814,0.0021,0.0,0.05238,0.14771,0.00214,0.04141,0.18366,0.05106,0.1388,0.31256
7661,chr3,477212,536899,0.31913,0.37759,0.31744,0.21257,0.00304,0.00406,0.02392,0.00029,0.04964,0.04704
7665,chr3,952614,953924,0.04119,0.08834,0.01468,0.03144,0.20881,0.00575,0.00079,0.1624,0.20497,0.0026
7670,chr3,1318204,1319337,0.17064,0.20857,0.16116,0.17802,0.01264,0.00969,0.01073,0.0,0.0,0.0
7680,chr3,3184983,3186419,0.01613,0.07822,0.20781,0.00044,0.13903,0.11327,0.02135,0.42451,0.06915,0.25602
7681,chr3,3435201,3437496,0.00507,0.22251,0.00677,0.00708,0.16412,0.02369,0.0001,0.22378,0.15775,0.03437
7689,chr3,5487412,5491298,0.06278,0.10442,0.05805,0.22819,0.01272,0.00013,0.07605,0.01353,0.02375,0.07642
7703,chr3,8275129,8276302,0.14158,0.20286,0.35223,0.0256,0.01078,0.03877,0.05669,0.00682,0.10226,0.20928
7716,chr3,10233116,10234594,0.00589,0.18249,0.0707,0.02935,0.1764,0.11623,0.01171,0.38961,0.14245,0.17919
7731,chr3,12653447,12656248,0.01308,0.52967,0.00336,0.30434,0.37749,0.00247,0.17795,0.43299,0.07662,0.22659
7736,chr3,13640160,13641250,0.07458,0.00709,0.23928,0.0958,0.09465,0.05416,0.00489,0.2657,0.11167,0.02198
