,Chromosome,Start,End,AFR-AMR,AFR-EAS,AFR-EUR,AFR-SAS,AMR-EAS,AMR-EUR,AMR-SAS,EAS-EUR,EAS-SAS,EUR-SAS
4490,chr19,431268,434183,0.1245,2e-05,0.30134,0.01679,0.11332,0.04482,0.0482,0.2849,0.01468,0.18365
4500,chr19,1195044,1198546,0.08662,0.00606,0.17585,0.04238,0.13764,0.0207,0.01193,0.26048,0.08573,0.07897
4516,chr19,2772757,2774005,0.33963,0.17464,0.20011,0.20433,0.08681,0.03693,0.04826,0.01071,0.00685,0.0006
4519,chr19,2928099,2929251,0.03752,0.01257,0.12804,0.00672,0.07991,0.20775,0.01795,0.07891,0.04152,0.21003
4529,chr19,3716045,3717366,0.10874,0.07019,0.20584,0.3474,0.01264,0.01506,0.06366,0.05766,0.14482,0.01455
4534,chr19,3973000,3975078,0.08925,0.00091,0.00178,0.19672,0.07933,0.11194,0.03377,0.00562,0.19001,0.22878
4539,chr19,4511239,4513132,0.42084,0.68534,0.58495,0.47622,0.20431,0.11738,0.02157,0.0144,0.0786,0.03318
4545,chr19,4884998,4888215,0.12643,0.34541,0.19393,0.1613,0.07032,0.00857,0.00175,0.03006,0.05264,0.0029
4574,chr19,8346856,8349597,0.18605,0.04593,0.22159,0.08913,0.06916,0.02514,0.03078,0.12771,0.00801,0.08426
4606,chr19,11928435,11935175,0.14236,0.22027,0.17105,0.16725,0.03876,0.0299,0.00956,0.0,0.01571,0.01229
4609,chr19,12445919,12447502,0.00187,0.06899,0.05639,0.00027,0.08062,0.03601,0.003,0.20119,0.04932,0.05654
4613,chr19,12584060,12588116,0.04234,0.24295,0.18888,0.03455,0.34152,0.04872,0.12393,0.56393,0.12098,0.34253
4614,chr19,12642523,12643680,0.27205,0.06336,0.09394,0.24882,0.09712,0.09673,0.00076,7e-05,0.07934,0.0822
4627,chr19,14621517,14623314,0.10234,0.32952,0.02252,0.00793,0.08643,0.02748,0.04098,0.19403,0.20323,0.00249
4648,chr19,19690435,19691820,0.02744,0.0959,1e-05,0.20694,0.03241,0.02208,0.0943,0.07048,0.00895,0.16943
4662,chr19,21720244,21722765,0.06748,0.21383,0.08392,0.01305,0.04002,0.0009,0.01754,0.02969,0.10593,0.02707
4672,chr19,22925255,22928611,0.22721,0.16748,0.24917,0.20453,0.01397,0.00452,0.00048,0.03387,0.00895,0.00812
4673,chr19,22958054,22960101,0.42261,0.3597,0.37884,0.45398,0.0138,0.00133,0.00267,0.00639,0.0289,0.00836
4678,chr19,23282325,23283970,0.05598,0.38957,0.0582,0.1619,0.24405,8e-05,0.03968,0.3304,0.14315,0.04445
4693,chr19,27340588,27363822,0.04999,0.05867,0.14203,0.02104,0.19223,0.35234,0.13574,0.02186,0.00889,0.06075
4701,chr19,27470455,27472338,0.02514,0.2295,0.01992,0.03632,0.12746,0.00016,0.11397,0.15213,0.3957,0.10721
4718,chr19,29897883,29902193,0.02112,0.01642,0.16442,0.00276,0.00038,0.28679,0.01012,0.26511,0.00633,0.24671
4735,chr19,35170176,35174894,0.05918,0.22323,0.00306,0.0014,0.08855,0.03149,0.03941,0.15209,0.17336,0.00034
4740,chr19,36162664,36164866,0.13716,0.45156,0.0325,0.07539,0.14399,0.04044,0.01017,0.31661,0.21925,0.01034
4744,chr19,36409716,36687040,0.12563,0.37449,0.02182,0.12011,0.06924,0.04577,1e-05,0.23484,0.06864,0.04468
4760,chr19,39873663,39906189,0.05466,0.00478,0.08164,2e-05,0.08823,0.21675,0.04254,0.05969,0.00425,0.0714
4761,chr19,40107182,40109853,0.47985,0.28788,0.39033,0.41238,0.06759,0.00976,0.00517,0.02719,0.03503,0.00058
4772,chr19,41102802,41104285,0.01196,0.18231,0.01497,0.03798,0.21724,0.0423,0.07506,0.09409,0.08503,0.00365
4795,chr19,45399189,45401074,0.06713,0.00877,0.23185,0.2107,0.03099,0.06322,0.04411,0.17582,0.15128,0.00336
4802,chr19,46314067,46315468,0.14943,0.28106,0.01258,0.2045,0.03096,0.17122,0.00662,0.27725,0.0085,0.22588
4812,chr19,50903499,50905075,0.15393,0.04928,0.13212,0.02942,0.30056,2e-05,0.06546,0.27383,0.15557,0.05792
4814,chr19,51629271,51646956,0.07728,0.11402,6e-05,0.00143,0.33663,0.18471,0.13213,0.11308,0.09018,0.00123
4820,chr19,52578961,52580205,0.22993,0.32761,0.29798,0.30406,0.03132,0.06248,0.03941,0.01538,0.00124,0.01229
4842,chr19,54052271,54057388,0.01175,0.00011,0.11477,0.00281,0.01342,0.20004,0.02887,0.10504,0.00168,0.10253
4843,chr19,54217418,54251110,0.11818,0.37653,0.18955,0.25904,0.09424,0.00795,0.03261,0.06399,0.0203,0.01197
4853,chr19,54824669,54867523,0.18715,0.18079,0.13601,0.30133,0.00018,0.00252,0.04816,0.00314,0.02868,0.06989
4858,chr19,55207589,55208972,0.13296,0.24995,0.13107,0.09148,0.02367,4e-05,0.00642,0.02559,0.06132,0.00855
4885,chr19,58523796,58530809,0.24123,0.37706,0.44306,0.35329,0.03176,0.11818,0.02794,0.03856,0.00021,0.05618
4888,chr2,74218,246626,0.12983,0.00357,0.07126,0.00517,0.11588,0.28533,0.06502,0.02244,0.01173,0.08689
4893,chr2,426524,427574,0.1622,0.50294,0.14901,0.33303,0.16941,7e-05,0.04469,0.16714,0.05123,0.04759
4907,chr2,1610827,1611841,0.20027,0.24809,0.30725,0.17782,0.00161,0.03121,0.00179,0.02216,0.00753,0.05418
4908,chr2,1703041,1704474,0.08321,0.26307,3e-05,0.07039,0.09076,0.10117,0.00048,0.34868,0.10593,0.09054
4911,chr2,2003942,2005020,0.08949,0.09677,0.04365,0.03751,0.0,0.23508,0.0298,0.2459,0.0318,0.15165
4919,chr2,3295550,3296569,0.04984,0.00109,0.17706,1e-05,0.04365,0.34688,0.06187,0.21089,0.00097,0.19478
4923,chr2,4165232,4175857,0.00066,0.00727,0.33162,0.05822,0.01264,0.29714,0.04485,0.34627,0.0824,0.16431
4926,chr2,4730184,4739766,0.34395,0.26683,0.34281,0.26368,0.02599,0.00499,0.0235,0.04889,0.0003,0.05159
4946,chr2,9785343,9788919,0.19864,0.37702,0.17037,0.28011,0.04167,0.00167,0.01041,0.09511,0.02079,0.03007
5007,chr2,32866660,32870556,0.21212,0.12557,0.12218,0.10573,0.01846,0.02177,0.02551,0.00028,0.00086,0.00016
5009,chr2,32999395,33002225,0.00841,0.38238,0.05464,0.01363,0.31595,0.025,0.00089,0.17641,0.27918,0.01594
5014,chr2,34298587,34300652,0.10071,0.33259,0.00916,0.01701,0.07293,0.04218,0.03321,0.21934,0.2022,0.00086
5016,chr2,34470765,34511495,0.01327,0.00829,0.1853,0.00704,0.03854,0.35083,0.00138,0.10047,0.02815,0.33525
5048,chr2,41548826,41554142,0.05338,0.00061,0.22342,0.13057,0.04335,0.06753,0.01737,0.20684,0.1155,0.01871
5050,chr2,41746001,41748725,0.00023,0.20388,0.01937,0.01277,0.17888,0.01536,0.00929,0.08531,0.1124,0.00101
5053,chr2,42605104,42606295,0.04673,0.33346,0.17695,0.06858,0.19195,0.05925,0.0017,0.04859,0.1655,0.04445
5077,chr2,48624051,48630813,0.1128,0.0,0.09606,0.23691,0.11052,0.00027,0.0337,0.09519,0.23273,0.02211
5088,chr2,51699446,51700629,0.21273,0.0,0.13,0.10811,0.19746,0.02482,0.05736,0.12171,0.1001,0.00673
5091,chr2,52522553,52558131,0.00032,0.20596,0.32277,0.14385,0.20102,0.34691,0.15091,0.00498,0.00933,0.03153
5095,chr2,53330945,53332649,0.29332,0.39052,0.272,0.30651,0.05226,0.00223,0.00544,0.04274,0.0318,0.0007
5096,chr2,53398624,53400861,0.30866,0.12481,0.32062,0.26116,0.07585,0.00655,0.00351,0.10459,0.04895,0.01999
5100,chr2,54338358,54340332,0.0066,0.23444,0.01386,0.03101,0.18817,0.04691,0.0108,0.38664,0.10932,0.09975
5112,chr2,56425170,56428747,0.13689,0.21422,0.19137,0.23048,0.00958,0.01524,0.01798,0.00157,0.00157,2e-05
5149,chr2,64252473,64257254,0.10591,0.48194,0.09316,0.26315,0.21084,0.0001,0.04438,0.21326,0.08646,0.04884
5173,chr2,71115415,71120755,0.18239,0.22099,0.19034,0.21225,0.0056,0.01965,0.02206,0.00759,0.0086,0.0
5186,chr2,74791906,74799882,0.03319,0.05937,0.18994,0.01304,0.00283,0.35631,0.00738,0.4354,0.02313,0.3644
5198,chr2,77430542,77431894,0.17785,0.24544,0.19198,0.21403,0.02556,0.01965,0.02206,0.0,0.0,0.0
5200,chr2,78074918,78469989,0.38362,0.4098,0.24533,0.39285,0.00029,0.02982,0.00192,0.03022,0.00439,0.04592
5212,chr2,82429794,82555301,0.06373,0.34323,0.09426,0.15314,0.16438,0.00536,0.02963,0.12706,0.05454,0.01114
5227,chr2,90323639,90326426,0.25977,0.15059,0.19891,0.21953,0.00922,1e-05,0.00281,0.00679,0.00354,0.00184
5231,chr2,91477060,91479245,0.15401,0.21638,0.10905,0.18822,0.01078,0.0027,0.00741,0.02429,0.00072,0.02046
5232,chr2,91498434,91530288,0.04375,0.00523,0.02936,0.00102,0.05459,0.23842,0.05421,0.11429,0.00214,0.06496
5260,chr2,97171915,97259771,0.00881,0.00992,0.08765,0.01082,3e-05,0.22219,0.00025,0.21358,0.0001,0.24077
5268,chr2,99487251,99488558,0.13797,0.03737,0.00508,0.00661,0.26026,0.19845,0.18934,0.01475,0.01173,0.00013
5271,chr2,100551972,100560099,0.04175,0.11923,0.04144,0.0992,0.24266,0.21019,0.23101,0.02687,0.00055,0.02007
5286,chr2,107309925,107311432,0.22062,0.37897,0.15029,0.24752,0.0719,0.00825,0.00387,0.12973,0.05125,0.0248
5293,chr2,108691449,108695653,0.00023,0.14534,0.07236,0.06581,0.11727,0.07204,0.06467,0.37695,0.34748,0.0003
5303,chr2,115743632,115745822,0.31401,0.0,0.02271,0.0171,0.29418,0.21352,0.23794,0.0211,0.01571,0.00034
5305,chr2,116836785,116867521,0.05594,0.21997,0.11158,0.08509,0.05821,0.01224,0.00217,0.01743,0.04689,0.00574
5313,chr2,118895741,118901792,0.10931,0.06323,0.21905,0.00883,0.31015,0.0532,0.05544,0.44984,0.11021,0.16612
5337,chr2,126917180,126919696,0.37558,0.44968,0.46422,0.28736,0.00188,0.02225,0.02565,0.01662,0.05157,0.11452
5338,chr2,126961327,126964771,0.05943,0.14099,0.0001,0.03589,0.05226,0.09019,0.00442,0.2381,0.0824,0.0559
5351,chr2,128880845,128888629,0.06771,0.26864,0.1991,0.12566,0.08723,0.0186,0.01099,0.03396,0.03668,0.00035
5379,chr2,131464150,131466240,0.31352,0.43466,0.26805,0.35367,0.08019,6e-05,0.02018,0.05747,0.0318,0.01395
5397,chr2,134008324,134018236,0.06232,0.05894,0.06831,0.00473,0.21628,0.00159,0.09306,0.21118,0.02953,0.09974
5398,chr2,134209129,134212559,0.30202,0.01141,0.20335,0.03133,0.19106,0.01778,0.15632,0.10653,0.00362,0.08224
5405,chr2,135447096,135475800,0.00079,0.02551,0.07918,0.05658,0.01834,0.08149,0.07258,0.01381,0.13296,0.24616
5427,chr2,143168570,143170145,0.1117,0.29896,0.23455,0.25949,0.0537,0.01803,0.01472,0.00988,0.01789,0.00072
5433,chr2,146084081,146087754,0.12015,0.41096,0.20666,0.09997,0.13897,0.01188,0.00045,0.07748,0.14394,0.01646
5434,chr2,146105051,146119295,0.00102,0.27721,0.27935,0.06601,0.26328,0.29285,0.07633,0.00985,0.11164,0.08418
5437,chr2,147183776,147189238,0.02909,0.03637,0.09709,0.11335,0.13,0.04167,0.05035,0.24095,0.26898,0.00034
5450,chr2,150928700,150932721,0.03164,0.01466,0.10566,0.00459,0.08977,0.26019,0.01476,0.05056,0.03711,0.17976
5453,chr2,152810231,152943217,0.34616,0.366,0.31863,0.19618,0.00029,0.00266,0.04246,0.0047,0.05009,0.0262
5456,chr2,154039259,154042662,0.16004,0.06922,0.28196,0.1949,0.03868,0.01045,0.00055,0.09824,0.03728,0.01874
5462,chr2,159102287,159105140,0.2075,0.00653,0.41669,0.15641,0.11244,0.09495,0.00049,0.28717,0.08354,0.0887
5469,chr2,161475756,161477530,0.25342,0.19337,0.11174,0.15384,0.01272,0.04579,0.03092,0.01071,0.00335,0.00276
5478,chr2,165158183,165160234,0.05108,0.04554,0.07687,0.05778,0.17576,0.00886,0.00103,0.20047,0.17918,0.00364
5480,chr2,166689505,166690579,0.42323,0.20982,0.32747,0.10738,0.10132,0.01246,0.18748,0.04235,0.02151,0.11362
5482,chr2,166988442,166994698,0.11749,0.05051,0.07118,0.03447,0.23117,0.01991,0.06117,0.17069,0.13242,0.02002
5486,chr2,169248605,169254652,0.06995,0.23339,0.05875,0.17508,0.07231,2e-05,0.03984,0.07788,0.01571,0.04329
5499,chr2,172689742,172691507,0.07885,0.28884,0.04593,0.08913,0.08396,0.01651,0.00125,0.15118,0.10692,0.01239
5510,chr2,175481940,175487993,0.18838,0.04122,0.19803,0.1111,0.39583,0.00185,0.00961,0.42662,0.28088,0.01863
5514,chr2,176400912,176407312,0.2339,0.13746,0.15981,0.04707,0.03982,0.01226,0.11412,0.00821,0.02919,0.06209
5522,chr2,177946045,177947170,0.33467,0.31361,0.25963,0.19679,0.00127,0.01706,0.03642,0.00882,0.02467,0.00497
5570,chr2,193824777,193834041,0.21123,0.1744,0.17154,0.07811,0.00789,0.00065,0.05594,0.00375,0.0247,0.04262
5574,chr2,194447498,194461635,0.05234,0.0264,0.18368,0.01288,0.1401,0.40531,0.11369,0.08457,0.00219,0.12703
5594,chr2,201281925,201284717,0.03354,0.30243,0.25009,0.19087,0.16361,0.12965,0.07681,0.00292,0.02334,0.01041
5646,chr2,216225207,216228388,0.10738,0.21386,0.00874,0.01127,0.01945,0.14909,0.05446,0.25245,0.1373,0.04308
5653,chr2,218410446,218424867,0.01998,0.29061,0.38383,0.1773,0.17866,0.25021,0.07972,0.00047,0.03721,0.06132
5655,chr2,219187616,219191292,0.01335,0.00688,0.12764,0.05951,0.04295,0.07682,0.02041,0.20055,0.11293,0.02059
5691,chr2,228399628,228403620,0.03442,0.01322,0.03025,0.24533,0.00519,2e-05,0.1253,0.00496,0.16827,0.10815
5692,chr2,228584794,228587346,0.23378,0.24959,0.16713,0.2178,0.0,0.01991,0.0,0.0211,0.0,0.01869
5728,chr2,237542719,237545216,0.00346,0.01906,0.08925,0.00313,0.00364,0.11001,2e-05,0.23078,0.0051,0.12593
5765,chr20,1408499,1410170,0.19989,0.35592,0.0752,0.19872,0.03691,0.0488,4e-05,0.17337,0.04152,0.05126
5769,chr20,2822501,2825763,0.15667,0.02851,0.31038,0.05658,0.05711,0.05224,0.03177,0.1854,0.0044,0.14978
5795,chr20,7418063,7422947,0.00751,0.08712,0.01042,0.05282,0.11085,0.02858,0.01709,0.0471,0.2174,0.09312
5806,chr20,11063940,11080722,0.04241,0.28508,0.02488,0.05525,0.13869,0.00432,0.0002,0.16522,0.13155,0.00758
5831,chr20,16226510,16228464,0.0334,0.06488,0.15031,0.05394,0.17071,0.06165,0.00272,0.32488,0.21144,0.04585
5837,chr20,18209228,18210611,0.02048,0.24037,0.0087,0.00615,0.13076,0.05344,0.0057,0.30805,0.20882,0.03617
5849,chr20,21305452,21308134,0.11113,0.22415,0.09592,0.16673,0.02386,0.00056,0.00653,0.03497,0.00686,0.01312
5874,chr20,32176186,32177337,1e-05,0.33533,0.01409,0.00199,0.46411,0.02319,0.0027,0.32861,0.46888,0.0372
5876,chr20,32723060,32724971,0.06654,0.08657,0.06533,0.00914,0.00155,0.25754,0.1331,0.27136,0.15298,0.04149
5878,chr20,32937682,32941580,0.00744,0.09535,0.03584,0.02144,0.09465,0.09409,0.00627,0.31715,0.06513,0.14157
5890,chr20,34654026,34656451,0.05614,0.00069,0.01261,0.1256,0.0747,0.11412,0.30998,0.00921,0.12831,0.0654
5930,chr20,44698671,44700882,0.24569,0.30096,0.26924,0.27694,0.01158,0.04044,0.01848,0.01538,0.00124,0.01229
5933,chr20,45720211,45750894,0.28201,0.03117,0.22739,0.03632,0.1422,0.00087,0.13819,0.10781,0.00025,0.10734
5936,chr20,47150462,47160055,0.15408,0.14704,0.25176,0.20331,2e-05,0.06013,0.01564,0.04818,0.01395,0.01304
5952,chr20,52142651,52144389,0.03234,0.27595,0.02154,0.17737,0.14528,0.00132,0.06804,0.15521,0.0195,0.08466
5965,chr20,55859554,55865560,0.20808,0.06755,0.1674,0.04089,0.05646,0.0062,0.08004,0.03017,0.00291,0.05409
5984,chr20,61714214,61741659,0.1139,0.24611,0.26237,0.15122,0.0442,0.06794,0.00568,0.00414,0.01787,0.03613
5987,chr20,62057603,62058896,0.04144,0.29262,0.03311,0.18497,0.15385,0.00022,0.07468,0.16035,0.011,0.08101
5992,chr20,62741271,62743419,0.0017,0.05827,0.09716,0.0723,0.081,0.13725,0.08718,0.23133,0.21032,0.02495
5998,chr20,63964806,63966132,0.12176,0.59324,0.14618,0.16417,0.30154,0.00197,0.00342,0.28072,0.27522,0.00017
5999,chr20,64011752,64012864,0.0121,0.20069,0.00382,0.0003,0.12278,0.00189,0.00983,0.15988,0.24325,0.00263
6005,chr20,64217131,64261759,0.31253,0.43166,0.07401,0.10078,0.0231,0.10843,0.10251,0.21094,0.21077,0.00094
6006,chr20,64314319,64327830,0.1281,0.06658,0.23387,0.21069,0.03236,0.02906,0.00958,0.14367,0.10449,0.00965
6017,chr21,13444519,13445832,0.47971,0.28292,0.28683,0.16133,0.06317,0.08131,0.15841,0.00145,0.02864,0.01891
6022,chr21,14088114,14089536,0.17144,0.43538,0.15739,0.19704,0.1676,3e-05,0.00274,0.16935,0.14275,0.00223
6023,chr21,14252818,14257500,0.0455,0.02782,0.18676,0.01234,0.12692,0.37703,0.09871,0.07806,0.00236,0.10362
6025,chr21,15216058,15219132,0.23229,0.37205,0.34637,0.37615,0.03787,0.03098,0.04616,9e-05,0.0008,0.00132
6030,chr21,17240011,17241315,0.33901,0.37292,0.44513,0.41871,0.00114,0.04802,0.01908,0.03759,0.01187,0.00819
6039,chr21,19464613,19471009,0.13277,0.24437,0.20107,0.16251,0.04288,0.04158,0.00627,0.00029,0.01766,0.02002
6051,chr21,22282587,22293679,0.01386,0.20712,0.09394,0.16757,0.15859,0.04597,0.10999,0.07175,0.03305,0.0191
6057,chr21,22803460,22838836,0.02182,0.23781,0.04022,0.06505,0.12405,0.00243,0.01376,0.09504,0.05138,0.00549
6068,chr21,23928817,23935412,0.08997,0.21711,0.06194,0.08578,0.03721,0.00295,7e-05,0.05519,0.03112,0.00364
6087,chr21,28340714,28341803,0.00494,0.24916,0.10187,0.02116,0.1835,0.14068,0.04375,0.40299,0.31683,0.06539
6121,chr21,39103604,39107714,0.03365,0.00167,0.12373,0.00932,0.0254,0.28976,0.08487,0.18341,0.02202,0.08941
6127,chr21,41617304,41618919,0.09587,0.25595,0.05647,0.19814,0.061,0.0131,0.01785,0.11111,0.01585,0.06353
6128,chr21,41930007,41933376,0.03476,0.11105,0.35268,0.17399,0.02138,0.17041,0.04286,0.0755,0.00257,0.06103
6130,chr21,42587451,42590307,0.18687,0.08199,0.02816,0.00462,0.37794,0.06352,0.20318,0.1613,0.03872,0.04637
6133,chr21,43335983,43337542,0.06081,3e-05,0.04358,0.00158,0.05973,0.24212,0.10655,0.04646,0.00208,0.03481
6142,chr21,44950882,44952195,0.15397,0.3092,0.24639,0.24817,0.09465,0.074,0.05091,0.0,0.01571,0.01229
6149,chr21,45968107,45969810,0.41157,0.48016,0.19105,0.36897,0.01445,0.05758,0.00294,0.1096,0.02886,0.03736
6156,chr21,46382005,46384818,0.1604,0.25606,0.2389,0.20161,0.01154,0.01886,0.00353,0.00192,0.00211,0.00709
6164,chr22,10717523,10730243,0.01135,0.01445,0.21346,0.00365,5e-05,0.27583,0.02631,0.30134,0.03165,0.17888
6191,chr22,16852053,16855890,0.17001,0.2101,0.16268,0.18212,0.01264,0.00969,0.01089,0.0,0.0,0.0
6194,chr22,17289460,17298217,0.28227,0.02255,0.33401,0.35211,0.20448,0.00611,0.00426,0.25422,0.2659,0.00029
6217,chr22,23931955,23969108,0.12671,0.53767,0.39,0.40943,0.17762,0.04538,0.07628,0.08458,0.03537,0.00996
6220,chr22,24605032,24606112,1e-05,0.05355,0.01388,0.00653,0.11431,0.02304,0.01334,0.20112,0.05387,0.06478
6225,chr22,26772103,26773829,0.00905,0.21714,0.00638,0.02209,0.13357,0.00014,0.05259,0.15556,0.33607,0.04741
6244,chr22,31380430,31384639,0.01358,0.2797,0.00395,0.15365,0.31729,0.00293,0.21615,0.25871,0.03638,0.16922
6255,chr22,33384460,33387346,0.00356,0.03768,0.06267,0.23691,0.06607,0.0374,0.18656,0.18519,0.35703,0.06791
6264,chr22,36216953,36218272,0.34249,0.30579,0.21245,0.18538,0.01278,0.0303,0.08914,0.00524,0.03685,0.01068
6267,chr22,36747030,36751851,0.16227,0.32989,0.14707,0.05807,0.05371,0.0,0.03095,0.05202,0.15131,0.03034
6278,chr22,38898099,38902679,0.44803,0.04549,0.14803,0.2651,0.2779,0.13706,0.07664,0.03186,0.09933,0.01698
6283,chr22,40398219,40399238,0.18095,0.0369,0.00336,0.00921,0.05495,0.12053,0.21439,0.01546,0.06374,0.02344
6285,chr22,40744109,40746630,0.21202,0.12868,0.12887,0.08847,0.01252,0.0094,0.02934,0.0003,0.00318,0.00562
6295,chr22,42541732,42567708,0.00014,0.18803,0.04499,0.00184,0.11153,0.03155,0.00058,0.36035,0.1269,0.05546
6298,chr22,42705440,42708446,0.24686,0.01976,0.22725,0.26858,0.13975,0.0,0.0032,0.12819,0.16374,0.00295
6313,chr22,44739366,44741639,0.02054,0.06216,0.24072,0.26652,0.01056,0.16975,0.18706,0.12466,0.13905,0.0
6316,chr22,45158837,45161242,0.22101,0.05391,0.20334,0.06944,0.09191,0.00969,0.10999,0.09453,0.00137,0.12582
6317,chr22,45257851,45260929,0.22157,0.15904,0.22139,0.20193,0.02486,0.01965,0.0003,0.05753,0.01947,0.02495
6325,chr22,47383373,47386791,0.00046,0.48798,0.02229,0.13144,0.49524,0.02058,0.13232,0.34291,0.18953,0.04577
6337,chr22,49203219,49212870,0.02917,0.23192,0.14323,0.07704,0.1026,0.02614,0.00967,0.04336,0.05517,0.00272
6345,chr22,50343869,50345691,0.10695,0.00098,0.00202,0.0025,0.18379,0.20499,0.1081,0.00046,0.00975,0.01484
6354,chr3,485479,545097,0.32327,0.32425,0.22527,0.19873,0.00536,0.01285,0.05426,0.00495,0.03783,0.01014
6359,chr3,1323889,1325022,0.16559,0.20312,0.15696,0.17586,0.01264,0.00969,0.01089,0.0,0.0,0.0
6369,chr3,3439361,3441656,0.0047,0.2202,0.00721,0.00569,0.16412,0.02369,1e-05,0.22378,0.16231,0.03192
6378,chr3,5493710,5497593,0.06186,0.10325,0.05724,0.23746,0.01272,0.00013,0.0829,0.01353,0.02753,0.08278
6385,chr3,6608481,6612882,0.07262,0.00727,0.18279,0.01146,0.0835,0.00828,0.03554,0.21127,0.0318,0.109
6391,chr3,8283951,8285124,0.14038,0.20132,0.3506,0.02365,0.01078,0.03877,0.05897,0.00682,0.10537,0.21352
6395,chr3,8679578,8681686,0.25435,0.40621,0.22611,0.32654,0.0411,0.00399,0.00212,0.0655,0.02697,0.01296
6411,chr3,13639682,13640772,0.0739,0.00727,0.23807,0.09111,0.09465,0.05416,0.004,0.2657,0.1073,0.02402
6421,chr3,15803663,15805229,0.00726,0.27916,0.07444,0.01914,0.31425,0.03719,0.00267,0.44721,0.35428,0.02376
6430,chr3,20090218,20107242,0.07115,0.0,0.03599,8e-05,0.09373,0.23591,0.10136,0.04585,0.00011,0.04225
6455,chr3,24704039,24779037,0.31094,0.24228,0.14454,0.07546,0.00537,0.05038,0.10833,0.02032,0.06249,0.01408
6478,chr3,32060558,32066391,0.3153,0.06015,0.37602,0.25867,0.13032,0.01889,0.00676,0.19718,0.08657,0.04699
6505,chr3,41375326,41376918,0.06718,0.0777,0.08848,0.00183,0.22952,0.01965,0.05328,0.23813,0.09001,0.08563
6509,chr3,41774415,41780001,0.07352,0.15443,0.0001,0.01268,0.03876,0.09341,0.03241,0.21127,0.11824,0.0167
6524,chr3,48492350,48496172,0.21406,0.29616,0.2351,0.13668,0.03876,0.0299,0.02126,0.0,0.1001,0.07975
6527,chr3,48920354,48921438,0.17412,0.32548,0.01662,0.25361,0.04489,0.07798,0.02113,0.20339,0.00306,0.15108
6534,chr3,50405938,50407389,0.0,0.28825,0.0,0.0,0.25277,0.0,0.0,0.21529,0.23731,0.0
6558,chr3,58549051,58551597,0.36098,0.2907,0.48417,0.44822,0.01091,0.05206,0.01514,0.09491,0.04964,0.02145
6589,chr3,68585619,68591102,0.00755,0.45213,0.0024,0.07269,0.40209,0.00149,0.03757,0.44364,0.26752,0.05685
6590,chr3,68690530,68698712,0.04109,0.38001,0.03176,0.16448,0.24354,0.00132,0.05569,0.38271,0.08691,0.09632
6625,chr3,77760582,77769678,0.19309,0.20689,0.16005,0.17924,0.0,0.0,0.0,0.0,0.0,0.0
6626,chr3,77776500,77796316,0.07125,0.00684,0.14818,0.00514,0.12431,0.41833,0.11853,0.11504,7e-05,0.13217
6629,chr3,80013748,80015171,0.28582,0.26246,0.20421,0.44731,0.00011,0.00687,0.08927,0.00438,0.08179,0.12629
6632,chr3,80876160,80877453,0.19492,0.10199,0.33103,0.19287,0.02338,0.0455,0.0,0.12027,0.02381,0.04899
6646,chr3,83803964,83806198,0.04739,0.18424,0.00296,0.07048,0.08593,0.03193,0.004,0.21944,0.0824,0.06264
6649,chr3,84055791,84058233,0.09926,0.14536,0.23189,0.15864,0.00874,0.0303,0.00836,0.00503,3e-05,0.00677
6654,chr3,85300376,85357603,0.00029,0.00126,0.19525,0.00025,0.00268,0.2034,0.00113,0.19476,0.00042,0.22505
6753,chr3,98691842,98695939,0.24161,0.23166,0.18209,0.19143,0.00152,0.01789,0.01148,0.00967,0.00504,0.00085
6757,chr3,99224959,99230671,0.12894,0.00727,0.19693,0.04129,0.13696,0.00707,0.04715,0.20849,0.06513,0.09378
6777,chr3,105587149,105592184,0.26016,0.11342,0.15629,0.31016,0.03868,0.0448,0.00056,0.00017,0.05027,0.06122
6781,chr3,106110005,106112772,0.02116,0.07789,0.00219,0.00019,0.20448,0.01068,0.01827,0.15817,0.10781,0.00131
6785,chr3,107319107,107321485,0.04925,0.32582,0.00621,0.19544,0.17577,0.08822,0.07339,0.39566,0.02058,0.26062
6832,chr3,125763521,125770870,0.11327,0.21332,0.07364,0.08756,0.01656,0.00933,0.00504,0.05583,0.04446,0.00089
6834,chr3,125953468,125957533,0.07016,0.22037,0.16035,0.10131,0.0793,0.05058,0.00646,0.0026,0.04342,0.02431
6846,chr3,129324145,129330051,0.10277,0.25895,0.11577,0.22633,0.10944,0.0049,0.09561,0.08772,0.0,0.07831
6847,chr3,129339057,129363433,0.46564,0.22693,0.50355,0.50279,0.10432,0.00037,0.00065,0.12031,0.10536,0.00256
6850,chr3,130628722,130634264,0.01467,0.20254,0.15648,0.0791,0.12195,0.09519,0.02947,0.0002,0.0348,0.02522
6853,chr3,131989409,131994475,0.39394,0.40421,0.2479,0.39239,0.00174,0.07155,0.00211,0.05973,4e-05,0.05589
6862,chr3,133784922,133786238,0.18395,0.27103,0.10682,0.32282,0.01375,0.01917,0.02084,0.06226,0.00037,0.09168
6868,chr3,136302171,136307354,0.50719,0.72526,0.49651,0.41393,0.05738,0.00914,0.03851,0.12181,0.19823,0.01167
6902,chr3,146667459,146672389,0.20608,0.30039,0.08031,0.11998,0.0162,0.03644,0.01455,0.09153,0.05773,0.00528
